"",BBK01.QUX480,BBK01.QUX480_FLAGS
"","Consolidated German banks: Claims on non-residents, total (excluding participating interests) / France / US dollars",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:30:25,
2002-03,26.247,
2002-04,23.265,
2002-05,27.853,
2002-06,25.885,
2002-07,24.124,
2002-08,21.853,
2002-09,21.877,
2002-10,19.699,
2002-11,19.023,
2002-12,18.438,
2003-01,18.831,
2003-02,17.061,
2003-03,17.350,
2003-04,18.411,
2003-05,20.726,
2003-06,21.700,
2003-07,19.019,
2003-08,18.838,
2003-09,19.021,
2003-10,19.081,
2003-11,18.292,
2003-12,18.116,
2004-01,18.331,
2004-02,15.747,
2004-03,16.547,
2004-04,12.772,
2004-05,15.087,
2004-06,11.580,
2004-07,10.918,
2004-08,11.029,
2004-09,10.977,
2004-10,11.844,
2004-11,10.070,
2004-12,10.697,
2005-01,11.521,
2005-02,10.840,
2005-03,10.476,
2005-04,10.733,
2005-05,10.423,
2005-06,14.628,
2005-07,10.937,
2005-08,11.964,
2005-09,10.193,
2005-10,8.105,
2005-11,13.854,
2005-12,8.875,
2006-01,8.245,
2006-02,8.896,
2006-03,8.294,
2006-04,10.068,
2006-05,6.647,
2006-06,6.481,
2006-07,6.277,
2006-08,6.768,
2006-09,7.563,
2006-10,7.878,
2006-11,8.349,
2006-12,8.796,
2007-01,7.114,
2007-02,8.810,
2007-03,6.578,
2007-04,7.350,
2007-05,8.462,
2007-06,7.149,
2007-07,6.262,
2007-08,7.499,
2007-09,9.355,
2007-10,6.146,
2007-11,6.366,
2007-12,5.338,
2008-01,6.462,
2008-02,6.917,
2008-03,8.332,
2008-04,6.419,
2008-05,7.259,
2008-06,5.702,
2008-07,6.070,
2008-08,7.380,
2008-09,7.286,
2008-10,8.301,
2008-11,7.611,
2008-12,6.583,
2009-01,10.061,
2009-02,8.857,
2009-03,7.188,
2009-04,6.343,
2009-05,6.578,
2009-06,5.288,
2009-07,5.023,
2009-08,5.799,
2009-09,4.425,
2009-10,4.744,
2009-11,4.310,
2009-12,5.040,
2010-01,6.060,
2010-02,6.724,
2010-03,5.819,
2010-04,5.241,
2010-05,6.023,
2010-06,5.012,
2010-07,4.805,
2010-08,4.789,
2010-09,4.412,
2010-10,4.461,
2010-11,4.006,
2010-12,3.880,
2011-01,4.018,
2011-02,4.289,
2011-03,4.085,
2011-04,4.102,
2011-05,3.642,
2011-06,3.780,
2011-07,4.298,
2011-08,4.427,
2011-09,4.149,
2011-10,3.857,
2011-11,3.678,
2011-12,3.595,
2012-01,3.191,
2012-02,3.439,
2012-03,4.085,
2012-04,3.907,
2012-05,4.064,
2012-06,3.111,
2012-07,3.339,
2012-08,3.001,
2012-09,3.698,
2012-10,3.973,
2012-11,3.920,
2012-12,3.235,
2013-01,4.345,
2013-02,4.214,
2013-03,4.774,
2013-04,4.808,
2013-05,6.570,
2013-06,5.991,
2013-07,5.458,
2013-08,5.580,
2013-09,5.241,
2013-10,5.569,
2013-11,5.797,
2013-12,5.175,
2014-01,5.384,
2014-02,5.087,
2014-03,6.044,
2014-04,5.742,
2014-05,5.473,
2014-06,6.252,
2014-07,6.361,
2014-08,6.608,
2014-09,10.639,
2014-10,8.171,
