"",BBK01.QUW677,BBK01.QUW677_FLAGS
"","Foreign branches: Liabilities to non-residents, total / Countries in Africa / US dollars",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:49:12,
2001-12,2.829,
2002-01,3.077,
2002-02,2.939,
2002-03,3.468,
2002-04,3.307,
2002-05,3.217,
2002-06,2.712,
2002-07,3.241,
2002-08,2.638,
2002-09,2.193,
2002-10,2.093,
2002-11,2.198,
2002-12,1.739,
2003-01,2.126,
2003-02,1.991,
2003-03,2.076,
2003-04,1.989,
2003-05,2.020,
2003-06,2.039,
2003-07,2.259,
2003-08,2.132,
2003-09,2.198,
2003-10,2.569,
2003-11,2.602,
2003-12,3.029,
2004-01,3.110,
2004-02,3.271,
2004-03,3.392,
2004-04,3.205,
2004-05,3.293,
2004-06,3.429,
2004-07,3.220,
2004-08,3.618,
2004-09,3.900,
2004-10,3.550,
2004-11,3.629,
2004-12,3.429,
2005-01,3.961,
2005-02,3.781,
2005-03,3.438,
2005-04,3.838,
2005-05,3.311,
2005-06,3.179,
2005-07,3.799,
2005-08,4.371,
2005-09,4.097,
2005-10,4.233,
2005-11,3.879,
2005-12,5.024,
2006-01,4.574,
2006-02,4.147,
2006-03,5.258,
2006-04,5.218,
2006-05,5.013,
2006-06,4.008,
2006-07,5.327,
2006-08,4.292,
2006-09,4.378,
2006-10,4.388,
2006-11,4.209,
2006-12,5.036,
2007-01,4.153,
2007-02,4.109,
2007-03,4.925,
2007-04,3.984,
2007-05,4.491,
2007-06,5.469,
2007-07,4.863,
2007-08,4.990,
2007-09,4.628,
2007-10,4.678,
2007-11,3.658,
2007-12,3.611,
2008-01,3.599,
2008-02,3.775,
2008-03,4.090,
2008-04,3.132,
2008-05,3.568,
2008-06,4.104,
2008-07,3.316,
2008-08,3.085,
2008-09,2.950,
2008-10,3.022,
2008-11,2.631,
2008-12,2.776,
2009-01,2.811,
2009-02,2.428,
2009-03,2.745,
2009-04,2.759,
2009-05,3.199,
2009-06,2.176,
2009-07,2.380,
2009-08,1.933,
2009-09,1.846,
2009-10,1.994,
2009-11,2.291,
2009-12,2.365,
2010-01,1.860,
2010-02,2.251,
2010-03,1.818,
2010-04,2.615,
2010-05,2.845,
2010-06,2.660,
2010-07,2.745,
2010-08,3.140,
2010-09,2.892,
2010-10,3.514,
2010-11,3.329,
2010-12,3.778,
2011-01,2.802,
2011-02,3.092,
2011-03,3.083,
2011-04,2.703,
2011-05,2.750,
2011-06,2.791,
2011-07,2.036,
2011-08,2.229,
2011-09,2.220,
2011-10,2.405,
2011-11,2.466,
2011-12,2.104,
2012-01,2.060,
2012-02,2.149,
2012-03,2.001,
2012-04,2.972,
2012-05,3.121,
2012-06,3.025,
2012-07,2.889,
2012-08,2.522,
2012-09,2.373,
2012-10,2.556,
2012-11,2.688,
2012-12,2.069,
2013-01,2.051,
2013-02,2.179,
2013-03,2.673,
2013-04,2.538,
2013-05,2.091,
2013-06,1.476,
2013-07,1.896,
2013-08,1.424,
2013-09,1.451,
2013-10,1.556,
2013-11,1.621,
2013-12,1.619,
2014-01,2.475,
2014-02,2.411,
2014-03,1.961,
2014-04,2.032,
2014-05,1.999,
2014-06,2.136,
2014-07,2.255,
2014-08,2.722,
2014-09,2.332,
2014-10,2.609,
2014-11,2.791,
