"",BBK01.QUW849,BBK01.QUW849_FLAGS
"",All foreign subsidiaries: Short-term liabilities to foreign banks / In the country of domicile of the subsidiary / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:12:51,
2001-12,109.071,
2002-01,117.065,
2002-02,117.460,
2002-03,126.659,
2002-04,111.355,
2002-05,108.046,
2002-06,99.753,
2002-07,85.746,
2002-08,74.512,
2002-09,69.208,
2002-10,73.516,
2002-11,74.637,
2002-12,75.536,
2003-01,71.750,
2003-02,72.885,
2003-03,70.107,
2003-04,68.459,
2003-05,68.549,
2003-06,72.555,
2003-07,73.243,
2003-08,71.693,
2003-09,77.889,
2003-10,75.061,
2003-11,81.623,
2003-12,69.902,
2004-01,63.206,
2004-02,64.763,
2004-03,68.738,
2004-04,101.446,
2004-05,80.006,
2004-06,76.535,
2004-07,76.322,
2004-08,74.899,
2004-09,76.848,
2004-10,77.561,
2004-11,79.474,
2004-12,79.979,
2005-01,80.183,
2005-02,83.514,
2005-03,86.590,
2005-04,88.394,
2005-05,86.181,
2005-06,86.510,
2005-07,84.896,
2005-08,87.412,
2005-09,80.435,
2005-10,83.726,
2005-11,88.787,
2005-12,84.956,
2006-01,87.394,
2006-02,92.845,
2006-03,89.571,
2006-04,89.961,
2006-05,90.380,
2006-06,80.713,
2006-07,83.849,
2006-08,84.581,
2006-09,92.929,
2006-10,80.020,
2006-11,76.998,
2006-12,82.044,
2007-01,78.859,
2007-02,78.899,
2007-03,78.383,
2007-04,77.724,
2007-05,86.326,
2007-06,79.691,
2007-07,80.549,
2007-08,69.756,
2007-09,74.993,
2007-10,69.179,
2007-11,69.920,
2007-12,64.652,
2008-01,60.612,
2008-02,61.062,
2008-03,61.632,
2008-04,67.357,
2008-05,76.395,
2008-06,79.500,
2008-07,72.875,
2008-08,68.287,
2008-09,64.805,
2008-10,74.337,
2008-11,75.457,
2008-12,67.346,
2009-01,59.916,
2009-02,59.546,
2009-03,61.595,
2009-04,57.452,
2009-05,54.848,
2009-06,46.295,
2009-07,42.412,
2009-08,38.234,
2009-09,35.623,
2009-10,36.262,
2009-11,26.942,
2009-12,24.019,
2010-01,27.262,
2010-02,26.911,
2010-03,27.886,
2010-04,36.347,
2010-05,35.167,
2010-06,31.967,
2010-07,36.437,
2010-08,34.222,
2010-09,29.984,
2010-10,29.687,
2010-11,27.020,
2010-12,28.435,
2011-01,30.889,
2011-02,31.683,
2011-03,30.977,
2011-04,32.666,
2011-05,30.605,
2011-06,29.375,
2011-07,27.958,
2011-08,29.388,
2011-09,31.533,
2011-10,28.756,
2011-11,30.458,
2011-12,26.070,
2012-01,28.065,
2012-02,28.858,
2012-03,29.644,
2012-04,37.417,
2012-05,37.527,
2012-06,38.484,
2012-07,39.624,
2012-08,33.874,
2012-09,34.450,
2012-10,33.157,
2012-11,33.155,
2012-12,33.449,
2013-01,30.328,
2013-02,32.554,
2013-03,31.628,
2013-04,30.517,
2013-05,30.954,
2013-06,31.894,
2013-07,31.672,
2013-08,30.910,
2013-09,34.087,
2013-10,33.322,
2013-11,32.027,
2013-12,36.204,
2014-01,34.231,
2014-02,32.033,
2014-03,35.111,
2014-04,30.515,
2014-05,39.210,
2014-06,35.446,
2014-07,37.488,
2014-08,36.303,
2014-09,32.391,
2014-10,33.144,
2014-11,30.715,
