"",BBK01.OEAH19M,BBK01.OEAH19M_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:26:44,
2002-01,38.224,
2002-04,38.344,
2002-07,38.313,
2002-10,40.234,
2003-01,41.783,
2003-04,42.021,
2003-07,43.385,
2003-10,41.038,
2004-01,42.128,
2004-04,44.732,
2004-07,46.149,
2004-10,47.742,
2005-01,49.528,
2005-04,50.618,
2005-07,51.451,
2005-10,51.483,
2006-01,52.069,
2006-04,52.794,
2006-07,53.199,
2006-10,53.148,
2007-01,53.991,
2007-04,54.531,
2007-07,55.108,
2007-10,56.302,
2008-01,57.439,
2008-04,58.423,
2008-07,58.757,
2008-10,62.403,
2009-01,63.399,
2009-04,64.956,
2009-07,64.199,
2009-10,64.037,
2010-01,63.146,
2010-04,61.533,
2010-07,60.666,
2010-10,61.934,
2011-01,62.013,
2011-04,61.674,
2011-07,61.911,
2011-10,62.793,
2012-01,62.279,
2012-04,63.445,
2012-07,62.708,
2012-10,63.298,
2013-01,62.227,
2013-04,63.460,
2013-07,62.385,
2013-10,61.160,
2014-01,60.007,
2014-04,61.207,
2014-07,60.038,
