"",BBK01.PQ1525,BBK01.PQ1525_FLAGS
"","Lending to chemical industry, manufacture of coke, refined petroleum products and nuclear fuel / Total / Regional institutions of credit cooperatives",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:29:32,
1968-10,0.001,
1969-01,0.001,
1969-04,0.021,
1969-07,0.021,
1969-10,0.021,
1970-01,0.021,
1970-04,0.021,
1970-07,0.021,
1970-10,0.021,
1971-01,0.021,
1971-04,0.024,
1971-07,0.032,
1971-10,0.042,
1972-01,0.032,
1972-04,0.027,
1972-07,0.021,
1972-10,0.021,
1973-01,0.022,
1973-04,0.018,
1973-07,0.057,
1973-10,0.059,
1974-01,0.060,
1974-04,0.058,
1974-07,0.078,
1974-10,0.101,
1975-01,0.095,
1975-04,0.100,
1975-07,0.093,
1975-10,0.085,
1976-01,0.085,
1976-04,0.094,
1976-07,0.100,
1976-10,0.128,
1977-01,0.125,
1977-04,0.137,
1977-07,0.151,
1977-10,0.163,
1978-01,0.152,
1978-04,0.148,
1978-07,0.172,
1978-10,0.141,
1979-01,0.152,
1979-04,0.143,
1979-07,0.140,
1979-10,0.089,
1980-01,0.092,
1980-04,0.117,
1980-07,0.160,
1980-10,0.160,
1981-01,0.199,
1981-04,0.266,
1981-07,0.212,
1981-10,0.226,
1982-01,0.228,
1982-04,0.219,
1982-07,0.206,
1982-10,0.253,
1983-01,0.213,
1983-04,0.203,
1983-07,0.254,
1983-10,0.227,
1984-01,0.216,
1984-04,0.156,
1984-07,0.184,
1984-10,0.256,
1985-01,0.274,
1985-04,0.316,
1985-07,0.202,
1985-10,0.252,
1986-01,0.301,
1986-04,0.205,
1986-07,0.185,
1986-10,0.164,
1987-01,0.230,
1987-04,0.267,
1987-07,0.302,
1987-10,0.266,
1988-01,0.257,
1988-04,0.332,
1988-07,0.224,
1988-10,0.233,
1989-01,0.244,
1989-04,0.232,
1989-07,0.256,
1989-10,0.316,
1990-01,0.325,
1990-04,0.311,
1990-07,0.446,
1990-10,0.508,
1991-01,0.508,
1991-04,0.486,
1991-07,0.450,
1991-10,0.476,
1992-01,0.485,
1992-04,0.423,
1992-07,0.419,
1992-10,0.460,
1993-01,0.390,
1993-04,0.362,
1993-07,0.402,
1993-10,0.382,
1994-01,0.322,
1994-04,0.295,
1994-07,0.258,
1994-10,0.337,
1995-01,0.330,
1995-04,0.398,
1995-07,0.319,
1995-10,0.309,
1996-01,0.286,
1996-04,0.387,
1996-07,0.339,
1996-10,0.281,
1997-01,0.344,
1997-04,0.336,
1997-07,0.322,
1997-10,0.500,
1998-01,0.423,
1998-04,0.442,
1998-07,0.452,
1998-10,0.586,
1999-01,0.704,
1999-04,0.713,
1999-07,0.578,
1999-10,0.586,
2000-01,0.668,
2000-04,0.928,
2000-07,0.781,
2000-10,0.754,
2001-01,0.826,
2001-04,0.574,
2001-07,0.599,
2001-10,0.491,
2002-01,0.489,
2002-04,0.449,
2002-07,0.364,
2002-10,0.381,
2003-01,0.366,
2003-04,0.370,
2003-07,0.325,
2003-10,0.297,
2004-01,0.298,
2004-04,0.261,
2004-07,0.238,
2004-10,0.223,
2005-01,0.222,
2005-04,0.228,
2005-07,0.241,
2005-10,0.225,
2006-01,0.258,
2006-04,0.370,
2006-07,0.455,
2006-10,0.373,
2007-01,0.647,
2007-04,0.641,
2007-07,0.613,
2007-10,0.505,
2008-01,0.482,
2008-04,0.575,
2008-07,0.582,
2008-10,0.592,
2009-01,0.624,
2009-04,0.605,
2009-07,0.573,
2009-10,0.415,
2010-01,0.406,
2010-04,0.415,
2010-07,0.319,
2010-10,0.289,
2011-01,0.321,
2011-04,0.303,
2011-07,0.272,
2011-10,0.223,
2012-01,0.291,
2012-04,0.305,
2012-07,0.366,
2012-10,0.335,
2013-01,0.338,
2013-04,0.293,
2013-07,0.263,
2013-10,0.304,
2014-01,0.315,
2014-04,0.306,
2014-07,0.240,
2014-10,0.164,
