"",BBK01.OUH227,BBK01.OUH227_FLAGS
"",Time deposits of non-banks (non-MFIs) / for more than one year up to and including two years / Savings banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:15:43,
1999-01,0.272,
1999-02,0.287,
1999-03,0.297,
1999-04,0.302,
1999-05,0.313,
1999-06,0.345,
1999-07,0.359,
1999-08,0.387,
1999-09,0.391,
1999-10,0.411,
1999-11,0.385,
1999-12,0.410,
2000-01,0.440,
2000-02,0.463,
2000-03,0.463,
2000-04,0.457,
2000-05,0.471,
2000-06,0.444,
2000-07,0.596,
2000-08,0.589,
2000-09,0.617,
2000-10,0.739,
2000-11,0.772,
2000-12,0.799,
2001-01,0.849,
2001-02,0.821,
2001-03,0.878,
2001-04,1.043,
2001-05,1.053,
2001-06,1.060,
2001-07,0.978,
2001-08,0.970,
2001-09,0.977,
2001-10,0.958,
2001-11,0.934,
2001-12,1.036,
2002-01,1.307,
2002-02,1.358,
2002-03,1.385,
2002-04,1.148,
2002-05,1.154,
2002-06,1.186,
2002-07,1.192,
2002-08,1.175,
2002-09,1.057,
2002-10,1.030,
2002-11,1.057,
2002-12,1.054,
2003-01,1.091,
2003-02,0.844,
2003-03,0.809,
2003-04,0.781,
2003-05,0.745,
2003-06,0.713,
2003-07,0.688,
2003-08,0.683,
2003-09,0.670,
2003-10,0.722,
2003-11,0.767,
2003-12,0.737,
2004-01,0.739,
2004-02,0.715,
2004-03,0.710,
2004-04,0.727,
2004-05,0.707,
2004-06,0.687,
2004-07,0.688,
2004-08,0.699,
2004-09,0.710,
2004-10,0.787,
2004-11,0.813,
2004-12,0.865,
2005-01,0.898,
2005-02,0.906,
2005-03,0.605,
2005-04,0.590,
2005-05,0.600,
2005-06,0.642,
2005-07,0.607,
2005-08,0.584,
2005-09,0.597,
2005-10,0.576,
2005-11,0.576,
2005-12,0.542,
2006-01,0.556,
2006-02,0.536,
2006-03,0.573,
2006-04,0.586,
2006-05,0.605,
2006-06,0.607,
2006-07,0.613,
2006-08,0.666,
2006-09,0.683,
2006-10,0.703,
2006-11,0.666,
2006-12,0.683,
2007-01,0.669,
2007-02,0.674,
2007-03,0.741,
2007-04,0.782,
2007-05,0.866,
2007-06,0.877,
2007-07,0.953,
2007-08,0.993,
2007-09,1.038,
2007-10,1.151,
2007-11,1.326,
2007-12,1.721,
2008-01,1.861,
2008-02,1.971,
2008-03,2.014,
2008-04,2.010,
2008-05,2.091,
2008-06,2.151,
2008-07,2.213,
2008-08,2.360,
2008-09,2.424,
2008-10,2.462,
2008-11,2.521,
2008-12,2.440,
2009-01,2.199,
2009-02,2.081,
2009-03,1.936,
2009-04,1.903,
2009-05,1.814,
2009-06,1.724,
2009-07,1.685,
2009-08,1.588,
2009-09,1.619,
2009-10,1.705,
2009-11,1.716,
2009-12,2.188,
2010-01,2.036,
2010-02,2.046,
2010-03,2.002,
2010-04,2.020,
2010-05,1.970,
2010-06,1.922,
2010-07,1.877,
2010-08,1.884,
2010-09,1.803,
2010-10,1.812,
2010-11,1.867,
2010-12,1.910,
2011-01,1.799,
2011-02,1.726,
2011-03,1.621,
2011-04,1.543,
2011-05,1.537,
2011-06,1.321,
2011-07,1.433,
2011-08,1.374,
2011-09,1.428,
2011-10,1.464,
2011-11,1.492,
2011-12,1.502,
2012-01,1.393,
2012-02,1.436,
2012-03,1.488,
2012-04,1.522,
2012-05,1.547,
2012-06,1.532,
2012-07,1.453,
2012-08,1.436,
2012-09,1.376,
2012-10,1.458,
2012-11,1.572,
2012-12,1.551,
2013-01,1.621,
2013-02,1.655,
2013-03,1.718,
2013-04,1.638,
2013-05,1.604,
2013-06,1.595,
2013-07,1.545,
2013-08,1.554,
2013-09,1.521,
2013-10,1.516,
2013-11,1.555,
2013-12,1.459,
2014-01,1.311,
2014-02,1.282,
2014-03,1.247,
2014-04,1.189,
2014-05,1.142,
2014-06,1.064,
2014-07,1.096,
2014-08,1.112,
2014-09,1.109,
2014-10,1.104,
2014-11,1.070,
2014-12,1.052,Provisional value
