"",BBK01.OUM253,BBK01.OUM253_FLAGS
"",Bearer debt securities outstanding / with a maturity of more than 2 years / Mortgage banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:08:12,
1968-12,23.451,
1969-01,23.812,
1969-02,24.159,
1969-03,24.419,
1969-04,24.727,
1969-05,24.983,
1969-06,25.163,
1969-07,25.400,
1969-08,25.598,
1969-09,25.715,
1969-10,25.873,
1969-11,25.932,
1969-12,26.000,
1970-01,26.143,
1970-02,26.232,
1970-03,26.319,
1970-04,26.412,
1970-05,26.482,
1970-06,26.597,
1970-07,26.739,
1970-08,26.897,
1970-09,26.988,
1970-10,27.087,
1970-11,27.299,
1970-12,26.617,
1971-01,26.774,
1971-02,26.965,
1971-03,27.238,
1971-04,27.486,
1971-05,27.656,
1971-06,27.909,
1971-07,28.180,
1971-08,28.507,
1971-09,28.764,
1971-10,28.964,
1971-11,29.213,
1971-12,29.479,
1972-01,30.734,
1972-02,31.395,
1972-03,31.771,
1972-04,32.230,
1972-05,32.616,
1972-06,32.858,
1972-07,31.146,
1972-08,31.557,
1972-09,31.869,
1972-10,32.072,
1972-11,32.281,
1972-12,32.396,
1973-01,32.952,
1973-02,33.306,
1973-03,33.528,
1973-04,33.693,
1973-05,33.828,
1973-06,33.963,
1973-07,34.157,
1973-08,34.360,
1973-09,34.684,
1973-10,34.804,
1973-11,34.969,
1973-12,34.755,
1974-01,34.974,
1974-02,35.125,
1974-03,35.307,
1974-04,35.719,
1974-05,35.944,
1974-06,36.205,
1974-07,36.439,
1974-08,36.816,
1974-09,37.135,
1974-10,37.578,
1974-11,38.278,
1974-12,38.561,
1975-01,39.703,
1975-02,40.360,
1975-03,40.767,
1975-04,41.482,
1975-05,42.340,
1975-06,42.936,
1975-07,43.454,
1975-08,44.287,
1975-09,44.964,
1975-10,45.770,
1975-11,46.518,
1975-12,46.683,
1976-01,47.875,
1976-02,48.927,
1976-03,49.700,
1976-04,50.018,
1976-05,49.234,
1976-06,49.429,
1976-07,50.025,
1976-08,50.830,
1976-09,51.470,
1976-10,51.794,
1976-11,52.212,
1976-12,52.398,
1977-01,53.340,
1977-02,53.635,
1977-03,54.491,
1977-04,55.052,
1977-05,55.418,
1977-06,55.815,
1977-07,56.429,
1977-08,57.181,
1977-09,57.447,
1977-10,57.846,
1977-11,58.296,
1977-12,58.866,
1978-01,60.366,
1978-02,61.434,
1978-03,62.073,
1978-04,62.389,
1978-05,62.881,
1978-06,63.258,
1978-07,63.104,
1978-08,63.650,
1978-09,64.235,
1978-10,64.191,
1978-11,64.618,
1978-12,64.671,
1979-01,65.287,
1979-02,65.611,
1979-03,66.110,
1979-04,66.192,
1979-05,66.425,
1979-06,67.048,
1979-07,67.684,
1979-08,68.126,
1979-09,67.891,
1979-10,68.212,
1979-11,69.312,
1979-12,69.403,
1980-01,70.013,
1980-02,70.265,
1980-03,71.239,
1980-04,72.616,
1980-05,73.249,
1980-06,74.047,
1980-07,75.045,
1980-08,75.351,
1980-09,76.028,
1980-10,76.827,
1980-11,78.103,
1980-12,79.064,
1981-01,79.970,
1981-02,81.275,
1981-03,83.076,
1981-04,83.912,
1981-05,84.616,
1981-06,85.646,
1981-07,86.665,
1981-08,87.952,
1981-09,89.709,
1981-10,90.447,
1981-11,92.087,
1981-12,92.499,
1982-01,94.194,
1982-02,94.970,
1982-03,97.575,
1982-04,98.268,
1982-05,99.108,
1982-06,98.288,
1982-07,98.694,
1982-08,99.489,
1982-09,100.659,
1982-10,102.096,
1982-11,103.319,
1982-12,104.198,
1983-01,105.622,
1983-02,106.341,
1983-03,108.185,
1983-04,104.372,
1983-05,105.319,
1983-06,106.573,
1983-07,106.819,
1983-08,107.234,
1983-09,107.964,
1983-10,108.634,
1983-11,109.802,
1983-12,110.321,
1984-01,110.910,
1984-02,111.448,
1984-03,112.052,
1984-04,111.780,
1984-05,112.730,
1984-06,112.828,
1984-07,113.544,
1984-08,115.111,
1984-09,116.979,
1984-10,117.547,
1984-11,119.080,
1984-12,119.388,
1985-01,119.437,
1985-02,119.488,
1985-03,119.640,
1985-04,119.268,
1985-05,120.339,
1985-06,121.409,
1985-07,122.686,
1985-08,124.588,
1985-09,125.571,
1985-10,124.470,
1985-11,125.416,
1985-12,125.257,
1986-01,125.902,
1986-02,127.516,
1986-03,128.330,
1986-04,128.632,
1986-05,128.749,
1986-06,128.997,
1986-07,129.379,
1986-08,129.843,
1986-09,130.208,
1986-10,129.486,
1986-11,130.331,
1986-12,130.097,
1987-01,130.892,
1987-02,130.681,
1987-03,131.006,
1987-04,129.735,
1987-05,130.612,
1987-06,130.178,
1987-07,129.365,
1987-08,129.569,
1987-09,130.127,
1987-10,129.787,
1987-11,130.949,
1987-12,130.720,
1988-01,131.179,
1988-02,131.261,
1988-03,130.683,
1988-04,130.435,
1988-05,131.296,
1988-06,130.693,
1988-07,129.684,
1988-08,130.039,
1988-09,129.857,
1988-10,130.449,
1988-11,130.898,
1988-12,130.093,
1989-01,129.414,
1989-02,129.265,
1989-03,128.901,
1989-04,128.520,
1989-05,129.062,
1989-06,129.178,
1989-07,130.075,
1989-08,130.026,
1989-09,130.139,
1989-10,131.031,
1989-11,132.350,
1989-12,131.895,
1990-01,133.996,
1990-02,134.851,
1990-03,134.787,
1990-04,134.706,
1990-05,135.685,
1990-06,134.500,
1990-07,135.423,
1990-08,135.417,
1990-09,137.032,
1990-10,138.315,
1990-11,140.596,
1990-12,140.748,
1991-01,144.218,
1991-02,146.809,
1991-03,147.440,
1991-04,148.200,
1991-05,149.156,
1991-06,149.727,
1991-07,150.687,
1991-08,152.089,
1991-09,153.216,
1991-10,153.857,
1991-11,155.223,
1991-12,155.012,
1992-01,158.045,
1992-02,159.417,
1992-03,160.852,
1992-04,161.574,
1992-05,162.300,
1992-06,163.287,
1992-07,163.891,
1992-08,165.354,
1992-09,168.099,
1992-10,170.417,
1992-11,172.591,
1992-12,172.615,
1993-01,175.370,
1993-02,179.526,
1993-03,183.035,
1993-04,184.426,
1993-05,187.439,
1993-06,189.603,
1993-07,194.401,
1993-08,198.714,
1993-09,199.963,
1993-10,204.130,
1993-11,207.603,
1993-12,205.696,
1994-01,209.660,
1994-02,210.698,
1994-03,211.349,
1994-04,212.464,
1994-05,214.087,
1994-06,216.303,
1994-07,218.663,
1994-08,219.528,
1994-09,220.712,
1994-10,221.889,
1994-11,222.819,
1994-12,224.544,
1995-01,224.341,
1995-02,225.881,
1995-03,226.729,
1995-04,229.310,
1995-05,232.854,
1995-06,236.566,
1995-07,240.291,
1995-08,246.445,
1995-09,251.886,
1995-10,256.692,
1995-11,263.315,
1995-12,266.567,
1996-01,275.276,
1996-02,280.594,
1996-03,284.715,
1996-04,289.043,
1996-05,293.281,
1996-06,294.407,
1996-07,297.613,
1996-08,299.864,
1996-09,308.445,
1996-10,314.445,
1996-11,322.157,
1996-12,322.751,
1997-01,332.028,
1997-02,340.408,
1997-03,345.757,
1997-04,349.541,
1997-05,353.752,
1997-06,359.002,
1997-07,367.300,
1997-08,371.078,
1997-09,374.054,
1997-10,377.013,
1997-11,383.388,
1997-12,384.031,
1998-01,395.226,
1998-02,407.541,
1998-03,414.722,
1998-04,425.274,
1998-05,431.308,
1998-06,437.550,
1998-07,445.242,
1998-08,455.863,
1998-09,461.194,
1998-10,465.201,
1998-11,473.655,
1998-12,472.974,
1999-01,460.048,
