"",BBK01.TUB637,BBK01.TUB637_FLAGS
"",Counterpart of special drawing rights allocated by the IMF / Deutsche Bundesbank,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-02 10:43:14,
2002-01,1725,
2002-02,1725,
2002-03,1731,
2002-04,1731,
2002-05,1731,
2002-06,1615,
2002-07,1615,
2002-08,1615,
2002-09,1626,
2002-10,1626,
2002-11,1626,
2002-12,1570,
2003-01,1570,
2003-02,1570,
2003-03,1527,
2003-04,1527,
2003-05,1527,
2003-06,1484,
2003-07,1484,
2003-08,1484,
2003-09,1483,
2003-10,1483,
2003-11,1483,
2003-12,1426,
2004-01,1426,
2004-02,1426,
2004-03,1466,
2004-04,1466,
2004-05,1466,
2004-06,1460,
2004-07,1460,
2004-08,1460,
2004-09,1438,
2004-10,1438,
2004-11,1438,
2004-12,1380,
2005-01,1380,
2005-02,1380,
2005-03,1411,
2005-04,1411,
2005-05,1411,
2005-06,1460,
2005-07,1460,
2005-08,1460,
2005-09,1457,
2005-10,1457,
2005-11,1457,
2005-12,1465,
2006-01,1465,
2006-02,1465,
2006-03,1442,
2006-04,1442,
2006-05,1442,
2006-06,1409,
2006-07,1409,
2006-08,1409,
2006-09,1411,
2006-10,1411,
2006-11,1411,
2006-12,1382,
2007-01,1382,
2007-02,1382,
2007-03,1373,
2007-04,1373,
2007-05,1373,
2007-06,1359,
2007-07,1359,
2007-08,1359,
2007-09,1329,
2007-10,1329,
2007-11,1329,
2007-12,1300,
2008-01,1300,
2008-02,1300,
2008-03,1259,
2008-04,1259,
2008-05,1259,
2008-06,1254,
2008-07,1254,
2008-08,1254,
2008-09,1318,
2008-10,1318,
2008-11,1318,
2008-12,1338,
2009-01,1338,
2009-02,1338,
2009-03,1359,
2009-04,1359,
2009-05,1359,
2009-06,1331,
2009-07,1331,
2009-08,11867,
2009-09,13040,
2009-10,13040,
2009-11,13040,
2009-12,13127,
2010-01,13127,
2010-02,13127,
2010-03,13584,
2010-04,13584,
2010-05,13584,
2010-06,14527,
2010-07,14527,
2010-08,14527,
2010-09,13747,
2010-10,13747,
2010-11,13747,
2010-12,13955,
2011-01,13955,
2011-02,13955,
2011-03,13459,
2011-04,13459,
2011-05,13459,
2011-06,13346,
2011-07,13346,
2011-08,13346,
2011-09,13946,
2011-10,13946,
2011-11,13946,
2011-12,14311,
2012-01,14311,
2012-02,14311,
2012-03,13997,
2012-04,13997,
2012-05,13997,
2012-06,14539,
2012-07,14539,
2012-08,14539,
2012-09,14388,
2012-10,14388,
2012-11,14388,
2012-12,14058,
2013-01,14058,
2013-02,14058,
2013-03,14107,
2013-04,14107,
2013-05,14107,
2013-06,13875,
2013-07,13875,
2013-08,13875,
2013-09,13703,
2013-10,13703,
2013-11,13703,
2013-12,13486,
2014-01,13486,
2014-02,13486,
2014-03,13514,
2014-04,13514,
2014-05,13514,
2014-06,13652,
2014-07,13652,
2014-08,13652,
2014-09,14205,
2014-10,14205,
2014-11,14205,
2014-12,14380,
