"",BBK01.QUK831,BBK01.QUK831_FLAGS
"",Consolidated German banks: Loans and advances to foreign enterprises and households / Finland / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:30:22,
2002-03,3.312,
2002-04,3.357,
2002-05,3.230,
2002-06,2.817,
2002-07,2.758,
2002-08,2.763,
2002-09,2.786,
2002-10,2.714,
2002-11,2.699,
2002-12,2.623,
2003-01,2.554,
2003-02,2.550,
2003-03,2.292,
2003-04,2.452,
2003-05,2.455,
2003-06,2.193,
2003-07,2.245,
2003-08,2.266,
2003-09,2.208,
2003-10,2.122,
2003-11,2.225,
2003-12,2.314,
2004-01,2.247,
2004-02,2.157,
2004-03,2.144,
2004-04,2.090,
2004-05,1.905,
2004-06,2.012,
2004-07,2.070,
2004-08,2.039,
2004-09,2.111,
2004-10,2.051,
2004-11,1.939,
2004-12,1.873,
2005-01,2.132,
2005-02,1.942,
2005-03,2.043,
2005-04,2.058,
2005-05,2.257,
2005-06,2.281,
2005-07,2.288,
2005-08,2.270,
2005-09,2.476,
2005-10,2.327,
2005-11,2.315,
2005-12,2.226,
2006-01,2.557,
2006-02,2.471,
2006-03,2.681,
2006-04,4.168,
2006-05,2.610,
2006-06,2.458,
2006-07,2.580,
2006-08,2.504,
2006-09,2.676,
2006-10,2.846,
2006-11,2.869,
2006-12,2.921,
2007-01,2.960,
2007-02,2.745,
2007-03,2.786,
2007-04,2.866,
2007-05,2.874,
2007-06,2.826,
2007-07,3.072,
2007-08,3.198,
2007-09,2.762,
2007-10,2.849,
2007-11,3.037,
2007-12,2.911,
2008-01,3.090,
2008-02,3.101,
2008-03,3.194,
2008-04,3.472,
2008-05,3.490,
2008-06,3.584,
2008-07,3.613,
2008-08,3.635,
2008-09,3.664,
2008-10,3.753,
2008-11,3.828,
2008-12,3.732,
2009-01,3.789,
2009-02,3.732,
2009-03,3.798,
2009-04,3.742,
2009-05,3.686,
2009-06,3.756,
2009-07,3.556,
2009-08,3.503,
2009-09,3.366,
2009-10,3.390,
2009-11,3.394,
2009-12,3.287,
2010-01,3.283,
2010-02,3.238,
2010-03,3.648,
2010-04,3.493,
2010-05,3.592,
2010-06,3.540,
2010-07,3.585,
2010-08,3.616,
2010-09,3.506,
2010-10,3.390,
2010-11,3.324,
2010-12,3.135,
2011-01,3.147,
2011-02,3.134,
2011-03,3.141,
2011-04,3.208,
2011-05,3.270,
2011-06,3.267,
2011-07,3.396,
2011-08,3.519,
2011-09,3.552,
2011-10,3.455,
2011-11,3.513,
2011-12,3.439,
2012-01,3.588,
2012-02,3.493,
2012-03,3.392,
2012-04,3.390,
2012-05,3.392,
2012-06,3.406,
2012-07,3.385,
2012-08,3.431,
2012-09,3.308,
2012-10,3.381,
2012-11,3.485,
2012-12,3.311,
2013-01,3.228,
2013-02,3.065,
2013-03,3.514,
2013-04,3.232,
2013-05,3.312,
2013-06,3.038,
2013-07,3.166,
2013-08,3.077,
2013-09,3.062,
2013-10,3.074,
2013-11,2.988,
2013-12,2.784,
2014-01,2.840,
2014-02,3.133,
2014-03,3.035,
2014-04,2.890,
2014-05,2.820,
2014-06,2.931,
2014-07,2.999,
2014-08,3.074,
2014-09,3.040,
2014-10,3.202,
