"",BBK01.QUF779,BBK01.QUF779_FLAGS
"","Foreign branches: Claims on non-residents, total / Malta / Euro",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:45:23,
2004-12,0.021,
2005-01,0.031,
2005-02,0.040,
2005-03,0.040,
2005-04,0.047,
2005-05,0.043,
2005-06,0.030,
2005-07,0.019,
2005-08,0.012,
2005-09,0.011,
2005-10,0.011,
2005-11,0.017,
2005-12,0.018,
2006-01,0.041,
2006-02,0.037,
2006-03,0.048,
2006-04,0.094,
2006-05,0.095,
2006-06,0.098,
2006-07,0.101,
2006-08,0.101,
2006-09,0.101,
2006-10,0.074,
2006-11,0.086,
2006-12,0.101,
2007-01,0.085,
2007-02,0.082,
2007-03,0.100,
2007-04,0.058,
2007-05,0.077,
2007-06,0.073,
2007-07,0.066,
2007-08,0.117,
2007-09,0.250,
2007-10,0.224,
2007-11,0.293,
2007-12,0.175,
2008-01,0.174,
2008-02,0.174,
2008-03,0.174,
2008-04,0.171,
2008-05,0.171,
2008-06,0.183,
2008-07,0.347,
2008-08,0.345,
2008-09,0.198,
2008-10,0.188,
2008-11,0.191,
2008-12,0.264,
2009-01,0.262,
2009-02,0.286,
2009-03,0.283,
2009-04,0.286,
2009-05,0.281,
2009-06,0.217,
2009-07,0.224,
2009-08,0.346,
2009-09,0.332,
2009-10,0.272,
2009-11,0.180,
2009-12,0.126,
2010-01,0.105,
2010-02,0.104,
2010-03,0.189,
2010-04,0.184,
2010-05,0.169,
2010-06,0.213,
2010-07,0.197,
2010-08,0.177,
2010-09,0.176,
2010-10,0.174,
2010-11,0.108,
2010-12,0.108,
2011-01,0.112,
2011-02,0.111,
2011-03,0.047,
2011-04,0.052,
2011-05,0.045,
2011-06,0.055,
2011-07,0.045,
2011-08,0.046,
2011-09,.,No value available
2011-10,0.044,
2011-11,0.043,
2011-12,0.043,
2012-01,0.042,
2012-02,0.043,
2012-03,0.048,
2012-04,0.045,
2012-05,0.046,
2012-06,0.049,
2012-07,0.046,
2012-08,0.046,
2012-09,0.052,
2012-10,0.053,
2012-11,0.050,
2012-12,0.051,
2013-01,0.051,
2013-02,0.052,
2013-03,0.056,
2013-04,0.060,
2013-05,0.061,
2013-06,0.065,
2013-07,0.063,
2013-08,0.064,
2013-09,0.065,
2013-10,0.070,
2013-11,0.079,
2013-12,0.078,
2014-01,0.068,
2014-02,0.068,
2014-03,0.078,
2014-04,0.065,
2014-05,0.058,
2014-06,0.104,
2014-07,0.059,
2014-08,0.061,
2014-09,0.062,
2014-10,0.056,
2014-11,.,No value available
