"",BBK01.TS5154,BBK01.TS5154_FLAGS
"",Deposits of non-MFIs / households and non-profit institutions serving households / Short term / Domestic / Outstanding amounts at the end of the month (stocks) / Seasonally adjusted,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:44,
1999-01,857.5,
1999-02,862.8,
1999-03,861.5,
1999-04,866.8,
1999-05,875.1,
1999-06,877.8,
1999-07,878.5,
1999-08,879.9,
1999-09,880.3,
1999-10,881.2,
1999-11,884.6,
1999-12,881.0,
2000-01,880.8,
2000-02,881.6,
2000-03,874.0,
2000-04,869.6,
2000-05,864.6,
2000-06,856.3,
2000-07,855.4,
2000-08,851.5,
2000-09,848.7,
2000-10,848.3,
2000-11,849.5,
2000-12,849.0,
2001-01,851.4,
2001-02,856.2,
2001-03,862.5,
2001-04,870.0,
2001-05,875.0,
2001-06,883.4,
2001-07,890.0,
2001-08,895.1,
2001-09,905.8,
2001-10,910.5,
2001-11,924.7,
2001-12,943.1,
2002-01,941.8,
2002-02,943.9,
2002-03,945.3,
2002-04,946.0,
2002-05,947.7,
2002-06,950.8,
2002-07,953.2,
2002-08,955.8,
2002-09,958.2,
2002-10,963.0,
2002-11,972.8,
2002-12,979.8,
2003-01,986.1,
2003-02,990.7,
2003-03,996.2,
2003-04,1000.4,
2003-05,1004.4,
2003-06,1006.8,
2003-07,1011.3,
2003-08,1018.5,
2003-09,1021.0,
2003-10,1021.8,
2003-11,1023.8,
2003-12,1021.0,
2004-01,1023.4,
2004-02,1025.2,
2004-03,1026.7,
2004-04,1027.5,
2004-05,1031.9,
2004-06,1033.3,
2004-07,1034.5,
2004-08,1036.4,
2004-09,1038.7,
2004-10,1040.9,
2004-11,1043.8,
2004-12,1045.2,
2005-01,1045.6,
2005-02,1047.7,
2005-03,1049.2,
2005-04,1052.6,
2005-05,1057.7,
2005-06,1060.9,
2005-07,1065.5,
2005-08,1069.7,
2005-09,1073.0,
2005-10,1075.8,
2005-11,1076.6,
2005-12,1081.2,
2006-01,1081.8,
2006-02,1082.4,
2006-03,1084.3,
2006-04,1087.3,
2006-05,1090.5,
2006-06,1089.9,
2006-07,1090.7,
2006-08,1088.8,
2006-09,1088.8,
2006-10,1088.8,
2006-11,1086.0,
2006-12,1089.0,
2007-01,1088.7,
2007-02,1090.8,
2007-03,1094.7,
2007-04,1098.6,
2007-05,1103.9,
2007-06,1113.8,
2007-07,1116.2,
2007-08,1126.3,
2007-09,1130.3,
2007-10,1134.1,
2007-11,1137.8,
2007-12,1158.9,
2008-01,1158.7,
2008-02,1160.7,
2008-03,1168.6,
2008-04,1178.8,
2008-05,1183.6,
2008-06,1185.4,
2008-07,1192.2,
2008-08,1198.2,
2008-09,1201.7,
2008-10,1238.1,
2008-11,1245.9,
2008-12,1252.1,
2009-01,1257.5,
2009-02,1266.3,
2009-03,1266.6,
2009-04,1269.7,
2009-05,1270.7,
2009-06,1272.7,
2009-07,1273.5,
2009-08,1273.7,
2009-09,1276.1,
2009-10,1274.3,
2009-11,1273.2,
2009-12,1277.0,
2010-01,1282.4,
2010-02,1285.9,
2010-03,1289.4,
2010-04,1296.2,
2010-05,1300.9,
2010-06,1308.0,
2010-07,1314.2,
2010-08,1317.9,
2010-09,1320.8,
2010-10,1325.9,
2010-11,1330.9,
2010-12,1337.7,
2011-01,1339.6,
2011-02,1340.2,
2011-03,1345.7,
2011-04,1351.9,
2011-05,1355.0,
2011-06,1357.8,
2011-07,1363.8,
2011-08,1370.8,
2011-09,1374.3,
2011-10,1379.0,
2011-11,1389.1,
2011-12,1390.8,
2012-01,1400.4,
2012-02,1407.9,
2012-03,1413.5,
2012-04,1419.9,
2012-05,1425.6,
2012-06,1436.0,
2012-07,1444.6,
2012-08,1453.5,
2012-09,1461.0,
2012-10,1467.4,
2012-11,1471.3,
2012-12,1479.6,
2013-01,1484.1,
2013-02,1489.2,
2013-03,1492.8,
2013-04,1499.1,
2013-05,1508.8,
2013-06,1513.5,
2013-07,1523.3,
2013-08,1529.4,
2013-09,1534.5,
2013-10,1540.7,
2013-11,1547.8,
2013-12,1550.5,
2014-01,1553.9,
2014-02,1557.9,
2014-03,1561.9,
2014-04,1570.5,
2014-05,1577.1,
2014-06,1583.0,
2014-07,1589.6,
2014-08,1596.8,
2014-09,1603.6,
2014-10,1611.1,
2014-11,1615.9,
2014-12,1622.1,Provisional value
2015-01,1625.6,
