"",BBK01.OEAH21G,BBK01.OEAH21G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:13,
2002-01,98.104,
2002-04,98.303,
2002-07,97.700,
2002-10,100.528,
2003-01,101.589,
2003-04,100.515,
2003-07,103.591,
2003-10,105.462,
2004-01,107.312,
2004-04,108.542,
2004-07,108.638,
2004-10,110.179,
2005-01,104.943,
2005-04,105.833,
2005-07,105.683,
2005-10,106.583,
2006-01,107.298,
2006-04,107.317,
2006-07,108.168,
2006-10,109.750,
2007-01,109.982,
2007-04,111.090,
2007-07,111.082,
2007-10,112.836,
2008-01,105.274,
2008-04,108.991,
2008-07,112.471,
2008-10,112.252,
2009-01,117.842,
2009-04,131.801,
2009-07,131.900,
2009-10,132.410,
2010-01,134.370,
2010-04,134.196,
2010-07,133.417,
2010-10,135.862,
2011-01,139.064,
2011-04,138.306,
2011-07,139.475,
2011-10,138.529,
2012-01,137.266,
2012-04,136.786,
2012-07,134.575,
2012-10,131.313,
2013-01,131.945,
2013-04,131.428,
2013-07,129.882,
2013-10,130.117,
2014-01,130.167,
2014-04,129.126,
2014-07,128.717,
