"",BBK01.QUK809,BBK01.QUK809_FLAGS
"",Consolidated German banks: Loans and advances to foreign banks / Remaining European countries / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:33:53,
2002-03,0.814,
2002-04,0.745,
2002-05,0.659,
2002-06,0.533,
2002-07,0.511,
2002-08,0.502,
2002-09,0.486,
2002-10,0.490,
2002-11,0.467,
2002-12,0.487,
2003-01,0.527,
2003-02,0.496,
2003-03,0.477,
2003-04,0.457,
2003-05,0.446,
2003-06,0.463,
2003-07,0.427,
2003-08,0.421,
2003-09,0.450,
2003-10,0.506,
2003-11,0.558,
2003-12,0.574,
2004-01,0.603,
2004-02,0.587,
2004-03,0.670,
2004-04,0.642,
2004-05,0.682,
2004-06,0.665,
2004-07,0.709,
2004-08,0.700,
2004-09,0.681,
2004-10,0.714,
2004-11,0.592,
2004-12,0.648,
2005-01,0.611,
2005-02,0.615,
2005-03,0.625,
2005-04,0.608,
2005-05,0.650,
2005-06,0.711,
2005-07,0.630,
2005-08,0.709,
2005-09,0.749,
2005-10,0.782,
2005-11,0.833,
2005-12,0.473,
2006-01,0.439,
2006-02,0.423,
2006-03,0.465,
2006-04,0.477,
2006-05,0.511,
2006-06,0.512,
2006-07,0.578,
2006-08,0.572,
2006-09,0.629,
2006-10,0.749,
2006-11,0.756,
2006-12,0.904,
2007-01,0.870,
2007-02,0.867,
2007-03,0.873,
2007-04,0.863,
2007-05,0.895,
2007-06,0.875,
2007-07,0.888,
2007-08,0.996,
2007-09,1.002,
2007-10,1.062,
2007-11,1.112,
2007-12,2.305,
2008-01,2.457,
2008-02,2.133,
2008-03,2.101,
2008-04,2.070,
2008-05,2.015,
2008-06,2.178,
2008-07,2.112,
2008-08,2.113,
2008-09,2.241,
2008-10,2.052,
2008-11,2.149,
2008-12,1.894,
2009-01,1.726,
2009-02,1.758,
2009-03,1.684,
2009-04,1.685,
2009-05,1.654,
2009-06,1.607,
2009-07,1.807,
2009-08,1.778,
2009-09,1.686,
2009-10,1.782,
2009-11,1.740,
2009-12,0.967,
2010-01,1.004,
2010-02,0.997,
2010-03,1.031,
2010-04,1.015,
2010-05,1.038,
2010-06,1.003,
2010-07,1.030,
2010-08,1.041,
2010-09,1.019,
2010-10,1.043,
2010-11,1.069,
2010-12,1.128,
2011-01,1.182,
2011-02,1.198,
2011-03,1.215,
2011-04,1.339,
2011-05,1.314,
2011-06,1.303,
2011-07,1.234,
2011-08,1.215,
2011-09,1.275,
2011-10,1.229,
2011-11,1.227,
2011-12,1.281,
2012-01,1.254,
2012-02,1.231,
2012-03,1.215,
2012-04,1.213,
2012-05,1.199,
2012-06,1.193,
2012-07,1.218,
2012-08,1.222,
2012-09,1.201,
2012-10,1.164,
2012-11,1.169,
2012-12,1.154,
2013-01,1.146,
2013-02,1.143,
2013-03,1.145,
2013-04,1.153,
2013-05,1.161,
2013-06,1.150,
2013-07,1.142,
2013-08,1.134,
2013-09,1.121,
2013-10,1.118,
2013-11,1.129,
2013-12,1.121,
2014-01,1.140,
2014-02,1.201,
2014-03,1.221,
2014-04,1.165,
2014-05,1.192,
2014-06,1.159,
2014-07,1.169,
2014-08,1.220,
2014-09,1.221,
2014-10,1.201,
