"",BBFB1.Q.N.DE.W1.S1.S1.T.C.IN1._Z._Z._Z._T._X.N,BBFB1.Q.N.DE.W1.S1.S1.T.C.IN1._Z._Z._Z._T._X.N_FLAGS
"",Current account / Primary income / Receipts / Rest of the World,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:26:59,
1991-01,17245.153,
1991-04,17637.546,
1991-07,17521.609,
1991-10,17718.738,
1992-01,17360.758,
1992-04,17707.941,
1992-07,18160.447,
1992-10,17688.729,
1993-01,18061.146,
1993-04,17923.083,
1993-07,17042.817,
1993-10,17558.133,
1994-01,16271.624,
1994-04,15935.235,
1994-07,15960.985,
1994-10,17972.367,
1995-01,16418.567,
1995-04,16454.686,
1995-07,16033.029,
1995-10,18852.833,
1996-01,16895.770,
1996-04,16643.646,
1996-07,17058.868,
1996-10,21028.788,
1997-01,18499.456,
1997-04,19067.421,
1997-07,18569.015,
1997-10,23668.051,
1998-01,18867.936,
1998-04,19968.842,
1998-07,19526.393,
1998-10,23554.509,
1999-01,19439.241,
1999-04,23239.049,
1999-07,21212.474,
1999-10,27712.063,
2000-01,26584.654,
2000-04,28800.893,
2000-07,27793.284,
2000-10,37393.352,
2001-01,26820.863,
2001-04,26846.896,
2001-07,24271.290,
2001-10,27710.405,
2002-01,26204.037,
2002-04,26610.555,
2002-07,25999.441,
2002-10,28771.992,
2003-01,26458.371,
2003-04,27135.598,
2003-07,26853.010,
2003-10,31380.450,
2004-01,32925.560,
2004-04,34511.758,
2004-07,34703.904,
2004-10,40492.045,
2005-01,38490.951,
2005-04,40818.060,
2005-07,41058.971,
2005-10,47400.051,
2006-01,46839.400,
2006-04,51346.293,
2006-07,51239.888,
2006-10,59800.070,
2007-01,61690.666,
2007-04,63836.728,
2007-07,58947.404,
2007-10,63310.982,
2008-01,52883.749,
2008-04,50730.850,
2008-07,45413.305,
2008-10,49319.893,
2009-01,45361.489,
2009-04,45552.528,
2009-07,43888.185,
2009-10,50464.214,
2010-01,46436.709,
2010-04,49767.878,
2010-07,48337.079,
2010-10,57527.386,
2011-01,51566.855,
2011-04,54832.528,
2011-07,53088.590,
2011-10,59298.742,
2012-01,52317.538,
2012-04,53395.289,
2012-07,51663.979,
2012-10,58561.882,
2013-01,50846.510,
2013-04,51797.891,
2013-07,49063.920,
2013-10,56585.044,
2014-01,48303.779,Provisional value
2014-04,51527.289,Provisional value
2014-07,48607.582,Provisional value
