"",BBK01.OUU246,BBK01.OUU246_FLAGS
"",Deposits and borrowing from other domestic households / Time deposits / for more than 2 years / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:35:07,
1999-01,0.105,
1999-02,0.109,
1999-03,0.109,
1999-04,0.109,
1999-05,0.111,
1999-06,0.112,
1999-07,0.112,
1999-08,0.111,
1999-09,0.109,
1999-10,0.110,
1999-11,0.111,
1999-12,0.133,
2000-01,0.130,
2000-02,0.130,
2000-03,0.128,
2000-04,0.128,
2000-05,0.127,
2000-06,0.127,
2000-07,0.124,
2000-08,0.124,
2000-09,0.124,
2000-10,0.121,
2000-11,0.120,
2000-12,0.125,
2001-01,0.121,
2001-02,0.121,
2001-03,0.120,
2001-04,0.121,
2001-05,0.122,
2001-06,0.122,
2001-07,0.131,
2001-08,0.132,
2001-09,0.135,
2001-10,0.126,
2001-11,0.128,
2001-12,0.129,
2002-01,0.130,
2002-02,0.130,
2002-03,0.130,
2002-04,0.133,
2002-05,0.134,
2002-06,0.138,
2002-07,0.139,
2002-08,0.140,
2002-09,0.143,
2002-10,0.146,
2002-11,0.152,
2002-12,0.164,
2003-01,0.165,
2003-02,0.166,
2003-03,0.164,
2003-04,0.164,
2003-05,0.166,
2003-06,0.167,
2003-07,0.170,
2003-08,0.170,
2003-09,0.172,
2003-10,0.178,
2003-11,0.184,
2003-12,0.195,
2004-01,0.203,
2004-02,0.211,
2004-03,0.221,
2004-04,0.228,
2004-05,0.231,
2004-06,0.235,
2004-07,0.243,
2004-08,0.249,
2004-09,0.256,
2004-10,0.267,
2004-11,0.288,
2004-12,0.321,
2005-01,0.326,
2005-02,0.330,
2005-03,0.335,
2005-04,0.339,
2005-05,0.342,
2005-06,0.342,
2005-07,0.342,
2005-08,0.344,
2005-09,0.340,
2005-10,0.339,
2005-11,0.334,
2005-12,0.326,
2006-01,0.321,
2006-02,0.321,
2006-03,0.321,
2006-04,0.322,
2006-05,0.325,
2006-06,0.326,
2006-07,0.326,
2006-08,0.326,
2006-09,0.326,
2006-10,0.325,
2006-11,0.320,
2006-12,0.346,
2007-01,0.340,
2007-02,0.338,
2007-03,0.333,
2007-04,0.329,
2007-05,0.326,
2007-06,0.325,
2007-07,0.318,
2007-08,0.315,
2007-09,0.311,
2007-10,0.308,
2007-11,0.304,
2007-12,0.296,
2008-01,0.289,
2008-02,0.293,
2008-03,0.296,
2008-04,0.299,
2008-05,0.299,
2008-06,0.297,
2008-07,0.294,
2008-08,0.293,
2008-09,0.291,
2008-10,0.291,
2008-11,0.289,
2008-12,0.286,
2009-01,0.287,
2009-02,0.288,
2009-03,0.286,
2009-04,0.282,
2009-05,0.274,
2009-06,0.271,
2009-07,0.273,
2009-08,0.277,
2009-09,0.282,
2009-10,0.293,
2009-11,0.311,
2009-12,0.337,
2010-01,0.375,
2010-02,0.411,
2010-03,0.447,
2010-04,0.467,
2010-05,0.479,
2010-06,0.480,
2010-07,0.538,
2010-08,0.479,
2010-09,0.479,
2010-10,0.478,
2010-11,0.474,
2010-12,0.474,
2011-01,0.473,
2011-02,0.470,
2011-03,0.467,
2011-04,0.463,
2011-05,0.460,
2011-06,0.458,
2011-07,0.456,
2011-08,0.456,
2011-09,0.455,
2011-10,0.454,
2011-11,0.448,
2011-12,0.457,
2012-01,0.449,
2012-02,0.448,
2012-03,0.447,
2012-04,0.446,
2012-05,0.447,
2012-06,0.446,
2012-07,0.444,
2012-08,0.442,
2012-09,0.441,
2012-10,0.437,
2012-11,0.434,
2012-12,0.432,
2013-01,0.425,
2013-02,0.420,
2013-03,0.417,
2013-04,0.413,
2013-05,0.409,
2013-06,0.406,
2013-07,0.402,
2013-08,0.399,
2013-09,0.395,
2013-10,0.390,
2013-11,0.383,
2013-12,0.374,
2014-01,0.362,
2014-02,0.348,
2014-03,0.336,
2014-04,0.326,
2014-05,0.320,
2014-06,0.315,
2014-07,0.312,
2014-08,0.309,
2014-09,0.305,
2014-10,0.299,
2014-11,0.295,
2014-12,27.597,Provisional value
