"",BBK01.BQ1352,BBK01.BQ1352_FLAGS
"",Memo item: borrowers' note loans taken up by state government,
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 16:35:51,
2000-01,264958.0,
2000-04,266855.8,
2000-07,264690.7,
2000-10,268361.9,
2001-01,268760.3,
2001-04,268552.5,
2001-07,267601.7,
2001-10,267987.9,
2002-01,264740.6,
2002-04,262573.5,
2002-07,260611.0,
2002-10,262840.1,
2003-01,264827.1,
2003-04,263083.2,
2003-07,260263.9,
2003-10,260046.0,
2004-01,258808.3,
2004-04,259854.0,
2004-07,261515.2,
2004-10,262069.5,
2005-01,264477.9,
2005-04,264757.4,
2005-07,265990.1,
2005-10,266256.6,
2006-01,263214.0,
2006-04,261217.4,
2006-07,260676.8,
2006-10,262815.9,
2007-01,257419.2,
2007-04,253981.6,
2007-07,252106.1,
2007-10,252812.2,
2008-01,246559.5,
2008-04,248094.2,
2008-07,244056.3,
2008-10,245042.8,
2009-01,244181.3,
2009-04,251107.5,
2009-07,254493.0,
2009-10,253370.5,
2010-01,251058.6,
2010-04,252405.3,
2010-07,252267.8,
2010-10,256236.0,
2011-01,255260.4,
2011-04,253288.7,
2011-07,252121.5,
2011-10,248456.9,
2012-01,246833.4,
2012-04,243696.5,
2012-07,240086.3,
2012-10,236817.5,
2013-01,231325.3,
2013-04,230575.1,
2013-07,230380.4,
2013-10,230010.8,
2014-01,227829.2,
2014-04,223826.2,
