"",BBK01.OUM371,BBK01.OUM371_FLAGS
"",Loans to foreign enterprises and households for over five years / Mortgage banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:00:28,
1999-01,15.824,
1999-02,16.265,
1999-03,17.065,
1999-04,17.558,
1999-05,18.292,
1999-06,18.959,
1999-07,19.360,
1999-08,19.816,
1999-09,20.291,
1999-10,20.897,
1999-11,21.823,
1999-12,22.474,
2000-01,23.171,
2000-02,23.317,
2000-03,24.139,
2000-04,25.188,
2000-05,24.544,
2000-06,24.822,
2000-07,26.330,
2000-08,27.045,
2000-09,27.876,
2000-10,28.304,
2000-11,27.966,
2000-12,28.165,
2001-01,28.252,
2001-02,28.836,
2001-03,29.594,
2001-04,29.314,
2001-05,30.037,
2001-06,30.800,
2001-07,30.464,
2001-08,30.367,
2001-09,30.827,
2001-10,31.450,
2001-11,31.812,
2001-12,32.784,
2002-01,32.766,
2002-02,32.952,
2002-03,34.915,
2002-04,34.526,
2002-05,34.435,
2002-06,33.716,
2002-07,33.855,
2002-08,33.039,
2002-09,32.064,
2002-10,31.880,
2002-11,32.112,
2002-12,31.486,
2003-01,30.770,
2003-02,30.405,
2003-03,30.394,
2003-04,30.486,
2003-05,29.261,
2003-06,27.867,
2003-07,27.437,
2003-08,27.832,
2003-09,27.704,
2003-10,28.300,
2003-11,28.035,
2003-12,27.973,
2004-01,28.224,
2004-02,28.767,
2004-03,29.124,
2004-04,29.843,
2004-05,29.866,
2004-06,29.403,
2004-07,28.982,
2004-08,28.795,
2004-09,28.287,
2004-10,28.470,
2004-11,28.266,
2004-12,27.869,
2005-01,28.547,
2005-02,28.450,
2005-03,28.774,
2005-04,28.641,
2005-05,28.762,
2005-06,29.011,
2005-07,29.202,
2005-08,29.640,
2005-09,30.280,
2005-10,30.176,
2005-11,30.494,
2005-12,30.608,
2006-01,32.494,
2006-02,32.586,
2006-03,31.406,
2006-04,31.092,
2006-05,30.755,
2006-06,31.825,
2006-07,30.441,
2006-08,31.052,
2006-09,32.141,
2006-10,32.450,
2006-11,32.459,
2006-12,32.936,
2007-01,33.376,
2007-02,33.666,
2007-03,33.884,
2007-04,33.773,
2007-05,34.976,
2007-06,35.208,
2007-07,35.216,
2007-08,35.894,
2007-09,35.897,
2007-10,35.595,
2007-11,35.536,
2007-12,35.962,
2008-01,36.816,
2008-02,36.319,
2008-03,36.557,
2008-04,36.835,
2008-05,37.430,
2008-06,37.615,
2008-07,38.162,
2008-08,39.050,
2008-09,39.780,
2008-10,41.752,
2008-11,42.250,
2008-12,40.747,
2009-01,42.415,
2009-02,42.760,
2009-03,42.160,
2009-04,43.589,
2009-05,43.038,
2009-06,43.104,
2009-07,43.406,
2009-08,43.224,
2009-09,43.144,
2009-10,43.354,
2009-11,43.373,
2009-12,43.976,
2010-01,44.443,
2010-02,45.081,
2010-03,44.982,
2010-04,45.273,
2010-05,46.504,
2010-06,47.311,
2010-07,46.274,
2010-08,46.471,
2010-09,45.071,
2010-10,42.017,
2010-11,43.794,
2010-12,43.751,
2011-01,42.314,
2011-02,41.982,
2011-03,41.049,
2011-04,41.141,
2011-05,41.686,
2011-06,41.956,
2011-07,42.023,
2011-08,41.664,
2011-09,41.958,
2011-10,41.476,
2011-11,41.557,
2011-12,42.193,
2012-01,42.189,
2012-02,41.528,
2012-03,41.121,
2012-04,41.349,
2012-05,35.662,
2012-06,35.636,
2012-07,35.671,
2012-08,36.192,
2012-09,36.133,
2012-10,36.397,
2012-11,36.305,
2012-12,34.880,
2013-01,34.050,
2013-02,33.960,
2013-03,34.050,
2013-04,33.372,
2013-05,32.840,
2013-06,33.285,
2013-07,32.689,
2013-08,29.574,
2013-09,29.365,
2013-10,28.844,
2013-11,28.718,
2013-12,28.107,
2014-01,28.027,
2014-02,27.615,
2014-03,27.560,
2014-04,27.529,
2014-05,27.105,
2014-06,26.036,
2014-07,25.572,
2014-08,25.609,
2014-09,25.448,
2014-10,25.359,
2014-11,25.179,
2014-12,25.437,Provisional value
