"",BBK01.QUF780,BBK01.QUF780_FLAGS
"","Foreign branches: Claims on non-residents, total / Malta / US Dollars",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:45:24,
2004-12,0.226,
2005-01,0.172,
2005-02,0.232,
2005-03,0.237,
2005-04,0.238,
2005-05,0.239,
2005-06,0.423,
2005-07,0.406,
2005-08,0.417,
2005-09,0.436,
2005-10,0.437,
2005-11,0.458,
2005-12,0.321,
2006-01,0.299,
2006-02,0.312,
2006-03,0.306,
2006-04,0.297,
2006-05,0.338,
2006-06,0.264,
2006-07,0.252,
2006-08,0.258,
2006-09,0.269,
2006-10,0.264,
2006-11,0.258,
2006-12,0.342,
2007-01,0.334,
2007-02,0.309,
2007-03,0.303,
2007-04,0.298,
2007-05,0.300,
2007-06,0.304,
2007-07,0.269,
2007-08,0.328,
2007-09,0.287,
2007-10,0.272,
2007-11,0.269,
2007-12,0.267,
2008-01,0.195,
2008-02,0.191,
2008-03,0.182,
2008-04,0.092,
2008-05,0.082,
2008-06,0.118,
2008-07,0.139,
2008-08,0.155,
2008-09,0.156,
2008-10,0.322,
2008-11,0.316,
2008-12,0.274,
2009-01,0.294,
2009-02,0.288,
2009-03,0.272,
2009-04,0.337,
2009-05,0.319,
2009-06,0.310,
2009-07,0.306,
2009-08,0.297,
2009-09,0.285,
2009-10,0.280,
2009-11,0.279,
2009-12,0.285,
2010-01,0.292,
2010-02,0.300,
2010-03,0.261,
2010-04,0.263,
2010-05,0.280,
2010-06,0.333,
2010-07,0.317,
2010-08,0.325,
2010-09,0.300,
2010-10,0.273,
2010-11,0.301,
2010-12,0.290,
2011-01,0.279,
2011-02,0.277,
2011-03,0.260,
2011-04,0.296,
2011-05,0.306,
2011-06,0.320,
2011-07,0.323,
2011-08,0.319,
2011-09,0.357,
2011-10,0.351,
2011-11,0.722,
2011-12,0.560,
2012-01,0.758,
2012-02,0.741,
2012-03,0.744,
2012-04,0.740,
2012-05,0.789,
2012-06,0.842,
2012-07,0.865,
2012-08,0.840,
2012-09,0.840,
2012-10,0.715,
2012-11,0.812,
2012-12,0.817,
2013-01,0.786,
2013-02,0.814,
2013-03,0.829,
2013-04,0.824,
2013-05,0.857,
2013-06,0.850,
2013-07,0.825,
2013-08,0.807,
2013-09,0.755,
2013-10,0.749,
2013-11,0.753,
2013-12,0.746,
2014-01,0.764,
2014-02,0.739,
2014-03,0.764,
2014-04,0.756,
2014-05,0.311,
2014-06,0.319,
2014-07,0.298,
2014-08,0.277,
2014-09,0.285,
2014-10,0.297,
2014-11,0.298,
