"",BBDE1.M.DE.Y.BAA1.N2C150000.G.C.I10.A,BBDE1.M.DE.Y.BAA1.N2C150000.G.C.I10.A_FLAGS
"",Output in the production sector / Germany / 15 Manufacture of leather and related products / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-06 08:29:49,
1991-01,260.5,
1991-02,258.7,
1991-03,252.0,
1991-04,253.5,
1991-05,239.8,
1991-06,248.1,
1991-07,243.2,
1991-08,254.8,
1991-09,246.0,
1991-10,254.7,
1991-11,247.5,
1991-12,253.0,
1992-01,242.1,
1992-02,246.8,
1992-03,242.1,
1992-04,225.7,
1992-05,227.2,
1992-06,218.2,
1992-07,216.1,
1992-08,229.4,
1992-09,220.6,
1992-10,218.9,
1992-11,209.1,
1992-12,200.8,
1993-01,206.7,
1993-02,197.4,
1993-03,201.0,
1993-04,193.1,
1993-05,199.5,
1993-06,196.2,
1993-07,184.1,
1993-08,204.9,
1993-09,198.6,
1993-10,186.8,
1993-11,183.7,
1993-12,184.3,
1994-01,170.4,
1994-02,166.2,
1994-03,164.5,
1994-04,169.2,
1994-05,166.1,
1994-06,168.0,
1994-07,152.3,
1994-08,164.6,
1994-09,165.9,
1994-10,155.8,
1994-11,159.7,
1994-12,156.3,
1995-01,163.6,
1995-02,164.2,
1995-03,162.2,
1995-04,161.5,
1995-05,158.6,
1995-06,156.8,
1995-07,152.7,
1995-08,152.5,
1995-09,155.5,
1995-10,157.7,
1995-11,156.8,
1995-12,151.5,
1996-01,143.3,
1996-02,150.4,
1996-03,144.3,
1996-04,149.0,
1996-05,145.6,
1996-06,144.1,
1996-07,146.7,
1996-08,139.7,
1996-09,140.7,
1996-10,143.4,
1996-11,145.2,
1996-12,143.2,
1997-01,139.0,
1997-02,144.1,
1997-03,143.5,
1997-04,143.1,
1997-05,123.9,
1997-06,145.5,
1997-07,151.6,
1997-08,135.2,
1997-09,138.7,
1997-10,141.8,
1997-11,137.8,
1997-12,141.3,
1998-01,137.3,
1998-02,135.7,
1998-03,138.8,
1998-04,137.7,
1998-05,136.7,
1998-06,135.4,
1998-07,137.2,
1998-08,133.4,
1998-09,136.2,
1998-10,132.0,
1998-11,135.3,
1998-12,138.3,
1999-01,138.0,
1999-02,131.7,
1999-03,139.4,
1999-04,134.7,
1999-05,132.3,
1999-06,136.6,
1999-07,137.4,
1999-08,134.1,
1999-09,135.6,
1999-10,131.8,
1999-11,135.7,
1999-12,136.8,
2000-01,132.0,
2000-02,132.9,
2000-03,128.5,
2000-04,125.4,
