"",BBK01.CEL710,BBK01.CEL710_FLAGS
"",Other accounts payable                                        debtor: Non-financial corporations  creditor: Total,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:46:58,
1999-01,6.1,
1999-04,3.2,
1999-07,3.4,
1999-10,9.3,
2000-01,6.0,
2000-04,4.3,
2000-07,5.5,
2000-10,6.7,
2001-01,-2.3,
2001-04,-1.2,
2001-07,-4.4,
2001-10,1.9,
2002-01,-6.9,
2002-04,0.5,
2002-07,0.7,
2002-10,2.2,
2003-01,0.9,
2003-04,0.3,
2003-07,1.7,
2003-10,2.3,
2004-01,-1.4,
2004-04,-5.2,
2004-07,-3.3,
2004-10,-2.5,
2005-01,5.2,
2005-04,7.1,
2005-07,6.9,
2005-10,8.4,
2006-01,2.8,
2006-04,1.0,
2006-07,2.8,
2006-10,6.4,
2007-01,15.0,
2007-04,13.7,
2007-07,19.9,
2007-10,11.7,
2008-01,6.6,
2008-04,7.5,
2008-07,5.1,
2008-10,-2.4,
2009-01,-15.8,
2009-04,0.2,
2009-07,-13.1,
2009-10,-0.7,
2010-01,1.7,
2010-04,31.2,
2010-07,13.6,
2010-10,20.7,
2011-01,17.3,
2011-04,-0.3,
2011-07,14.2,
2011-10,15.5,
2012-01,-8.4,
2012-04,6.4,
2012-07,14.5,
2012-10,15.7,
2013-01,-1.2,
2013-04,-16.9,
2013-07,16.9,
2013-10,-11.3,
2014-01,-2.5,
2014-04,-0.9,
2014-07,18.2,
