"",BBK01.QUK881,BBK01.QUK881_FLAGS
"",Consolidated German banks: Loans and advances to foreign enterprises and households / Zimbabwe / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:35:02,
2002-03,0.076,
2002-04,0.116,
2002-05,0.117,
2002-06,0.116,
2002-07,0.116,
2002-08,0.115,
2002-09,0.116,
2002-10,0.116,
2002-11,0.111,
2002-12,0.112,
2003-01,0.111,
2003-02,0.109,
2003-03,0.113,
2003-04,0.113,
2003-05,0.114,
2003-06,0.115,
2003-07,0.116,
2003-08,0.116,
2003-09,0.113,
2003-10,0.114,
2003-11,0.115,
2003-12,0.115,
2004-01,0.115,
2004-02,0.115,
2004-03,0.115,
2004-04,0.115,
2004-05,0.116,
2004-06,0.117,
2004-07,0.120,
2004-08,0.120,
2004-09,0.121,
2004-10,0.120,
2004-11,0.122,
2004-12,0.124,
2005-01,0.124,
2005-02,0.125,
2005-03,0.126,
2005-04,0.126,
2005-05,0.128,
2005-06,0.127,
2005-07,0.127,
2005-08,0.127,
2005-09,0.127,
2005-10,0.127,
2005-11,0.129,
2005-12,0.124,
2006-01,0.123,
2006-02,0.123,
2006-03,0.122,
2006-04,0.122,
2006-05,0.124,
2006-06,0.127,
2006-07,0.127,
2006-08,0.128,
2006-09,0.120,
2006-10,0.120,
2006-11,0.121,
2006-12,0.121,
2007-01,0.122,
2007-02,0.121,
2007-03,0.123,
2007-04,0.123,
2007-05,0.124,
2007-06,0.124,
2007-07,0.123,
2007-08,0.123,
2007-09,0.123,
2007-10,0.123,
2007-11,0.125,
2007-12,0.125,
2008-01,0.123,
2008-02,0.122,
2008-03,0.123,
2008-04,0.123,
2008-05,0.125,
2008-06,0.124,
2008-07,0.123,
2008-08,0.123,
2008-09,0.124,
2008-10,0.125,
2008-11,0.127,
2008-12,0.126,
2009-01,0.127,
2009-02,0.127,
2009-03,0.126,
2009-04,0.126,
2009-05,0.066,
2009-06,0.058,
2009-07,0.057,
2009-08,0.022,
2009-09,0.021,
2009-10,0.021,
2009-11,0.022,
2009-12,0.023,
2010-01,0.023,
2010-02,0.024,
2010-03,0.023,
2010-04,0.023,
2010-05,0.025,
2010-06,0.025,
2010-07,0.023,
2010-08,0.023,
2010-09,0.023,
2010-10,0.023,
2010-11,0.025,
2010-12,0.025,
2011-01,0.025,
2011-02,0.025,
2011-03,0.026,
2011-04,0.025,
2011-05,0.027,
2011-06,0.027,
2011-07,0.020,
2011-08,0.020,
2011-09,0.021,
2011-10,0.020,
2011-11,0.022,
2011-12,0.022,
2012-01,0.022,
2012-02,0.022,
2012-03,0.022,
2012-04,0.022,
2012-05,0.024,
2012-06,0.024,
2012-07,0.023,
2012-08,0.023,
2012-09,0.023,
2012-10,0.023,
2012-11,0.025,
2012-12,0.025,
2013-01,0.025,
2013-02,0.025,
2013-03,0.025,
2013-04,0.025,
2013-05,0.026,
2013-06,0.027,
2013-07,0.027,
2013-08,0.027,
2013-09,0.028,
2013-10,0.027,
2013-11,0.028,
2013-12,0.028,
2014-01,0.028,
2014-02,0.028,
2014-03,0.038,
2014-04,0.038,
2014-05,0.041,
2014-06,0.041,
2014-07,0.041,
2014-08,0.042,
2014-09,0.042,
2014-10,0.055,
