"",BBK01.EU8136,BBK01.EU8136_FLAGS
"",External position of the Bundesbank since the beginning of EMU / Foreign exchange reserves / total,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:53:29,
1998-12,56166.683,comment
1999-01,45562.249,
1999-02,45877.934,
1999-03,49413.864,
1999-04,47965.777,
1999-05,48393.779,
1999-06,50269.031,
1999-07,50228.998,
1999-08,50889.757,
1999-09,49560.384,
1999-10,49511.852,
1999-11,49907.536,
1999-12,52420.340,
2000-01,52591.642,
2000-02,52993.701,
2000-03,55946.422,
2000-04,55585.109,
2000-05,55402.455,
2000-06,54692.907,
2000-07,53719.917,
2000-08,53321.025,
2000-09,58061.057,
2000-10,57654.356,
2000-11,57251.957,
2000-12,53377.278,
2001-01,52218.071,
2001-02,51713.373,
2001-03,52725.723,
2001-04,51051.207,
2001-05,52857.605,
2001-06,52164.503,
2001-07,51190.998,
2001-08,48710.528,
2001-09,50150.543,
2001-10,52378.001,
2001-11,52341.298,
2001-12,49488.771,
2002-01,52316.036,
2002-02,52260.498,
2002-03,50785.699,
2002-04,48502.229,
2002-05,45253.269,
2002-06,42366.499,
2002-07,44225.224,
2002-08,43471.329,
2002-09,43961.094,
2002-10,43316.812,
2002-11,43550.694,
2002-12,40522.231,
2003-01,39278.021,
2003-02,39956.014,
2003-03,40082.712,
2003-04,37887.581,
2003-05,36780.820,
2003-06,36698.204,
2003-07,36170.088,
2003-08,38068.456,
2003-09,36223.211,
2003-10,36266.793,
2003-11,34544.728,
2003-12,32538.474,
2004-01,33431.501,
2004-02,33423.124,
2004-03,33840.821,
2004-04,34414.351,
2004-05,33083.067,
2004-06,33813.179,
2004-07,32959.918,
2004-08,32580.994,
2004-09,32053.872,
2004-10,30509.858,
2004-11,29293.749,
2004-12,29292.191,
2005-01,31034.094,
2005-02,29907.912,
2005-03,31270.986,
2005-04,31122.960,
2005-05,32808.788,
2005-06,33053.882,
2005-07,33270.107,
2005-08,32230.549,
2005-09,34505.864,
2005-10,34202.145,
2005-11,33890.492,
2005-12,33707.885,
2006-01,32766.459,
2006-02,32554.003,
2006-03,32229.143,
2006-04,29642.943,
2006-05,30184.480,
2006-06,30283.672,
2006-07,30783.566,
2006-08,29982.200,
2006-09,30111.462,
2006-10,30163.680,
2006-11,29040.448,
2006-12,28640.285,
2007-01,29534.139,
2007-02,28839.249,
2007-03,28675.163,
2007-04,29315.957,
2007-05,30017.697,
2007-06,29370.320,
2007-07,29084.707,
2007-08,29320.534,
2007-09,28894.052,
2007-10,28144.063,
2007-11,27651.035,
2007-12,27693.590,
2008-01,28375.823,
2008-02,28305.577,
2008-03,27641.941,
2008-04,28935.083,
2008-05,27557.718,
2008-06,27795.576,
2008-07,27146.452,
2008-08,28212.977,
2008-09,28504.112,
2008-10,31986.925,
2008-11,31005.147,
2008-12,27705.431,
2009-01,27868.630,
2009-02,28159.296,
2009-03,28620.167,
2009-04,28618.681,
2009-05,27130.027,
2009-06,27243.466,
2009-07,27651.296,
2009-08,27124.189,
2009-09,25603.750,
2009-10,25762.745,
2009-11,24956.982,
2009-12,25633.682,
2010-01,26699.458,
2010-02,27545.890,
2010-03,27491.278,
2010-04,28053.849,
2010-05,30486.302,
2010-06,30862.604,
2010-07,29055.942,
2010-08,30029.916,
2010-09,27511.076,
2010-10,27002.467,
2010-11,28739.572,
2010-12,27956.661,
2011-01,27267.883,
2011-02,27005.350,
2011-03,26328.827,
2011-04,25871.187,
2011-05,26820.810,
2011-06,26559.887,
2011-07,26998.373,
2011-08,26738.623,
2011-09,28655.269,
2011-10,27525.130,
2011-11,28465.149,
2011-12,29433.229,
2012-01,28906.787,
2012-02,28346.439,
2012-03,28673.510,
2012-04,29550.950,
2012-05,31657.676,
2012-06,30833.668,
2012-07,31433.690,
2012-08,30748.973,
2012-09,29668.787,
2012-10,29584.557,
2012-11,29605.637,
2012-12,28773.940,
2013-01,28248.953,
2013-02,29079.180,
2013-03,29590.188,
2013-04,29040.256,
2013-05,28893.217,
2013-06,28618.450,
2013-07,27622.571,
2013-08,28329.778,
2013-09,27337.076,
2013-10,27086.451,
2013-11,27472.585,
2013-12,28079.623,
2014-01,28387.863,
2014-02,27164.507,
2014-03,27850.169,
2014-04,27534.285,
2014-05,27549.966,
2014-06,27622.445,
2014-07,28406.176,
2014-08,29199.119,
2014-09,29873.162,
2014-10,30450.446,
2014-11,30614.904,
2014-12,30645.644,
2015-01,33751.241,
"",Comment on 1998-12: The Bundesbank's opening balance sheet in euro as at,
