"",BBK01.WZ3445,BBK01.WZ3445_FLAGS
"",Term structure of interest rates on listed Federal securities (method by Svensson) / residual maturity of 18.0 years / end of month,
unit,PROZENT (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:10:21,
1986-06,6.30,
1986-07,6.30,
1986-08,6.11,
1986-09,6.56,
1986-10,6.84,
1986-11,6.40,
1986-12,6.44,
1987-01,6.49,
1987-02,6.72,
1987-03,6.29,
1987-04,6.35,
1987-05,6.45,
1987-06,6.97,
1987-07,7.22,
1987-08,7.32,
1987-09,7.68,
1987-10,7.17,
1987-11,7.29,
1987-12,7.43,
1988-01,7.71,
1988-02,7.32,
1988-03,7.40,
1988-04,7.55,
1988-05,7.78,
1988-06,7.68,
1988-07,7.66,
1988-08,7.57,
1988-09,7.36,
1988-10,7.14,
1988-11,7.24,
1988-12,7.13,
1989-01,7.09,
1989-02,7.18,
1989-03,7.20,
1989-04,7.05,
1989-05,7.11,
1989-06,6.90,
1989-07,6.80,
1989-08,6.94,
1989-09,7.05,
1989-10,7.11,
1989-11,7.14,
1989-12,7.17,
1990-01,7.49,
1990-02,8.12,
1990-03,8.13,
1990-04,8.70,
1990-05,8.52,
1990-06,8.42,
1990-07,8.31,
1990-08,8.65,
1990-09,8.75,
1990-10,8.64,
1990-11,8.39,
1990-12,9.09,
1991-01,8.11,
1991-02,7.95,
1991-03,8.00,
1991-04,7.90,
1991-05,7.88,
1991-06,8.08,
1991-07,8.25,
1991-08,7.97,
1991-09,7.93,
1991-10,7.78,
1991-11,7.61,
1991-12,7.49,
1992-01,7.36,
1992-02,7.45,
1992-03,7.41,
1992-04,7.65,
1992-05,7.64,
1992-06,7.73,
1992-07,7.69,
1992-08,7.43,
1992-09,7.08,
1992-10,7.23,
1992-11,7.15,
1992-12,7.14,
1993-01,7.07,
1993-02,6.96,
1993-03,7.07,
1993-04,7.05,
1993-05,7.12,
1993-06,6.96,
1993-07,6.82,
1993-08,6.47,
1993-09,6.57,
1993-10,6.39,
1993-11,6.44,
1993-12,6.32,
1994-01,6.37,
1994-02,6.90,
1994-03,7.10,
1994-04,7.36,
1994-05,7.70,
1994-06,7.55,
1994-07,7.55,
1994-08,7.84,
