"",BBK01.QUW065,BBK01.QUW065_FLAGS
"",Banks in Germany: Long-term liabilities to foreign banks / Other European countries / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:14:22,
2001-12,1.639,
2002-01,1.729,
2002-02,1.707,
2002-03,1.821,
2002-04,1.928,
2002-05,1.829,
2002-06,1.641,
2002-07,1.679,
2002-08,1.667,
2002-09,1.663,
2002-10,1.669,
2002-11,1.696,
2002-12,1.688,
2003-01,10.672,
2003-02,12.222,
2003-03,11.941,
2003-04,11.798,
2003-05,11.653,
2003-06,11.759,
2003-07,12.517,
2003-08,12.643,
2003-09,12.889,
2003-10,13.013,
2003-11,13.103,
2003-12,13.153,
2004-01,13.394,
2004-02,13.348,
2004-03,13.023,
2004-04,12.848,
2004-05,12.564,
2004-06,12.563,
2004-07,12.521,
2004-08,12.673,
2004-09,12.555,
2004-10,12.401,
2004-11,12.208,
2004-12,12.100,
2005-01,12.202,
2005-02,12.233,
2005-03,12.159,
2005-04,12.123,
2005-05,12.209,
2005-06,12.283,
2005-07,12.130,
2005-08,12.185,
2005-09,12.331,
2005-10,12.310,
2005-11,11.090,
2005-12,11.007,
2006-01,10.828,
2006-02,10.917,
2006-03,10.437,
2006-04,10.431,
2006-05,10.450,
2006-06,10.427,
2006-07,10.344,
2006-08,10.171,
2006-09,9.914,
2006-10,9.767,
2006-11,9.698,
2006-12,9.691,
2007-01,9.782,
2007-02,9.750,
2007-03,9.683,
2007-04,9.603,
2007-05,8.823,
2007-06,8.730,
2007-07,8.336,
2007-08,8.225,
2007-09,7.406,
2007-10,7.105,
2007-11,6.766,
2007-12,6.666,
2008-01,6.658,
2008-02,6.010,
2008-03,5.827,
2008-04,5.855,
2008-05,5.860,
2008-06,5.851,
2008-07,5.593,
2008-08,5.936,
2008-09,5.935,
2008-10,2.472,
2008-11,2.410,
2008-12,2.309,
2009-01,2.376,
2009-02,2.368,
2009-03,2.299,
2009-04,2.322,
2009-05,2.267,
2009-06,2.240,
2009-07,2.211,
2009-08,2.279,
2009-09,2.269,
2009-10,2.199,
2009-11,2.183,
2009-12,2.161,
2010-01,2.084,
2010-02,2.073,
2010-03,2.114,
2010-04,2.160,
2010-05,2.216,
2010-06,2.191,
2010-07,2.163,
2010-08,2.136,
2010-09,2.065,
2010-10,2.078,
2010-11,2.389,
2010-12,1.933,
2011-01,1.912,
2011-02,1.943,
2011-03,1.990,
2011-04,1.853,
2011-05,1.747,
2011-06,1.890,
2011-07,1.878,
2011-08,1.938,
2011-09,1.998,
2011-10,1.997,
2011-11,2.055,
2011-12,2.111,
2012-01,2.152,
2012-02,2.272,
2012-03,2.344,
2012-04,2.375,
2012-05,2.341,
2012-06,2.175,
2012-07,2.192,
2012-08,1.963,
2012-09,1.881,
2012-10,1.861,
2012-11,1.865,
2012-12,1.740,
2013-01,1.870,
2013-02,1.749,
2013-03,1.689,
2013-04,1.709,
2013-05,1.699,
2013-06,1.713,
2013-07,1.631,
2013-08,1.663,
2013-09,1.718,
2013-10,1.712,
2013-11,1.719,
2013-12,1.688,
2014-01,1.661,
2014-02,1.678,
2014-03,1.678,
2014-04,1.604,
2014-05,1.611,
2014-06,1.810,
2014-07,1.830,
2014-08,1.846,
2014-09,1.772,
2014-10,1.818,
2014-11,1.743,
2014-12,1.830,
