"",BBK01.PQM361,BBK01.PQM361_FLAGS
"",Lending to domestic self-employed persons / Long-term / Mortgage banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:24:29,
1968-10,5.311,
1969-01,5.346,
1969-04,5.419,
1969-07,5.522,
1969-10,5.617,
1970-01,5.655,
1970-04,5.703,
1970-07,5.772,
1970-10,5.628,
1971-01,5.668,
1971-04,5.752,
1971-07,5.894,
1971-10,6.073,
1972-01,6.225,
1972-04,6.401,
1972-07,6.076,
1972-10,6.322,
1973-01,6.640,
1973-04,6.824,
1973-07,7.012,
1973-10,7.229,
1974-01,7.357,
1974-04,7.525,
1974-07,7.682,
1974-10,7.889,
1975-01,8.038,
1975-04,8.254,
1975-07,8.435,
1975-10,8.633,
1976-01,8.747,
1976-04,8.699,
1976-07,8.820,
1976-10,9.016,
1977-01,9.131,
1977-04,9.311,
1977-07,9.492,
1977-10,9.808,
1978-01,9.980,
1978-04,10.273,
1978-07,10.550,
1978-10,10.844,
1979-01,11.022,
1979-04,11.179,
1979-07,11.346,
1979-10,11.643,
1980-01,11.816,
1980-04,12.019,
1980-07,12.306,
1980-10,12.662,
1981-01,12.982,
1981-04,13.360,
1981-07,13.735,
1981-10,14.378,
1982-01,14.513,
1982-04,15.028,
1982-07,15.796,
1982-10,16.626,
1983-01,17.007,
1983-04,16.653,
1983-07,17.040,
1983-10,17.669,
1984-01,17.829,
1984-04,18.110,
1984-07,18.447,
1984-10,19.009,
1985-01,19.447,
1985-04,19.791,
1985-07,20.386,
1985-10,21.009,
1986-01,21.143,
1986-04,21.540,
1986-07,22.030,
1986-10,22.515,
1987-01,22.719,
1987-04,22.955,
1987-07,23.425,
1987-10,23.696,
1988-01,23.786,
1988-04,23.791,
1988-07,24.124,
1988-10,24.494,
1989-01,24.817,
1989-04,25.002,
1989-07,24.815,
1989-10,25.312,
1990-01,25.608,
1990-04,25.780,
1990-07,26.027,
1990-10,26.572,
1991-01,26.902,
1991-04,27.576,
1991-07,28.125,
1991-10,29.069,
1992-01,27.561,
1992-04,28.253,
1992-07,28.874,
1992-10,30.069,
1993-01,30.346,
1993-04,31.419,
1993-07,32.789,
1993-10,34.718,
1994-01,36.023,
1994-04,36.724,
1994-07,37.596,
1994-10,38.650,
1995-01,39.209,
1995-04,39.379,
1995-07,40.191,
1995-10,40.982,
1996-01,41.284,
1996-04,40.952,
1996-07,41.177,
1996-10,42.494,
1997-01,42.911,
1997-04,43.429,
1997-07,43.993,
1997-10,44.681,
1998-01,44.946,
1998-04,45.631,
1998-07,46.226,
1998-10,47.358,
1999-01,44.094,
1999-04,45.197,
1999-07,46.131,
1999-10,46.382,
2000-01,46.637,
2000-04,47.406,
2000-07,48.849,
2000-10,48.941,
2001-01,49.913,
2001-04,49.769,
2001-07,49.423,
2001-10,49.225,
2002-01,48.819,
2002-04,48.413,
2002-07,47.836,
2002-10,47.569,
2003-01,46.874,
2003-04,45.400,
2003-07,44.824,
2003-10,43.590,
2004-01,41.759,
2004-04,41.451,
2004-07,40.692,
2004-10,38.992,
2005-01,37.317,
2005-04,36.518,
2005-07,36.406,
2005-10,34.221,
2006-01,33.149,
2006-04,32.314,
2006-07,31.316,
2006-10,30.079,
2007-01,29.173,
2007-04,28.190,
2007-07,27.211,
2007-10,25.088,
2008-01,24.748,
2008-04,23.858,
2008-07,22.998,
2008-10,22.591,
2009-01,21.874,
2009-04,22.381,
2009-07,21.342,
2009-10,20.534,
2010-01,20.279,
2010-04,19.593,
2010-07,19.099,
2010-10,18.462,
2011-01,17.853,
2011-04,17.653,
2011-07,17.092,
2011-10,16.222,
2012-01,15.691,
2012-04,15.382,
2012-07,14.958,
2012-10,14.673,
2013-01,14.441,
2013-04,14.040,
2013-07,13.832,
2013-10,12.286,
2014-01,12.012,
2014-04,11.776,
2014-07,11.671,
2014-10,11.401,
