"",BBK01.OUH204,BBK01.OUH204_FLAGS
"",Time deposits of domestic enterprises (non-MFIs) / for up and including 1 year / Savings banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:18:45,
1968-12,0.582,
1969-01,0.640,
1969-02,0.681,
1969-03,0.681,
1969-04,0.704,
1969-05,0.709,
1969-06,0.697,
1969-07,0.706,
1969-08,0.720,
1969-09,0.699,
1969-10,0.724,
1969-11,0.712,
1969-12,0.838,
1970-01,0.939,
1970-02,1.016,
1970-03,1.035,
1970-04,1.096,
1970-05,1.135,
1970-06,1.169,
1970-07,1.275,
1970-08,1.296,
1970-09,1.238,
1970-10,1.255,
1970-11,1.233,
1970-12,1.287,
1971-01,1.418,
1971-02,1.445,
1971-03,1.441,
1971-04,1.430,
1971-05,1.443,
1971-06,1.433,
1971-07,1.484,
1971-08,1.513,
1971-09,1.479,
1971-10,1.519,
1971-11,1.503,
1971-12,1.676,
1972-01,1.639,
1972-02,1.706,
1972-03,1.682,
1972-04,1.669,
1972-05,1.683,
1972-06,1.660,
1972-07,1.704,
1972-08,1.780,
1972-09,1.779,
1972-10,1.873,
1972-11,1.885,
1972-12,2.025,
1973-01,2.044,
1973-02,2.179,
1973-03,2.158,
1973-04,2.300,
1973-05,2.337,
1973-06,2.317,
1973-07,2.328,
1973-08,2.406,
1973-09,2.296,
1973-10,2.299,
1973-11,2.260,
1973-12,2.229,
1974-01,2.321,
1974-02,2.352,
1974-03,2.343,
1974-04,2.340,
1974-05,2.354,
1974-06,2.252,
1974-07,2.265,
1974-08,2.294,
1974-09,2.211,
1974-10,2.316,
1974-11,2.205,
1974-12,2.259,
1975-01,2.414,
1975-02,2.437,
1975-03,2.301,
1975-04,2.222,
1975-05,2.154,
1975-06,2.021,
1975-07,2.042,
1975-08,2.120,
1975-09,2.026,
1975-10,2.008,
1975-11,1.968,
1975-12,2.183,
1976-01,2.338,
1976-02,2.393,
1976-03,2.351,
1976-04,2.391,
1976-05,2.380,
1976-06,2.294,
1976-07,2.334,
1976-08,2.377,
1976-09,2.347,
1976-10,2.550,
1976-11,2.599,
1976-12,2.656,
1977-01,2.714,
1977-02,2.765,
1977-03,2.642,
1977-04,2.696,
1977-05,2.673,
1977-06,2.528,
1977-07,2.574,
1977-08,2.530,
1977-09,2.449,
1977-10,2.516,
1977-11,2.509,
1977-12,2.797,
1978-01,2.855,
1978-02,2.774,
1978-03,2.652,
1978-04,2.658,
1978-05,2.617,
1978-06,2.486,
1978-07,2.528,
1978-08,2.608,
1978-09,2.642,
1978-10,2.973,
1978-11,3.030,
1978-12,3.215,
1979-01,3.321,
1979-02,3.358,
1979-03,3.065,
1979-04,3.142,
1979-05,3.131,
1979-06,2.927,
1979-07,3.163,
1979-08,3.218,
1979-09,3.115,
1979-10,3.358,
1979-11,3.131,
1979-12,3.327,
1980-01,3.281,
1980-02,3.243,
1980-03,3.209,
1980-04,3.197,
1980-05,3.207,
1980-06,2.982,
1980-07,3.158,
1980-08,3.253,
1980-09,3.121,
1980-10,3.171,
1980-11,3.093,
1980-12,3.448,
1981-01,3.453,
1981-02,3.506,
1981-03,3.404,
1981-04,3.569,
1981-05,3.572,
1981-06,3.324,
1981-07,3.433,
1981-08,3.535,
1981-09,3.526,
1981-10,3.583,
1981-11,3.556,
1981-12,3.746,
1982-01,3.876,
1982-02,3.801,
1982-03,3.600,
1982-04,3.782,
1982-05,3.798,
1982-06,3.593,
1982-07,3.815,
1982-08,3.967,
1982-09,3.997,
1982-10,4.121,
1982-11,3.965,
1982-12,4.012,
1983-01,4.110,
1983-02,4.127,
1983-03,4.212,
1983-04,4.228,
1983-05,4.143,
1983-06,3.906,
1983-07,4.095,
1983-08,4.304,
1983-09,4.365,
1983-10,4.549,
1983-11,4.490,
1983-12,4.686,
1984-01,4.688,
1984-02,4.858,
1984-03,4.725,
1984-04,4.825,
1984-05,5.109,
1984-06,4.931,
1984-07,5.256,
1984-08,5.555,
1984-09,5.635,
1984-10,5.949,
1984-11,5.931,
1984-12,5.752,
1985-01,6.070,
1985-02,6.168,
1985-03,5.807,
1985-04,6.052,
1985-05,6.192,
1985-06,6.012,
1985-07,6.289,
1985-08,6.490,
1985-09,6.089,
1985-10,6.496,
1985-11,6.289,
1985-12,6.321,
1986-01,6.737,
1986-02,6.792,
1986-03,6.416,
1986-04,6.612,
1986-05,6.540,
1986-06,6.292,
1986-07,6.617,
1986-08,6.830,
1986-09,6.850,
1986-10,7.300,
1986-11,7.196,
1986-12,6.960,
1987-01,7.507,
1987-02,7.611,
1987-03,7.239,
1987-04,7.294,
1987-05,7.527,
1987-06,7.097,
1987-07,7.276,
1987-08,7.476,
1987-09,7.305,
1987-10,7.659,
1987-11,7.583,
1987-12,7.775,
1988-01,8.308,
1988-02,8.101,
1988-03,7.770,
1988-04,7.982,
1988-05,8.092,
1988-06,7.518,
1988-07,7.447,
1988-08,7.724,
1988-09,7.731,
1988-10,8.090,
1988-11,8.079,
1988-12,8.172,
1989-01,8.188,
1989-02,8.059,
1989-03,7.759,
1989-04,8.001,
1989-05,7.940,
1989-06,7.659,
1989-07,7.774,
1989-08,7.873,
1989-09,7.766,
1989-10,7.827,
1989-11,7.777,
1989-12,7.731,
1990-01,7.834,
1990-02,7.830,
1990-03,7.792,
1990-04,7.857,
1990-05,8.245,
1990-06,7.875,
1990-07,7.974,
1990-08,8.385,
1990-09,8.390,
1990-10,8.781,
1990-11,8.656,
1990-12,8.652,
1991-01,8.917,
1991-02,9.015,
1991-03,8.724,
1991-04,8.951,
1991-05,9.238,
1991-06,8.959,
1991-07,9.297,
1991-08,9.709,
1991-09,9.545,
1991-10,9.849,
1991-11,9.821,
1991-12,9.737,
1992-01,10.182,
1992-02,10.359,
1992-03,9.642,
1992-04,9.842,
1992-05,10.199,
1992-06,9.953,
1992-07,10.289,
1992-08,10.394,
1992-09,10.716,
1992-10,10.967,
1992-11,10.714,
1992-12,10.622,
1993-01,11.153,
1993-02,11.078,
1993-03,10.772,
1993-04,10.840,
1993-05,11.136,
1993-06,10.827,
1993-07,11.248,
1993-08,11.500,
1993-09,11.244,
1993-10,11.422,
1993-11,11.436,
1993-12,11.774,
1994-01,12.370,
1994-02,12.388,
1994-03,12.148,
1994-04,12.285,
1994-05,12.347,
1994-06,12.092,
1994-07,12.327,
1994-08,12.662,
1994-09,12.710,
1994-10,12.845,
1994-11,12.556,
1994-12,13.233,
1995-01,14.157,
1995-02,14.201,
1995-03,13.953,
1995-04,13.832,
1995-05,13.862,
1995-06,13.355,
1995-07,13.356,
1995-08,13.628,
1995-09,13.699,
1995-10,13.841,
1995-11,13.801,
1995-12,14.104,
1996-01,14.572,
1996-02,14.522,
1996-03,13.929,
1996-04,13.942,
1996-05,13.921,
1996-06,13.173,
1996-07,13.363,
1996-08,13.581,
1996-09,13.436,
1996-10,13.731,
1996-11,13.517,
1996-12,14.144,
1997-01,15.033,
1997-02,15.221,
1997-03,14.573,
1997-04,14.982,
1997-05,14.880,
1997-06,14.349,
1997-07,14.199,
1997-08,14.610,
1997-09,14.636,
1997-10,14.919,
1997-11,14.774,
1997-12,14.977,
1998-01,15.300,
1998-02,15.530,
1998-03,14.996,
1998-04,14.950,
1998-05,15.098,
1998-06,14.536,
1998-07,14.985,
1998-08,15.338,
1998-09,15.206,
1998-10,15.579,
1998-11,15.479,
1998-12,16.024,
1999-01,15.314,
1999-02,15.322,
1999-03,15.246,
1999-04,15.542,
1999-05,15.184,
1999-06,15.240,
1999-07,15.137,
1999-08,15.459,
1999-09,15.410,
1999-10,15.909,
1999-11,16.030,
1999-12,16.547,
2000-01,15.691,
2000-02,15.726,
2000-03,15.328,
2000-04,15.314,
2000-05,15.707,
2000-06,15.265,
2000-07,15.505,
2000-08,16.343,
2000-09,16.466,
2000-10,16.516,
2000-11,16.775,
2000-12,16.883,
2001-01,16.945,
2001-02,17.090,
2001-03,16.866,
2001-04,16.569,
2001-05,16.328,
2001-06,16.074,
2001-07,16.133,
2001-08,16.104,
2001-09,16.507,
2001-10,17.048,
2001-11,16.703,
2001-12,16.375,
2002-01,15.663,
2002-02,15.423,
2002-03,15.549,
2002-04,15.865,
2002-05,15.793,
2002-06,16.107,
2002-07,16.441,
2002-08,16.688,
2002-09,16.591,
2002-10,16.802,
2002-11,16.684,
2002-12,16.533,
2003-01,16.224,
2003-02,16.145,
2003-03,16.012,
2003-04,15.866,
2003-05,15.714,
