"",BBK01.QUY592,BBK01.QUY592_FLAGS
"",Consolidated German banks: Loans and advances to foreign enterprises and households / Kazakhstan / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:38:41,
2002-03,0.073,
2002-04,0.076,
2002-05,0.083,
2002-06,0.067,
2002-07,0.089,
2002-08,0.088,
2002-09,0.090,
2002-10,0.091,
2002-11,0.091,
2002-12,0.084,
2003-01,0.077,
2003-02,0.095,
2003-03,0.093,
2003-04,0.082,
2003-05,0.100,
2003-06,0.074,
2003-07,0.095,
2003-08,0.099,
2003-09,0.128,
2003-10,0.129,
2003-11,0.119,
2003-12,0.156,
2004-01,0.147,
2004-02,0.136,
2004-03,0.119,
2004-04,0.123,
2004-05,0.123,
2004-06,0.120,
2004-07,0.126,
2004-08,0.115,
2004-09,0.113,
2004-10,0.122,
2004-11,0.099,
2004-12,0.107,
2005-01,0.106,
2005-02,0.106,
2005-03,0.106,
2005-04,0.100,
2005-05,0.116,
2005-06,0.134,
2005-07,0.131,
2005-08,0.142,
2005-09,0.152,
2005-10,0.166,
2005-11,0.155,
2005-12,0.217,
2006-01,0.177,
2006-02,0.172,
2006-03,0.166,
2006-04,0.156,
2006-05,0.167,
2006-06,0.159,
2006-07,0.168,
2006-08,0.201,
2006-09,0.203,
2006-10,0.205,
2006-11,0.197,
2006-12,0.202,
2007-01,0.194,
2007-02,0.185,
2007-03,0.175,
2007-04,0.176,
2007-05,0.175,
2007-06,0.195,
2007-07,0.196,
2007-08,0.200,
2007-09,0.219,
2007-10,0.219,
2007-11,0.210,
2007-12,0.196,
2008-01,0.166,
2008-02,0.172,
2008-03,0.177,
2008-04,0.218,
2008-05,0.215,
2008-06,0.253,
2008-07,0.285,
2008-08,0.331,
2008-09,0.333,
2008-10,0.349,
2008-11,0.413,
2008-12,0.382,
2009-01,0.395,
2009-02,0.398,
2009-03,0.394,
2009-04,0.389,
2009-05,0.372,
2009-06,0.351,
2009-07,0.341,
2009-08,0.337,
2009-09,0.331,
2009-10,0.324,
2009-11,0.288,
2009-12,0.285,
2010-01,0.259,
2010-02,0.262,
2010-03,0.269,
2010-04,0.264,
2010-05,0.269,
2010-06,0.262,
2010-07,0.260,
2010-08,0.256,
2010-09,0.239,
2010-10,0.169,
2010-11,0.159,
2010-12,0.140,
2011-01,0.121,
2011-02,0.127,
2011-03,0.125,
2011-04,0.124,
2011-05,0.127,
2011-06,0.127,
2011-07,0.125,
2011-08,0.162,
2011-09,0.196,
2011-10,0.205,
2011-11,0.214,
2011-12,0.247,
2012-01,0.239,
2012-02,0.193,
2012-03,0.161,
2012-04,0.218,
2012-05,0.223,
2012-06,0.215,
2012-07,0.211,
2012-08,0.204,
2012-09,0.195,
2012-10,0.248,
2012-11,0.247,
2012-12,0.220,
2013-01,0.219,
2013-02,0.218,
2013-03,0.209,
2013-04,0.209,
2013-05,0.211,
2013-06,0.208,
2013-07,0.207,
2013-08,0.211,
2013-09,0.212,
2013-10,0.204,
2013-11,0.203,
2013-12,0.199,
2014-01,0.198,
2014-02,0.193,
2014-03,0.191,
2014-04,0.189,
2014-05,0.190,
2014-06,0.185,
2014-07,0.187,
2014-08,0.185,
2014-09,0.199,
2014-10,0.207,
