"",BBK01.WX4210,BBK01.WX4210_FLAGS
"",Purchases of domestic and foreign shares by credit institutions at book values,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 09:16:26,
2000-01,3204,
2000-02,2641,
2000-03,39966,
2000-04,3938,
2000-05,7657,
2000-06,-39695,
2000-07,287,
2000-08,-1999,
2000-09,-860,
2000-10,83,
2000-11,1109,
2000-12,6962,
2001-01,6971,
2001-02,3108,
2001-03,19705,
2001-04,13886,
2001-05,-4043,
2001-06,-35917,
2001-07,-6485,
2001-08,-6532,
2001-09,-3233,
2001-10,1386,
2001-11,-673,
2001-12,-2887,
2002-01,5904,
2002-02,-6605,
2002-03,-7857,
2002-04,2435,
2002-05,80,
2002-06,-11651,
2002-07,-2383,
2002-08,439,
2002-09,-3644,
2002-10,1285,
2002-11,-1823,
2002-12,584,
2003-01,-665,
2003-02,-3239,
2003-03,-2264,
2003-04,3986,
2003-05,570,
2003-06,904,
2003-07,-111,
2003-08,-380,
2003-09,-982,
2003-10,454,
2003-11,6579,
2003-12,2204,
2004-01,2661,
2004-02,-5204,
2004-03,9279,
2004-04,13448,
2004-05,-4072,
2004-06,-14792,
2004-07,-4221,
2004-08,-316,
2004-09,-2727,
2004-10,1857,
2004-11,4392,
2004-12,4740,
2005-01,3079,
2005-02,-4559,
2005-03,2973,
2005-04,36515,
2005-05,-17558,
2005-06,-23504,
2005-07,2164,
2005-08,2647,
2005-09,1229,
2005-10,-4703,
2005-11,7458,
2005-12,4467,
2006-01,8631,
2006-02,-2258,
2006-03,-257,
2006-04,26615,
2006-05,-4249,
2006-06,-30561,
2006-07,-7299,
2006-08,4322,
2006-09,6653,
2006-10,-1632,
2006-11,7694,
2006-12,3664,
2007-01,4647,
2007-02,-3708,
2007-03,4049,
2007-04,29508,
2007-05,-1389,
2007-06,-41092,
2007-07,-4908,
2007-08,-4858,
2007-09,5769,
2007-10,3601,
2007-11,1791,
2007-12,-112,
2008-01,17729,
2008-02,-18740,
2008-03,1947,
2008-04,24767,
2008-05,-10981,
2008-06,-28075,
2008-07,-2956,
2008-08,-845,
2008-09,6386,
2008-10,-9621,
2008-11,-3715,
2008-12,1025,
2009-01,1909,
2009-02,-7034,
2009-03,18,
2009-04,12591,
2009-05,-9467,
2009-06,-5474,
2009-07,-3853,
2009-08,-4355,
2009-09,213,
2009-10,1389,
2009-11,1057,
2009-12,4671,
2010-01,3457,
2010-02,-4785,
2010-03,4338,
2010-04,21672,
2010-05,-20952,
2010-06,-2276,
2010-07,-2699,
2010-08,2493,
2010-09,-2933,
2010-10,2695,
2010-11,5050,
2010-12,1280,
2011-01,9782,
2011-02,-9946,
2011-03,5932,
2011-04,22596,
2011-05,-12646,
2011-06,-10241,
2011-07,-2396,
2011-08,-5224,
2011-09,-4409,
2011-10,-2068,
2011-11,-575,
2011-12,9865,
2012-01,-106,
2012-02,-5696,
2012-03,11295,
2012-04,10558,
2012-05,-13638,
2012-06,-8303,
2012-07,1611,
2012-08,2109,
2012-09,4196,
2012-10,3024,
2012-11,-843,
2012-12,6052,
2013-01,5842,
2013-02,-5352,
2013-03,7851,
2013-04,18391,
2013-05,-10712,
2013-06,-8772,
2013-07,4697,
2013-08,-855,
2013-09,3053,
2013-10,-242,
2013-11,347,
2013-12,-2257,
2014-01,8586,
2014-02,-11608,
2014-03,10246,
2014-04,9932,
2014-05,-7328,
2014-06,168,
2014-07,3182,
2014-08,-2003,
2014-09,1111,
2014-10,-4565,
2014-11,2047,
2014-12,6884,
