"",BBK01.SUD229,BBK01.SUD229_FLAGS
"",New business (volumes) of German banks / Loans to non-financial corporations over EUR 1 million with an initial rate fixation of over 5 years,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:27:50,
2003-01,4988,
2003-02,4321,
2003-03,4631,
2003-04,5828,
2003-05,6152,
2003-06,6164,
2003-07,6336,
2003-08,4873,
2003-09,4921,
2003-10,5125,
2003-11,4434,
2003-12,7639,
2004-01,4169,
2004-02,3317,
2004-03,5627,
2004-04,5536,
2004-05,4593,
2004-06,5444,
2004-07,4475,
2004-08,3971,
2004-09,5135,
2004-10,4502,
2004-11,4913,
2004-12,8560,
2005-01,4889,
2005-02,5083,
2005-03,6314,
2005-04,5827,
2005-05,5733,
2005-06,6020,
2005-07,5191,
2005-08,5272,
2005-09,5925,
2005-10,5831,
2005-11,6858,
2005-12,11083,
2006-01,6838,
2006-02,6126,
2006-03,6675,
2006-04,4994,
2006-05,6865,
2006-06,7267,
2006-07,5697,
2006-08,4578,
2006-09,7369,
2006-10,7482,
2006-11,5945,
2006-12,9312,
2007-01,5322,
2007-02,4820,
2007-03,7272,
2007-04,5430,
2007-05,6565,
2007-06,9513,
2007-07,7317,
2007-08,7867,
2007-09,6111,
2007-10,6766,
2007-11,6819,
2007-12,9629,
2008-01,6876,
2008-02,4127,
2008-03,4907,
2008-04,6057,
2008-05,4224,
2008-06,6699,
2008-07,6703,
2008-08,3836,
2008-09,4378,
2008-10,4254,
2008-11,3060,
2008-12,6563,
2009-01,3788,
2009-02,3225,
2009-03,3512,
2009-04,3480,
2009-05,2783,
2009-06,4190,
2009-07,4734,
2009-08,3281,
2009-09,3334,
2009-10,3158,
2009-11,3859,
2009-12,5099,
2010-01,3270,
2010-02,3029,
2010-03,6274,
2010-04,3542,
2010-05,3990,
2010-06,4607,
2010-07,4474,
2010-08,3808,
2010-09,4437,
2010-10,4341,
2010-11,4998,
2010-12,7562,
2011-01,4794,
2011-02,3950,
2011-03,5171,
2011-04,5871,
2011-05,4057,
2011-06,4181,
2011-07,5167,
2011-08,4143,
2011-09,4992,
2011-10,4837,
2011-11,5240,
2011-12,7554,
2012-01,4357,
2012-02,3243,
2012-03,4674,
2012-04,4166,
2012-05,3893,
2012-06,5764,
2012-07,5868,
2012-08,4616,
2012-09,4367,
2012-10,4416,
2012-11,4791,
2012-12,7203,
2013-01,4860,
2013-02,4347,
2013-03,4220,
2013-04,4495,
2013-05,4020,
2013-06,5651,
2013-07,6045,
2013-08,4394,
2013-09,4817,
2013-10,4462,
2013-11,5032,
2013-12,8311,
2014-01,4479,
2014-02,3721,
2014-03,4529,
2014-04,4473,
2014-05,3829,
2014-06,5386,
2014-07,5078,
2014-08,4379,
2014-09,5639,
2014-10,6336,
2014-11,5095,
2014-12,10718,Provisional value
"",General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. The amount refers to the single loan transaction considered as new business. p = Provisional,
