"",BBK01.SU0028,BBK01.SU0028_FLAGS
"",Deposit rates of banks / Savings deposits with agreed notice of 4 years and over / Average interest rate,
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2013-04-03 10:29:24,
1968-03,5.57,
1968-04,.,No value available
1968-05,.,No value available
1968-06,5.58,
1968-07,.,No value available
1968-08,.,No value available
1968-09,5.52,
1968-10,.,No value available
1968-11,5.50,
1968-12,.,No value available
1969-01,.,No value available
1969-02,5.57,
1969-03,.,No value available
1969-04,.,No value available
1969-05,5.57,
1969-06,.,No value available
1969-07,.,No value available
1969-08,5.96,
1969-09,.,No value available
1969-10,.,No value available
1969-11,6.00,
1969-12,.,No value available
1970-01,.,No value available
1970-02,7.00,
1970-03,.,No value available
1970-04,.,No value available
1970-05,7.47,
1970-06,.,No value available
1970-07,.,No value available
1970-08,7.37,
1970-09,.,No value available
1970-10,.,No value available
1970-11,7.35,
1970-12,.,No value available
1971-01,7.33,
1971-02,7.31,
1971-03,.,No value available
1971-04,.,No value available
1971-05,6.82,
1971-06,.,No value available
1971-07,.,No value available
1971-08,6.86,
1971-09,.,No value available
1971-10,.,No value available
1971-11,6.85,
1971-12,.,No value available
1972-01,.,No value available
1972-02,6.80,
1972-03,.,No value available
1972-04,.,No value available
1972-05,6.39,
1972-06,.,No value available
1972-07,.,No value available
1972-08,6.40,
1972-09,.,No value available
1972-10,.,No value available
1972-11,6.43,
1972-12,.,No value available
1973-01,.,No value available
1973-02,6.96,
1973-03,.,No value available
1973-04,.,No value available
1973-05,7.01,
1973-06,.,No value available
1973-07,8.06,
1973-08,8.09,
1973-09,.,No value available
1973-10,.,No value available
1973-11,8.10,
1973-12,.,No value available
1974-01,.,No value available
1974-02,8.09,
1974-03,.,No value available
1974-04,.,No value available
1974-05,8.09,
1974-06,.,No value available
1974-07,.,No value available
1974-08,8.08,
1974-09,.,No value available
1974-10,.,No value available
1974-11,8.08,
1974-12,.,No value available
1975-01,.,No value available
1975-02,7.71,
1975-03,7.45,
1975-04,7.27,
1975-05,6.84,
1975-06,6.44,
1975-07,6.33,
1975-08,6.23,
1975-09,6.19,
1975-10,6.17,
1975-11,6.16,
1975-12,6.16,
1976-01,6.15,
1976-02,6.13,
1976-03,6.12,
1976-04,5.63,
1976-05,5.63,
1976-06,5.63,
1976-07,5.63,
1976-08,5.63,
1976-09,5.63,
1976-10,5.63,
1976-11,5.63,
1976-12,5.62,
1977-01,5.61,
1977-02,5.60,
1977-03,5.59,
1977-04,5.15,
1977-05,5.09,
1977-06,5.08,
1977-07,5.07,
1977-08,5.07,
1977-09,5.04,
1977-10,5.00,
1977-11,4.99,
1977-12,4.99,
1978-01,4.90,
1978-02,4.57,
1978-03,4.55,
1978-04,4.54,
1978-05,4.54,
1978-06,4.54,
1978-07,4.54,
1978-08,4.55,
1978-09,4.55,
1978-10,4.54,
1978-11,4.55,
1978-12,4.55,
1979-01,4.55,
1979-02,4.56,
1979-03,4.66,
1979-04,5.01,
1979-05,5.02,
1979-06,5.03,
1979-07,5.03,
1979-08,5.41,
1979-09,5.63,
1979-10,5.64,
1979-11,5.90,
1979-12,6.11,
1980-01,6.11,
1980-02,6.11,
1980-03,6.85,
1980-04,7.08,
1980-05,7.09,
1980-06,7.09,
1980-07,7.08,
1980-08,6.97,
1980-09,6.61,
1980-10,6.59,
1980-11,6.59,
1980-12,6.59,
1981-01,6.59,
1981-02,6.58,
1981-03,7.07,
1981-04,7.10,
1981-05,7.11,
1981-06,7.11,
