"",BBK01.PQD361,BBK01.PQD361_FLAGS
"",Lending to domestic self-employed persons / Long-term / Regional banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:24:24,
1968-10,1.138,
1969-01,1.167,
1969-04,1.228,
1969-07,1.268,
1969-10,1.363,
1970-01,1.377,
1970-04,1.422,
1970-07,1.474,
1970-10,1.550,
1971-01,1.569,
1971-04,1.636,
1971-07,1.696,
1971-10,1.824,
1972-01,1.896,
1972-04,1.970,
1972-07,2.059,
1972-10,2.201,
1973-01,2.293,
1973-04,2.375,
1973-07,2.417,
1973-10,2.484,
1974-01,2.526,
1974-04,2.559,
1974-07,2.622,
1974-10,2.661,
1975-01,2.710,
1975-04,2.767,
1975-07,2.865,
1975-10,3.043,
1976-01,3.121,
1976-04,3.206,
1976-07,3.383,
1976-10,3.485,
1977-01,3.548,
1977-04,3.621,
1977-07,3.778,
1977-10,4.022,
1978-01,4.134,
1978-04,4.233,
1978-07,4.410,
1978-10,4.623,
1979-01,4.792,
1979-04,4.992,
1979-07,5.144,
1979-10,5.200,
1980-01,5.239,
1980-04,5.315,
1980-07,5.353,
1980-10,5.505,
1981-01,5.711,
1981-04,5.758,
1981-07,5.847,
1981-10,5.935,
1982-01,5.991,
1982-04,6.068,
1982-07,6.236,
1982-10,6.537,
1983-01,6.682,
1983-04,6.901,
1983-07,7.097,
1983-10,7.378,
1984-01,7.511,
1984-04,7.659,
1984-07,7.850,
1984-10,8.135,
1985-01,8.361,
1985-04,8.573,
1985-07,8.803,
1985-10,9.420,
1986-01,9.588,
1986-04,9.906,
1986-07,10.260,
1986-10,10.883,
1987-01,11.089,
1987-04,11.367,
1987-07,11.932,
1987-10,12.324,
1988-01,12.597,
1988-04,12.488,
1988-07,13.064,
1988-10,13.512,
1989-01,14.103,
1989-04,14.764,
1989-07,15.243,
1989-10,15.957,
1990-01,16.394,
1990-04,16.790,
1990-07,17.090,
1990-10,17.608,
1991-01,17.863,
1991-04,18.479,
1991-07,18.918,
1991-10,20.008,
1992-01,20.707,
1992-04,21.410,
1992-07,22.180,
1992-10,23.601,
1993-01,24.469,
1993-04,25.619,
1993-07,26.934,
1993-10,29.279,
1994-01,30.619,
1994-04,31.737,
1994-07,32.745,
1994-10,34.200,
1995-01,34.758,
1995-04,35.493,
1995-07,36.205,
1995-10,37.777,
1996-01,38.749,
1996-04,39.804,
1996-07,40.567,
1996-10,42.603,
1997-01,43.602,
1997-04,44.461,
1997-07,45.329,
1997-10,46.458,
1998-01,47.253,
1998-04,47.849,
1998-07,48.459,
1998-10,49.138,
1999-01,11.364,
1999-04,12.438,
1999-07,19.909,
1999-10,20.411,
2000-01,20.278,
2000-04,21.095,
2000-07,21.331,
2000-10,21.580,
2001-01,21.564,
2001-04,21.517,
2001-07,21.457,
2001-10,22.020,
2002-01,21.849,
2002-04,22.106,
2002-07,22.148,
2002-10,22.227,
2003-01,22.198,
2003-04,22.059,
2003-07,21.382,
2003-10,21.368,
2004-01,21.276,
2004-04,21.301,
2004-07,21.082,
2004-10,19.002,
2005-01,18.743,
2005-04,18.925,
2005-07,16.757,
2005-10,17.597,
2006-01,17.808,
2006-04,17.840,
2006-07,17.254,
2006-10,17.863,
2007-01,18.031,
2007-04,18.226,
2007-07,18.501,
2007-10,19.516,
2008-01,19.710,
2008-04,20.056,
2008-07,20.097,
2008-10,20.511,
2009-01,20.475,
2009-04,20.858,
2009-07,21.084,
2009-10,21.366,
2010-01,21.493,
2010-04,21.775,
2010-07,21.983,
2010-10,22.192,
2011-01,22.269,
2011-04,22.515,
2011-07,22.767,
2011-10,22.973,
2012-01,23.152,
2012-04,23.386,
2012-07,23.472,
2012-10,23.671,
2013-01,23.735,
2013-04,23.889,
2013-07,24.004,
2013-10,24.086,
2014-01,24.087,
2014-04,24.168,
2014-07,24.273,
2014-10,24.380,
