"",BBK01.OEYB09I,BBK01.OEYB09I_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:27:40,
2002-01,35.285,
2002-04,34.931,
2002-07,33.244,
2002-10,32.347,
2003-01,31.127,
2003-04,30.922,
2003-07,31.504,
2003-10,30.690,
2004-01,30.251,
2004-04,29.768,
2004-07,28.538,
2004-10,28.322,
2005-01,28.354,
2005-04,28.388,
2005-07,28.405,
2005-10,27.772,
2006-01,28.948,
2006-04,28.845,
2006-07,32.779,
2006-10,31.781,
2007-01,30.877,
2007-04,30.561,
2007-07,30.408,
2007-10,32.784,
2008-01,35.239,
2008-04,34.994,
2008-07,36.338,
2008-10,34.852,
2009-01,35.199,
2009-04,35.806,
2009-07,40.128,
2009-10,41.499,
2010-01,42.074,
2010-04,41.589,
2010-07,38.766,
2010-10,40.744,
2011-01,41.875,
2011-04,43.838,
2011-07,46.453,
2011-10,42.829,
2012-01,47.025,
2012-04,48.592,
2012-07,46.303,
2012-10,43.345,
2013-01,44.209,
2013-04,47.123,
2013-07,38.753,
2013-10,39.275,
2014-01,40.046,
2014-04,39.751,
2014-07,39.067,
