"",BBK01.TS5549,BBK01.TS5549_FLAGS
"",Deposits of non-MFIs / Total / Redeemable at notice of over 3 months / Domestic / Index / Seasonally adjusted,
unit,1208=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 09:16:52,
1995-01,112.13173,
1995-02,112.27412,
1995-03,112.84368,
1995-04,113.70898,
1995-05,114.26344,
1995-06,114.43491,
1995-07,115.34817,
1995-08,115.52756,
1995-09,115.40415,
1995-10,115.34605,
1995-11,115.31458,
1995-12,115.24520,
1996-01,115.71554,
1996-02,115.84975,
1996-03,115.64294,
1996-04,115.75417,
1996-05,115.71736,
1996-06,115.22745,
1996-07,114.78570,
1996-08,114.45253,
1996-09,114.07843,
1996-10,113.88629,
1996-11,113.70242,
1996-12,113.10792,
1997-01,112.86942,
1997-02,112.81069,
1997-03,112.96673,
1997-04,112.86330,
1997-05,112.61861,
1997-06,112.32369,
1997-07,112.04632,
1997-08,111.57972,
1997-09,110.98276,
1997-10,110.72382,
1997-11,110.44570,
1997-12,110.47292,
1998-01,110.64841,
1998-02,110.74479,
1998-03,110.36128,
1998-04,110.34993,
1998-05,109.92450,
1998-06,109.62083,
1998-07,109.18837,
1998-08,108.84724,
1998-09,108.26724,
1998-10,108.19259,
1998-11,107.93667,
1998-12,108.20990,
1999-01,107.84872,
1999-02,106.27320,
1999-03,105.90286,
1999-04,105.12680,
1999-05,102.46002,
1999-06,101.10502,
1999-07,99.38578,
1999-08,98.75789,
1999-09,99.16747,
1999-10,98.57520,
1999-11,98.27937,
1999-12,98.07512,
2000-01,98.13924,
2000-02,99.01875,
2000-03,99.72425,
2000-04,100.39566,
2000-05,101.98258,
2000-06,103.48582,
2000-07,104.75980,
2000-08,106.42009,
2000-09,108.17506,
2000-10,108.70981,
2000-11,109.64883,
2000-12,109.86464,
2001-01,110.68635,
2001-02,110.64587,
2001-03,110.27817,
2001-04,109.66840,
2001-05,109.16738,
2001-06,108.50620,
2001-07,107.47515,
2001-08,106.47787,
2001-09,105.63868,
2001-10,103.82497,
2001-11,102.39070,
2001-12,100.74106,
2002-01,98.16896,
2002-02,97.24101,
2002-03,96.24290,
2002-04,95.55437,
2002-05,94.98144,
2002-06,94.93640,
2002-07,95.11032,
2002-08,95.38407,
2002-09,94.88127,
2002-10,93.95094,
2002-11,92.85300,
2002-12,91.80488,
2003-01,90.49724,
2003-02,89.40042,
2003-03,88.00281,
2003-04,86.62883,
2003-05,85.55746,
2003-06,84.34792,
2003-07,82.67401,
2003-08,81.29455,
2003-09,80.63934,
2003-10,80.56301,
2003-11,80.27948,
2003-12,80.28675,
2004-01,79.69697,
2004-02,79.35982,
2004-03,79.30166,
2004-04,78.98542,
2004-05,78.48561,
2004-06,78.23752,
2004-07,78.50651,
2004-08,78.51015,
2004-09,78.30568,
2004-10,78.55468,
2004-11,78.81821,
2004-12,78.98814,
2005-01,79.04357,
2005-02,79.47884,
2005-03,79.56154,
2005-04,79.77039,
2005-05,79.63658,
2005-06,79.15559,
2005-07,78.67823,
2005-08,77.82658,
2005-09,76.56447,
2005-10,75.78876,
2005-11,75.51155,
2005-12,75.43183,
2006-01,76.22270,
2006-02,76.49448,
2006-03,77.29713,
2006-04,78.08347,
2006-05,79.40522,
2006-06,80.67984,
2006-07,81.80953,
2006-08,83.25538,
2006-09,84.56355,
2006-10,86.02392,
2006-11,87.81678,
2006-12,88.83779,
2007-01,90.58719,
2007-02,92.48423,
2007-03,93.88482,
2007-04,94.72916,
2007-05,94.87865,
2007-06,95.52458,
2007-07,96.28466,
2007-08,96.52836,
2007-09,97.29932,
2007-10,97.71787,
2007-11,97.97787,
2007-12,98.12916,
2008-01,98.13822,
2008-02,97.47689,
2008-03,95.60702,
2008-04,95.01543,
2008-05,94.08775,
2008-06,93.49254,
2008-07,93.20083,
2008-08,92.29034,
2008-09,91.52028,
2008-10,93.60126,
2008-11,96.40787,
2008-12,99.13207,
2009-01,99.22539,
2009-02,99.38393,
2009-03,100.04346,
2009-04,100.84795,
2009-05,102.54008,
2009-06,103.58922,
2009-07,104.82745,
2009-08,105.65595,
2009-09,106.99325,
2009-10,108.48544,
2009-11,108.74210,
2009-12,107.23820,
2010-01,105.94682,
2010-02,105.49745,
2010-03,105.47043,
2010-04,104.34206,
2010-05,103.09118,
2010-06,102.09788,
2010-07,100.27875,
2010-08,98.79465,
2010-09,96.81795,
2010-10,94.90518,
2010-11,94.98623,
2010-12,94.55576,
2011-01,94.22886,
2011-02,94.39456,
2011-03,94.40717,
2011-04,94.15321,
2011-05,94.36845,
2011-06,94.33513,
2011-07,94.44229,
2011-08,94.39006,
2011-09,94.06946,
2011-10,93.25084,
2011-11,92.14227,
2011-12,91.10554,
2012-01,90.38346,
2012-02,89.33401,
2012-03,88.40402,
2012-04,88.50126,
2012-05,88.07362,
2012-06,87.32909,
2012-07,86.59446,
2012-08,85.38447,
2012-09,84.08536,
2012-10,82.84116,
2012-11,81.46912,
2012-12,79.86660,
2013-01,78.40274,
2013-02,77.12883,
2013-03,76.17272,
2013-04,75.15000,
2013-05,73.59700,
2013-06,72.98121,
2013-07,72.11964,
2013-08,71.31568,
2013-09,70.76200,
