"",BBK01.QUV500,BBK01.QUV500_FLAGS
"",Banks in Germany: Claims on non-residents / Countries in Oceania / US dollar,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:28:07,
2001-12,1.849,
2002-01,1.857,
2002-02,1.892,
2002-03,1.941,
2002-04,1.858,
2002-05,1.814,
2002-06,1.789,
2002-07,1.860,
2002-08,1.734,
2002-09,1.681,
2002-10,1.661,
2002-11,1.543,
2002-12,1.473,
2003-01,1.509,
2003-02,2.468,
2003-03,2.405,
2003-04,2.201,
2003-05,2.317,
2003-06,2.359,
2003-07,2.093,
2003-08,2.002,
2003-09,1.758,
2003-10,1.756,
2003-11,1.753,
2003-12,1.775,
2004-01,1.743,
2004-02,1.769,
2004-03,2.060,
2004-04,2.107,
2004-05,1.970,
2004-06,1.920,
2004-07,1.989,
2004-08,2.225,
2004-09,1.604,
2004-10,1.539,
2004-11,1.527,
2004-12,1.493,
2005-01,1.706,
2005-02,1.840,
2005-03,2.014,
2005-04,2.123,
2005-05,2.325,
2005-06,2.398,
2005-07,2.385,
2005-08,2.851,
2005-09,2.759,
2005-10,2.827,
2005-11,3.017,
2005-12,3.230,
2006-01,3.071,
2006-02,3.460,
2006-03,3.435,
2006-04,3.480,
2006-05,3.426,
2006-06,3.545,
2006-07,3.531,
2006-08,3.669,
2006-09,3.846,
2006-10,3.946,
2006-11,3.822,
2006-12,3.812,
2007-01,4.053,
2007-02,4.016,
2007-03,4.127,
2007-04,4.071,
2007-05,5.107,
2007-06,4.971,
2007-07,5.097,
2007-08,5.155,
2007-09,5.255,
2007-10,5.076,
2007-11,5.254,
2007-12,5.292,
2008-01,5.317,
2008-02,5.282,
2008-03,5.261,
2008-04,5.255,
2008-05,5.079,
2008-06,5.130,
2008-07,5.312,
2008-08,6.119,
2008-09,6.474,
2008-10,7.371,
2008-11,7.369,
2008-12,6.801,
2009-01,7.401,
2009-02,7.649,
2009-03,7.334,
2009-04,7.240,
2009-05,6.880,
2009-06,7.139,
2009-07,7.209,
2009-08,7.178,
2009-09,6.993,
2009-10,6.866,
2009-11,6.539,
2009-12,6.854,
2010-01,7.161,
2010-02,7.316,
2010-03,7.388,
2010-04,7.633,
2010-05,8.347,
2010-06,8.223,
2010-07,7.377,
2010-08,7.883,
2010-09,7.407,
2010-10,7.267,
2010-11,7.799,
2010-12,7.438,
2011-01,7.286,
2011-02,7.157,
2011-03,6.929,
2011-04,6.856,
2011-05,7.039,
2011-06,7.026,
2011-07,6.975,
2011-08,6.943,
2011-09,7.406,
2011-10,7.067,
2011-11,7.373,
2011-12,7.605,
2012-01,7.461,
2012-02,7.504,
2012-03,7.426,
2012-04,7.544,
2012-05,7.934,
2012-06,7.883,
2012-07,8.134,
2012-08,7.973,
2012-09,7.638,
2012-10,7.629,
2012-11,7.591,
2012-12,7.677,
2013-01,7.462,
2013-02,7.733,
2013-03,7.835,
2013-04,7.816,
2013-05,7.943,
2013-06,8.059,
2013-07,7.918,
2013-08,7.925,
2013-09,7.614,
2013-10,7.521,
2013-11,7.391,
2013-12,7.526,
2014-01,7.604,
2014-02,7.451,
2014-03,7.371,
2014-04,7.376,
2014-05,7.599,
2014-06,7.628,
2014-07,7.831,
2014-08,7.920,
2014-09,8.357,
2014-10,8.360,
2014-11,8.541,
2014-12,9.162,
