"",BBK01.TS1381O,BBK01.TS1381O_FLAGS
"","Credit to other financial intermediaries (from June 2010, excluding reverse repos with central counterparties) / Loans / All maturities / Domestic / Outstanding amounts at the end of the month (stocks) / Seasonally adjusted",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:25,
2003-01,30.4,
2003-02,31.9,
2003-03,35.6,
2003-04,34.2,
2003-05,34.2,
2003-06,35.6,
2003-07,32.0,
2003-08,32.4,
2003-09,39.1,
2003-10,39.0,
2003-11,41.1,
2003-12,43.6,
2004-01,41.4,
2004-02,40.9,
2004-03,41.2,
2004-04,42.3,
2004-05,42.7,
2004-06,40.6,
2004-07,41.0,
2004-08,38.4,
2004-09,41.8,
2004-10,41.9,
2004-11,49.2,
2004-12,51.5,
2005-01,50.2,
2005-02,53.3,
2005-03,53.0,
2005-04,53.7,
2005-05,55.7,
2005-06,58.8,
2005-07,61.3,
2005-08,66.6,
2005-09,66.1,
2005-10,74.5,
2005-11,71.3,
2005-12,68.6,
2006-01,75.2,
2006-02,77.4,
2006-03,81.5,
2006-04,83.6,
2006-05,85.3,
2006-06,83.5,
2006-07,76.6,
2006-08,83.4,
2006-09,90.5,
2006-10,85.1,
2006-11,79.5,
2006-12,71.5,
2007-01,81.0,
2007-02,81.8,
2007-03,84.7,
2007-04,82.6,
2007-05,79.5,
2007-06,86.9,
2007-07,88.0,
2007-08,91.0,
2007-09,90.3,
2007-10,93.8,
2007-11,89.0,
2007-12,95.0,
2008-01,101.4,
2008-02,102.3,
2008-03,104.7,
2008-04,107.7,
2008-05,109.7,
2008-06,113.0,
2008-07,119.4,
2008-08,116.9,
2008-09,119.4,
2008-10,113.4,
2008-11,115.5,
2008-12,122.5,
2009-01,133.8,
2009-02,126.4,
2009-03,143.7,
2009-04,146.2,
2009-05,146.7,
2009-06,159.3,
2009-07,145.8,
2009-08,135.3,
2009-09,149.1,
2009-10,145.6,
2009-11,149.5,
2009-12,162.4,
2010-01,150.6,
2010-02,146.0,
2010-03,148.3,
2010-04,160.2,
2010-05,155.2,
2010-06,89.6,
2010-07,90.3,
2010-08,89.7,
2010-09,85.0,
2010-10,85.1,
2010-11,86.2,
2010-12,89.4,
2011-01,86.4,
2011-02,86.3,
2011-03,85.1,
2011-04,83.4,
2011-05,83.8,
2011-06,84.6,
2011-07,84.9,
2011-08,88.9,
2011-09,89.9,
2011-10,92.0,
2011-11,91.8,
2011-12,92.4,
2012-01,96.1,
2012-02,92.8,
2012-03,91.7,
2012-04,91.8,
2012-05,92.6,
2012-06,94.1,
2012-07,94.4,
2012-08,96.3,
2012-09,95.2,
2012-10,95.6,
2012-11,95.1,
2012-12,97.2,
2013-01,94.8,
2013-02,94.0,
2013-03,94.7,
2013-04,94.5,
2013-05,94.6,
2013-06,95.1,
2013-07,93.8,
2013-08,94.4,
2013-09,93.9,
2013-10,94.0,
2013-11,92.8,
2013-12,91.4,
2014-01,92.0,
2014-02,93.0,
2014-03,93.3,
2014-04,94.0,
2014-05,94.6,
2014-06,93.2,
2014-07,95.5,
2014-08,95.8,
2014-09,97.5,
2014-10,96.5,
2014-11,98.6,
2014-12,111.3,Provisional value
2015-01,113.0,
