"",BBK01.OEAH12M,BBK01.OEAH12M_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:26:41,
2002-01,39.541,
2002-04,39.084,
2002-07,38.969,
2002-10,40.202,
2003-01,40.762,
2003-04,40.786,
2003-07,41.113,
2003-10,41.916,
2004-01,42.023,
2004-04,41.921,
2004-07,41.567,
2004-10,42.649,
2005-01,45.704,
2005-04,45.403,
2005-07,45.020,
2005-10,45.355,
2006-01,44.745,
2006-04,43.941,
2006-07,42.780,
2006-10,42.298,
2007-01,40.958,
2007-04,39.946,
2007-07,38.747,
2007-10,38.776,
2008-01,38.011,
2008-04,37.633,
2008-07,36.544,
2008-10,37.496,
2009-01,38.264,
2009-04,38.006,
2009-07,37.948,
2009-10,39.057,
2010-01,39.602,
2010-04,40.010,
2010-07,40.499,
2010-10,41.673,
2011-01,42.209,
2011-04,42.285,
2011-07,42.133,
2011-10,42.815,
2012-01,43.295,
2012-04,43.178,
2012-07,42.921,
2012-10,43.459,
2013-01,44.000,
2013-04,44.141,
2013-07,44.085,
2013-10,44.651,
2014-01,44.781,
2014-04,44.783,
2014-07,44.754,
