"",BBK01.OUE302,BBK01.OUE302_FLAGS
"",Time deposits of local government and local government associations / for more than two years / Branches of foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:25:44,
1999-01,0.009,
1999-02,0.009,
1999-03,0.009,
1999-04,0.014,
1999-05,0.014,
1999-06,0.014,
1999-07,0.014,
1999-08,0.013,
1999-09,0.013,
1999-10,0.013,
1999-11,0.013,
1999-12,0.012,
2000-01,0.012,
2000-02,0.012,
2000-03,0.013,
2000-04,0.013,
2000-05,0.013,
2000-06,0.008,
2000-07,0.013,
2000-08,0.008,
2000-09,0.013,
2000-10,0.013,
2000-11,0.013,
2000-12,0.013,
2001-01,0.013,
2001-02,0.013,
2001-03,0.013,
2001-04,0.013,
2001-05,0.013,
2001-06,0.013,
2001-07,0.013,
2001-08,0.013,
2001-09,0.013,
2001-10,0.013,
2001-11,0.013,
2001-12,0.013,
2002-01,0.013,
2002-02,0.013,
2002-03,0.013,
2002-04,0.013,
2002-05,0.013,
2002-06,0.013,
2002-07,0.013,
2002-08,0.008,
2002-09,0.008,
2002-10,0.005,
2002-11,0.005,
2002-12,0.005,
2003-01,0.005,
2003-02,0.005,
2003-03,0.005,
2003-04,0.005,
2003-05,0.005,
2003-06,0.005,
2003-07,0.005,
2003-08,0.005,
2003-09,0.005,
2003-10,0.005,
2003-11,0.007,
2003-12,0.007,
2004-01,0.007,
2004-02,0.007,
2004-03,0.006,
2004-04,0.006,
2004-05,0.006,
2004-06,0.006,
2004-07,0.006,
2004-08,0.006,
2004-09,0.006,
2004-10,0.006,
2004-11,0.006,
2004-12,0.006,
2005-01,0.006,
2005-02,0.009,
2005-03,0.009,
2005-04,0.009,
2005-05,0.009,
2005-06,0.009,
2005-07,0.014,
2005-08,0.014,
2005-09,0.018,
2005-10,0.018,
2005-11,0.018,
2005-12,0.018,
2006-01,0.018,
2006-02,0.018,
2006-03,0.018,
2006-04,0.018,
2006-05,0.018,
2006-06,0.018,
2006-07,0.018,
2006-08,0.019,
2006-09,0.026,
2006-10,0.026,
2006-11,0.040,
2006-12,0.043,
2007-01,0.043,
2007-02,0.043,
2007-03,0.046,
2007-04,0.051,
2007-05,0.051,
2007-06,0.052,
2007-07,0.048,
2007-08,0.048,
2007-09,0.052,
2007-10,0.052,
2007-11,0.047,
2007-12,0.050,
2008-01,0.050,
2008-02,0.045,
2008-03,0.051,
2008-04,0.051,
2008-05,0.051,
2008-06,0.051,
2008-07,0.053,
2008-08,0.063,
2008-09,0.063,
2008-10,0.063,
2008-11,0.063,
2008-12,0.063,
2009-01,0.063,
2009-02,0.064,
2009-03,0.063,
2009-04,0.063,
2009-05,0.063,
2009-06,0.063,
2009-07,0.070,
2009-08,0.072,
2009-09,0.064,
2009-10,0.065,
2009-11,0.065,
2009-12,0.062,
2010-01,0.062,
2010-02,0.065,
2010-03,0.059,
2010-04,0.061,
2010-05,0.062,
2010-06,0.058,
2010-07,0.059,
2010-08,0.061,
2010-09,0.055,
2010-10,0.054,
2010-11,0.064,
2010-12,0.065,
2011-01,0.066,
2011-02,0.063,
2011-03,0.063,
2011-04,0.063,
2011-05,0.063,
2011-06,0.061,
2011-07,0.061,
2011-08,0.061,
2011-09,0.061,
2011-10,0.056,
2011-11,0.057,
2011-12,0.056,
2012-01,0.056,
2012-02,0.060,
2012-03,0.045,
2012-04,0.049,
2012-05,0.049,
2012-06,0.133,
2012-07,0.140,
2012-08,0.139,
2012-09,0.141,
2012-10,0.151,
2012-11,0.160,
2012-12,0.163,
2013-01,0.163,
2013-02,0.165,
2013-03,0.167,
2013-04,0.173,
2013-05,0.164,
2013-06,0.167,
2013-07,0.175,
2013-08,0.184,
2013-09,0.190,
2013-10,0.201,
2013-11,0.198,
2013-12,0.189,
2014-01,0.180,
2014-02,0.187,
2014-03,0.197,
2014-04,0.191,
2014-05,0.203,
2014-06,0.203,
2014-07,0.217,
2014-08,0.253,
2014-09,0.244,
2014-10,0.280,
2014-11,0.275,
2014-12,0.300,Provisional value
