"",BBK01.PQ3097,BBK01.PQ3097_FLAGS
"","Lending to wholesale and retail trade, repair of motor vehicles, motorcycles and personal and household goods / Medium-term / All categories of banks",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:31:37,
1968-10,1.298,
1969-01,1.363,
1969-04,1.368,
1969-07,1.418,
1969-10,1.475,
1970-01,1.497,
1970-04,1.530,
1970-07,1.523,
1970-10,1.691,
1971-01,1.693,
1971-04,1.724,
1971-07,1.805,
1971-10,1.832,
1972-01,1.850,
1972-04,1.914,
1972-07,2.027,
1972-10,2.135,
1973-01,2.266,
1973-04,2.381,
1973-07,2.471,
1973-10,2.403,
1974-01,2.495,
1974-04,2.371,
1974-07,2.366,
1974-10,2.255,
1975-01,2.237,
1975-04,2.196,
1975-07,2.190,
1975-10,2.251,
1976-01,2.231,
1976-04,2.307,
1976-07,2.482,
1976-10,2.730,
1977-01,2.680,
1977-04,2.745,
1977-07,2.731,
1977-10,3.023,
1978-01,2.993,
1978-04,3.080,
1978-07,3.287,
1978-10,3.576,
1979-01,3.953,
1979-04,4.016,
1979-07,4.205,
1979-10,4.534,
1980-01,4.618,
1980-04,4.735,
1980-07,4.743,
1980-10,4.873,
1981-01,4.880,
1981-04,5.002,
1981-07,5.058,
1981-10,4.948,
1982-01,4.763,
1982-04,4.600,
1982-07,4.603,
1982-10,4.561,
1983-01,4.325,
1983-04,4.371,
1983-07,4.396,
1983-10,4.698,
1984-01,4.736,
1984-04,4.779,
1984-07,4.824,
1984-10,4.865,
1985-01,4.659,
1985-04,4.734,
1985-07,4.735,
1985-10,5.023,
1986-01,4.961,
1986-04,5.085,
1986-07,5.134,
1986-10,5.116,
1987-01,5.131,
1987-04,5.336,
1987-07,5.402,
1987-10,5.598,
1988-01,5.527,
1988-04,5.440,
1988-07,5.415,
1988-10,5.404,
1989-01,5.349,
1989-04,5.357,
1989-07,5.657,
1989-10,5.851,
1990-01,6.432,
1990-04,6.700,
1990-07,6.643,
1990-10,7.250,
1991-01,7.880,
1991-04,8.063,
1991-07,8.795,
1991-10,8.999,
1992-01,9.344,
1992-04,9.636,
1992-07,9.675,
1992-10,10.450,
1993-01,10.321,
1993-04,10.397,
1993-07,10.430,
1993-10,10.442,
1994-01,10.232,
1994-04,9.659,
1994-07,9.609,
1994-10,8.872,
1995-01,9.060,
1995-04,9.132,
1995-07,9.179,
1995-10,9.224,
1996-01,8.914,
1996-04,8.919,
1996-07,9.144,
1996-10,8.920,
1997-01,8.695,
1997-04,8.596,
1997-07,8.738,
1997-10,8.548,
1998-01,8.640,
1998-04,8.376,
1998-07,8.517,
1998-10,8.242,
1999-01,14.151,
1999-04,13.871,
1999-07,13.687,
1999-10,12.960,
2000-01,13.170,
2000-04,13.208,
2000-07,13.189,
2000-10,13.293,
2001-01,13.236,
2001-04,12.980,
2001-07,13.256,
2001-10,13.353,
2002-01,13.216,
2002-04,13.219,
2002-07,13.344,
2002-10,13.544,
2003-01,13.064,
2003-04,12.738,
2003-07,12.645,
2003-10,11.930,
2004-01,11.591,
2004-04,11.834,
2004-07,11.723,
2004-10,11.112,
2005-01,10.961,
2005-04,11.218,
2005-07,11.363,
2005-10,11.355,
2006-01,11.464,
2006-04,11.516,
2006-07,11.530,
2006-10,11.386,
2007-01,11.311,
2007-04,12.398,
2007-07,12.687,
2007-10,13.067,
2008-01,13.182,
2008-04,13.526,
2008-07,13.729,
2008-10,13.839,
2009-01,13.177,
2009-04,13.209,
2009-07,13.424,
2009-10,13.935,
2010-01,14.578,
2010-04,13.610,
2010-07,13.313,
2010-10,13.398,
2011-01,13.724,
2011-04,13.739,
2011-07,15.188,
2011-10,15.477,
2012-01,15.636,
2012-04,15.784,
2012-07,15.979,
2012-10,16.454,
2013-01,16.627,
2013-04,16.928,
2013-07,16.513,
2013-10,16.943,
2014-01,16.528,
2014-04,16.874,
2014-07,16.947,
2014-10,16.637,
