"",BBK01.PC3715,BBK01.PC3715_FLAGS
"",Lending to domestic enterprises and self-employed persons / Manufacturing sector / Total / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:29:24,
1985-10,6.117,
1986-01,6.259,
1986-04,6.368,
1986-07,6.041,
1986-10,6.135,
1987-01,5.977,
1987-04,5.719,
1987-07,5.889,
1987-10,5.626,
1988-01,5.759,
1988-04,5.512,
1988-07,5.339,
1988-10,5.494,
1989-01,5.877,
1989-04,6.016,
1989-07,5.861,
1989-10,5.779,
1990-01,6.248,
1990-04,6.426,
1990-07,6.467,
1990-10,6.121,
1991-01,6.549,
1991-04,6.891,
1991-07,6.825,
1991-10,6.843,
1992-01,6.479,
1992-04,6.936,
1992-07,6.513,
1992-10,7.704,
1993-01,7.805,
1993-04,7.820,
1993-07,7.489,
1993-10,6.881,
1994-01,6.850,
1994-04,6.893,
1994-07,7.125,
1994-10,6.665,
1995-01,7.033,
1995-04,6.971,
1995-07,6.814,
1995-10,6.400,
1996-01,6.599,
1996-04,6.921,
1996-07,6.814,
1996-10,6.738,
1997-01,7.361,
1997-04,7.287,
1997-07,6.989,
1997-10,6.942,
1998-01,6.913,
1998-04,7.166,
1998-07,6.996,
1998-10,6.896,
1999-01,6.056,
1999-04,6.364,
1999-07,7.062,
1999-10,7.636,
2000-01,8.541,
2000-04,7.960,
2000-07,7.918,
2000-10,7.590,
2001-01,7.939,
2001-04,8.408,
2001-07,8.184,
2001-10,7.865,
2002-01,8.016,
2002-04,8.052,
2002-07,8.056,
2002-10,7.716,
2003-01,7.773,
2003-04,7.712,
2003-07,7.716,
2003-10,7.230,
2004-01,7.952,
2004-04,7.676,
2004-07,7.486,
2004-10,7.669,
2005-01,7.669,
2005-04,9.315,
2005-07,9.466,
2005-10,16.473,
2006-01,15.889,
2006-04,16.355,
2006-07,16.876,
2006-10,15.854,
2007-01,17.515,
2007-04,18.032,
2007-07,17.851,
2007-10,19.009,
2008-01,22.420,
2008-04,25.241,
2008-07,24.647,
2008-10,25.682,
2009-01,25.549,
2009-04,24.919,
2009-07,22.455,
2009-10,20.242,
2010-01,19.355,
2010-04,19.222,
2010-07,18.174,
2010-10,17.214,
2011-01,18.065,
2011-04,17.303,
2011-07,15.970,
2011-10,15.586,
2012-01,16.054,
2012-04,15.728,
2012-07,14.255,
2012-10,13.413,
2013-01,13.741,
2013-04,13.638,
2013-07,12.774,
2013-10,12.462,
2014-01,13.817,
2014-04,13.457,
2014-07,13.154,
2014-10,12.125,
