"",BBK01.OEXB08H,BBK01.OEXB08H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:26:03,
2002-01,9.453,
2002-04,9.693,
2002-07,9.928,
2002-10,9.906,
2003-01,10.120,
2003-04,10.112,
2003-07,10.307,
2003-10,10.706,
2004-01,10.158,
2004-04,10.271,
2004-07,10.082,
2004-10,8.563,
2005-01,8.829,
2005-04,8.874,
2005-07,9.117,
2005-10,9.368,
2006-01,9.243,
2006-04,9.538,
2006-07,9.761,
2006-10,10.227,
2007-01,10.404,
2007-04,10.729,
2007-07,11.035,
2007-10,11.164,
2008-01,11.456,
2008-04,11.606,
2008-07,11.984,
2008-10,11.927,
2009-01,12.078,
2009-04,12.325,
2009-07,12.594,
2009-10,12.772,
2010-01,12.835,
2010-04,13.312,
2010-07,13.549,
2010-10,13.358,
2011-01,13.594,
2011-04,13.741,
2011-07,13.887,
2011-10,14.423,
2012-01,14.642,
2012-04,14.954,
2012-07,15.164,
2012-10,15.246,
2013-01,15.530,
2013-04,15.764,
2013-07,16.091,
2013-10,16.253,
2014-01,16.401,
2014-04,16.722,
2014-07,16.866,
