"",BBK01.OEAA21N,BBK01.OEAA21N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:18:08,
2002-01,94.623,
2002-04,95.428,
2002-07,95.055,
2002-10,97.096,
2003-01,94.251,
2003-04,93.365,
2003-07,93.055,
2003-10,87.856,
2004-01,87.907,
2004-04,88.074,
2004-07,88.495,
2004-10,82.788,
2005-01,83.773,
2005-04,84.538,
2005-07,86.520,
2005-10,87.941,
2006-01,97.903,
2006-04,100.109,
2006-07,101.512,
2006-10,101.907,
2007-01,103.522,
2007-04,105.719,
2007-07,107.751,
2007-10,110.698,
2008-01,114.070,
2008-04,118.042,
2008-07,115.401,
2008-10,118.183,
2009-01,117.195,
2009-04,119.573,
2009-07,120.600,
2009-10,123.202,
2010-01,123.216,
2010-04,123.260,
2010-07,123.658,
2010-10,125.472,
2011-01,126.322,
2011-04,126.088,
2011-07,126.557,
2011-10,127.220,
2012-01,128.483,
2012-04,127.175,
2012-07,127.349,
2012-10,126.870,
2013-01,127.931,
2013-04,128.545,
2013-07,125.459,
2013-10,125.721,
2014-01,127.579,
2014-04,128.564,
2014-07,129.400,
