"",BBK01.WX0081,BBK01.WX0081_FLAGS
"",Zero-coupon euro swap curve / bootstrapped and interpolated / 9.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:25,
2002-01,5.187,
2002-02,5.225,
2002-03,5.516,
2002-04,5.396,
2002-05,5.426,
2002-06,5.220,
2002-07,5.024,
2002-08,4.822,
2002-09,4.548,
2002-10,4.727,
2002-11,4.691,
2002-12,4.377,
2003-01,4.267,
2003-02,4.075,
2003-03,4.212,
2003-04,4.222,
2003-05,3.832,
2003-06,3.917,
2003-07,4.322,
2003-08,4.306,
2003-09,4.131,
2003-10,4.432,
2003-11,4.564,
2003-12,4.409,
2004-01,4.381,
2004-02,4.176,
2004-03,4.052,
2004-04,4.314,
2004-05,4.495,
2004-06,4.433,
2004-07,4.335,
2004-08,4.122,
2004-09,4.089,
2004-10,3.961,
2004-11,3.818,
2004-12,3.720,
2005-01,3.580,
2005-02,3.778,
2005-03,3.677,
2005-04,3.496,
2005-05,3.334,
2005-06,3.149,
2005-07,3.298,
2005-08,3.148,
2005-09,3.213,
2005-10,3.470,
2005-11,3.515,
2005-12,3.405,
2006-01,3.613,
2006-02,3.634,
2006-03,3.966,
2006-04,4.141,
2006-05,4.162,
2006-06,4.264,
2006-07,4.140,
2006-08,3.969,
2006-09,3.932,
2006-10,3.932,
2006-11,3.886,
2006-12,4.166,
2007-01,4.305,
2007-02,4.161,
2007-03,4.274,
2007-04,4.371,
2007-05,4.651,
2007-06,4.843,
2007-07,4.699,
2007-08,4.614,
2007-09,4.677,
2007-10,4.629,
2007-11,4.579,
2007-12,4.686,
2008-01,4.338,
2008-02,4.278,
2008-03,4.356,
2008-04,4.541,
2008-05,4.787,
2008-06,5.010,
2008-07,4.812,
2008-08,4.632,
2008-09,4.654,
2008-10,4.458,
2008-11,3.907,
2008-12,3.688,
2009-01,3.680,
2009-02,3.407,
2009-03,3.326,
2009-04,3.395,
2009-05,3.672,
2009-06,3.579,
2009-07,3.482,
2009-08,3.412,
2009-09,3.422,
2009-10,3.466,
2009-11,3.403,
2009-12,3.563,
2010-01,3.370,
2010-02,3.280,
2010-03,3.236,
2010-04,3.131,
2010-05,2.882,
2010-06,2.853,
2010-07,2.893,
2010-08,2.268,
2010-09,2.521,
2010-10,2.749,
2010-11,3.008,
2010-12,3.303,
2011-01,3.435,
2011-02,3.398,
2011-03,3.616,
2011-04,3.509,
2011-05,3.311,
2011-06,3.386,
2011-07,3.107,
2011-08,2.822,
2011-09,2.488,
2011-10,2.531,
2011-11,2.673,
2011-12,2.319,
2012-01,2.177,
2012-02,2.184,
2012-03,2.220,
2012-04,2.098,
2012-05,1.618,
2012-06,1.896,
2012-07,1.687,
2012-08,1.616,
2012-09,1.652,
2012-10,1.665,
2012-11,1.562,
2012-12,1.445,
2013-01,1.821,
2013-02,1.626,
2013-03,1.574,
2013-04,1.360,
2013-05,1.643,
2013-06,1.928,
2013-07,1.861,
2013-08,2.100,
2013-09,1.963,
2013-10,1.863,
2013-11,1.872,
2013-12,2.068,
2014-01,1.771,
2014-02,1.761,
2014-03,1.670,
2014-04,1.595,
2014-05,1.452,
2014-06,1.331,
2014-07,1.261,
2014-08,0.989,
2014-09,1.029,
2014-10,0.947,
2014-11,0.798,
2014-12,0.726,
2015-01,0.589,
