"",BBK01.OUC177,BBK01.OUC177_FLAGS
"",Time deposits of non-banks (non-MFIs) / for up and including 1 year / Big banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:15:30,
1968-12,8.322,
1969-01,8.357,
1969-02,8.261,
1969-03,8.073,
1969-04,8.338,
1969-05,9.794,
1969-06,8.941,
1969-07,8.573,
1969-08,8.454,
1969-09,9.280,
1969-10,9.663,
1969-11,8.826,
1969-12,9.337,
1970-01,8.845,
1970-02,9.195,
1970-03,8.822,
1970-04,9.527,
1970-05,9.811,
1970-06,10.003,
1970-07,10.607,
1970-08,10.632,
1970-09,10.092,
1970-10,10.819,
1970-11,10.933,
1970-12,10.880,
1971-01,11.177,
1971-02,11.494,
1971-03,11.534,
1971-04,12.369,
1971-05,12.411,
1971-06,11.231,
1971-07,10.727,
1971-08,10.859,
1971-09,11.027,
1971-10,11.733,
1971-11,12.058,
1971-12,12.330,
1972-01,12.369,
1972-02,12.292,
1972-03,11.102,
1972-04,11.279,
1972-05,11.888,
1972-06,11.895,
1972-07,12.474,
1972-08,12.346,
1972-09,12.100,
1972-10,12.530,
1972-11,12.443,
1972-12,13.881,
1973-01,14.429,
1973-02,14.754,
1973-03,14.230,
1973-04,14.943,
1973-05,16.637,
1973-06,15.731,
1973-07,16.665,
1973-08,17.730,
1973-09,18.003,
1973-10,19.124,
1973-11,17.678,
1973-12,17.155,
1974-01,16.924,
1974-02,16.556,
1974-03,15.430,
1974-04,16.502,
1974-05,15.980,
1974-06,14.787,
1974-07,14.895,
1974-08,14.701,
1974-09,14.023,
1974-10,14.812,
1974-11,14.814,
1974-12,15.600,
1975-01,14.923,
1975-02,14.330,
1975-03,12.963,
1975-04,12.702,
1975-05,11.880,
1975-06,11.613,
1975-07,11.889,
1975-08,12.789,
1975-09,12.127,
1975-10,14.825,
1975-11,14.996,
1975-12,16.784,
1976-01,14.159,
1976-02,14.816,
1976-03,13.437,
1976-04,13.415,
1976-05,12.953,
1976-06,12.775,
1976-07,12.888,
1976-08,14.889,
1976-09,15.223,
1976-10,16.864,
1976-11,16.212,
1976-12,17.743,
1977-01,15.671,
1977-02,15.324,
1977-03,14.350,
1977-04,14.684,
1977-05,14.640,
1977-06,13.820,
1977-07,14.460,
1977-08,14.872,
1977-09,15.250,
1977-10,17.494,
1977-11,18.513,
1977-12,20.315,
1978-01,15.765,
1978-02,15.971,
1978-03,14.574,
1978-04,15.528,
1978-05,15.217,
1978-06,14.793,
1978-07,15.166,
1978-08,15.804,
1978-09,16.615,
1978-10,19.158,
1978-11,21.325,
1978-12,22.870,
1979-01,17.595,
1979-02,17.524,
1979-03,17.516,
1979-04,17.531,
1979-05,17.951,
1979-06,18.919,
1979-07,20.423,
1979-08,21.120,
1979-09,20.558,
1979-10,21.234,
1979-11,22.077,
