"",BBK01.OEAC57M,BBK01.OEAC57M_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:55:49,
2002-01,13.792,
2002-04,13.982,
2002-07,14.364,
2002-10,14.408,
2003-01,14.219,
2003-04,14.284,
2003-07,17.226,
2003-10,17.139,
2004-01,15.946,
2004-04,15.809,
2004-07,16.584,
2004-10,15.700,
2005-01,15.821,
2005-04,15.784,
2005-07,15.247,
2005-10,15.535,
2006-01,15.278,
2006-04,14.918,
2006-07,14.201,
2006-10,14.203,
2007-01,14.134,
2007-04,14.122,
2007-07,14.107,
2007-10,14.175,
2008-01,13.944,
2008-04,13.967,
2008-07,14.159,
2008-10,14.054,
2009-01,13.943,
2009-04,14.194,
2009-07,14.174,
2009-10,13.824,
2010-01,14.511,
2010-04,14.445,
2010-07,14.668,
2010-10,13.957,
2011-01,13.953,
2011-04,13.801,
2011-07,13.738,
2011-10,13.939,
2012-01,13.887,
2012-04,14.126,
2012-07,14.102,
2012-10,14.075,
2013-01,14.215,
2013-04,14.097,
2013-07,14.102,
2013-10,14.082,
2014-01,14.081,
2014-04,14.063,
2014-07,13.992,
