"",BBK01.QX7129,BBK01.QX7129_FLAGS
"","Foreign branches: Liabilities to non-residents, total / Spain / Euro",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:46:24,
1995-01,0.395,
1995-02,0.370,
1995-03,0.478,
1995-04,0.728,
1995-05,0.584,
1995-06,0.478,
1995-07,0.442,
1995-08,0.574,
1995-09,0.556,
1995-10,0.499,
1995-11,0.529,
1995-12,0.530,
1996-01,0.494,
1996-02,0.376,
1996-03,0.593,
1996-04,0.497,
1996-05,0.485,
1996-06,0.461,
1996-07,0.411,
1996-08,0.424,
1996-09,0.348,
1996-10,0.258,
1996-11,0.356,
1996-12,0.384,
1997-01,0.468,
1997-02,0.362,
1997-03,0.469,
1997-04,0.591,
1997-05,0.553,
1997-06,0.260,
1997-07,0.180,
1997-08,0.190,
1997-09,0.193,
1997-10,0.357,
1997-11,0.239,
1997-12,0.310,
1998-01,0.248,
1998-02,0.257,
1998-03,0.267,
1998-04,0.288,
1998-05,0.233,
1998-06,0.325,
1998-07,0.393,
1998-08,0.313,
1998-09,0.325,
1998-10,0.623,
1998-11,0.659,
1998-12,0.419,
1999-01,6.492,
1999-02,5.967,
1999-03,5.128,
1999-04,4.533,
1999-05,4.587,
1999-06,5.348,
1999-07,5.503,
1999-08,3.634,
1999-09,4.228,
1999-10,4.062,
1999-11,3.597,
1999-12,3.756,
2000-01,4.487,
2000-02,4.524,
2000-03,4.561,
2000-04,4.184,
2000-05,3.819,
2000-06,3.212,
2000-07,2.976,
2000-08,4.243,
2000-09,4.061,
2000-10,3.828,
2000-11,2.789,
2000-12,2.907,
2001-01,4.902,
2001-02,4.620,
2001-03,4.480,
2001-04,4.201,
2001-05,4.403,
2001-06,3.483,
2001-07,3.843,
2001-08,2.758,
2001-09,3.043,
2001-10,2.443,
2001-11,2.741,
2001-12,2.237,
2002-01,1.810,
2002-02,2.355,
2002-03,1.921,
2002-04,2.368,
2002-05,1.996,
2002-06,1.854,
2002-07,1.508,
2002-08,1.599,
2002-09,2.729,
2002-10,2.858,
2002-11,2.381,
2002-12,2.102,
2003-01,2.346,
2003-02,2.282,
2003-03,2.381,
2003-04,1.876,
2003-05,2.000,
2003-06,2.566,
2003-07,4.017,
2003-08,4.535,
2003-09,5.806,
2003-10,5.400,
2003-11,5.471,
2003-12,4.423,
2004-01,5.449,
2004-02,6.343,
2004-03,5.542,
2004-04,6.348,
2004-05,5.505,
2004-06,5.129,
2004-07,3.238,
2004-08,2.713,
2004-09,3.195,
2004-10,3.188,
2004-11,3.136,
2004-12,3.570,
2005-01,4.160,
2005-02,4.870,
2005-03,3.855,
2005-04,4.026,
2005-05,4.683,
2005-06,3.441,
2005-07,4.611,
2005-08,3.293,
2005-09,3.159,
2005-10,4.145,
2005-11,4.511,
2005-12,4.182,
2006-01,3.457,
2006-02,3.676,
2006-03,3.503,
2006-04,3.273,
2006-05,4.686,
2006-06,4.211,
2006-07,5.026,
2006-08,5.067,
2006-09,4.863,
2006-10,4.565,
2006-11,5.149,
2006-12,4.696,
2007-01,5.143,
2007-02,5.300,
2007-03,6.327,
2007-04,5.954,
2007-05,5.507,
2007-06,5.685,
2007-07,4.821,
2007-08,5.063,
2007-09,7.058,
2007-10,4.560,
2007-11,5.101,
2007-12,4.682,
2008-01,5.046,
2008-02,4.785,
2008-03,5.424,
2008-04,5.188,
2008-05,5.166,
2008-06,5.115,
2008-07,5.033,
2008-08,5.111,
2008-09,3.904,
2008-10,4.496,
2008-11,3.843,
2008-12,4.235,
2009-01,4.284,
2009-02,4.590,
2009-03,4.665,
2009-04,4.638,
2009-05,5.027,
2009-06,4.816,
2009-07,3.989,
2009-08,5.566,
2009-09,5.606,
2009-10,4.780,
2009-11,4.654,
2009-12,3.718,
2010-01,3.235,
2010-02,3.520,
2010-03,3.794,
2010-04,4.668,
2010-05,4.627,
2010-06,4.148,
2010-07,4.304,
2010-08,4.077,
2010-09,4.279,
2010-10,4.279,
2010-11,3.406,
2010-12,3.418,
2011-01,2.946,
2011-02,2.961,
2011-03,2.929,
2011-04,3.150,
2011-05,2.563,
2011-06,3.127,
2011-07,2.931,
2011-08,2.815,
2011-09,2.883,
2011-10,2.738,
2011-11,3.145,
2011-12,3.199,
2012-01,3.598,
2012-02,3.682,
2012-03,8.089,
2012-04,7.631,
2012-05,8.029,
2012-06,7.277,
2012-07,7.212,
2012-08,7.360,
2012-09,7.256,
2012-10,7.063,
2012-11,7.158,
2012-12,7.942,
2013-01,6.919,
2013-02,3.083,
2013-03,2.921,
2013-04,2.977,
2013-05,2.226,
2013-06,2.124,
2013-07,2.277,
2013-08,2.026,
2013-09,2.055,
2013-10,2.120,
2013-11,2.113,
2013-12,2.144,
2014-01,1.811,
2014-02,1.584,
2014-03,1.387,
2014-04,1.436,
2014-05,1.642,
2014-06,1.769,
2014-07,1.563,
2014-08,1.613,
2014-09,1.446,
2014-10,1.408,
2014-11,1.666,
