"",BBK01.TVD424,BBK01.TVD424_FLAGS
"",Claims on non-Euro-Area residents / Total / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:21:00,
1980-01,0,
1980-02,610,
1980-03,3071,
1980-04,990,
1980-05,-269,
1980-06,-240,
1980-07,-561,
1980-08,1070,
1980-09,15,
1980-10,2718,
1980-11,2422,
1980-12,-822,
1981-01,222,
1981-02,101,
1981-03,1471,
1981-04,-850,
1981-05,2632,
1981-06,-15,
1981-07,1105,
1981-08,649,
1981-09,-1343,
1981-10,1537,
1981-11,1739,
1981-12,1723,
1982-01,-2035,
1982-02,1130,
1982-03,91,
1982-04,-1178,
1982-05,604,
1982-06,436,
1982-07,-537,
1982-08,397,
1982-09,812,
1982-10,395,
1982-11,1065,
1982-12,362,
1983-01,-2042,
1983-02,-479,
1983-03,-1198,
1983-04,253,
1983-05,814,
1983-06,2434,
1983-07,-1540,
1983-08,-283,
1983-09,1401,
1983-10,648,
1983-11,1560,
1983-12,2016,
1984-01,-1356,
1984-02,158,
1984-03,-82,
1984-04,-474,
1984-05,1295,
1984-06,667,
1984-07,-89,
1984-08,206,
1984-09,4244,
1984-10,1404,
1984-11,1809,
1984-12,4381,
1985-01,-859,
1985-02,4796,
1985-03,-2140,
1985-04,-709,
1985-05,-599,
1985-06,4231,
1985-07,-2260,
1985-08,601,
1985-09,354,
1985-10,1931,
1985-11,2277,
1985-12,7199,
1986-01,-1124,
1986-02,3868,
1986-03,1446,
1986-04,-213,
1986-05,3791,
1986-06,1994,
1986-07,-1611,
1986-08,3550,
1986-09,6085,
1986-10,-25,
1986-11,5420,
1986-12,1690,
1987-01,-977,
1987-02,1948,
1987-03,3943,
1987-04,581,
1987-05,3522,
1987-06,3625,
1987-07,-1633,
1987-08,423,
1987-09,182,
1987-10,-1005,
1987-11,-1813,
1987-12,-800,
1988-01,-1211,
1988-02,1504,
1988-03,-632,
1988-04,-1684,
1988-05,2032,
1988-06,6001,
1988-07,2444,
1988-08,3005,
1988-09,3110,
1988-10,-102,
1988-11,885,
1988-12,-157,
1989-01,-2774,
1989-02,-1379,
1989-03,2586,
1989-04,2589,
1989-05,6487,
1989-06,4133,
1989-07,-66,
1989-08,3237,
1989-09,2409,
1989-10,1303,
1989-11,10693,
1989-12,3181,
1990-01,-427,
1990-02,3087,
1990-03,106,
1990-04,1940,
1990-05,2695,
1990-06,-1905,
1990-07,1942,
1990-08,892,
1990-09,4441,
1990-10,-3772,
1990-11,5279,
1990-12,5578,
1991-01,-3408,
1991-02,7865,
1991-03,1202,
1991-04,-6474,
1991-05,-1991,
1991-06,4946,
1991-07,-6294,
1991-08,2035,
1991-09,-446,
1991-10,1696,
1991-11,5794,
1991-12,1208,
1992-01,-276,
1992-02,350,
1992-03,227,
1992-04,-529,
1992-05,-2177,
1992-06,-3862,
1992-07,-699,
1992-08,655,
1992-09,177,
1992-10,10524,
1992-11,4590,
1992-12,-4768,
1993-01,-2853,
1993-02,9424,
1993-03,6107,
1993-04,1049,
1993-05,3104,
1993-06,14679,
1993-07,608,
1993-08,-12609,
1993-09,7807,
1993-10,4165,
1993-11,9441,
1993-12,19972,
1994-01,-979,
1994-02,-860,
1994-03,-12479,
1994-04,-2735,
1994-05,-4196,
1994-06,-1751,
1994-07,-9119,
1994-08,3051,
1994-09,-2704,
1994-10,-2130,
1994-11,10603,
1994-12,14938,
1995-01,-8852,
1995-02,608,
1995-03,-2369,
1995-04,6976,
1995-05,6971,
1995-06,4113,
1995-07,2998,
1995-08,13642,
1995-09,2576,
1995-10,-1850,
1995-11,3499,
1995-12,2219,
1996-01,-406,
1996-02,4942,
1996-03,1657,
1996-04,3968,
1996-05,3867,
1996-06,3324,
1996-07,-7728,
1996-08,3457,
1996-09,5752,
1996-10,-9291,
1996-11,14407,
1996-12,11611,
1997-01,5412,
1997-02,12964,
1997-03,7500,
1997-04,6489,
1997-05,-774,
1997-06,13866,
1997-07,12162,
1997-08,-4114,
1997-09,-2640,
