"",BBK01.OEAH10N,BBK01.OEAH10N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:27:15,
2002-01,26.053,
2002-04,26.302,
2002-07,26.094,
2002-10,25.589,
2003-01,25.272,
2003-04,25.184,
2003-07,25.063,
2003-10,25.150,
2004-01,25.319,
2004-04,25.489,
2004-07,25.482,
2004-10,25.481,
2005-01,25.143,
2005-04,25.189,
2005-07,24.495,
2005-10,23.891,
2006-01,23.412,
2006-04,23.088,
2006-07,22.638,
2006-10,22.276,
2007-01,21.862,
2007-04,21.482,
2007-07,21.124,
2007-10,20.481,
2008-01,19.669,
2008-04,19.268,
2008-07,18.607,
2008-10,18.425,
2009-01,18.142,
2009-04,18.647,
2009-07,19.108,
2009-10,19.957,
2010-01,21.422,
2010-04,22.086,
2010-07,21.790,
2010-10,21.921,
2011-01,22.113,
2011-04,22.926,
2011-07,23.378,
2011-10,23.278,
2012-01,23.466,
2012-04,23.421,
2012-07,23.288,
2012-10,22.636,
2013-01,21.631,
2013-04,20.576,
2013-07,20.206,
2013-10,19.784,
2014-01,19.281,
2014-04,18.199,
2014-07,17.413,
