"",BBK01.OUC301,BBK01.OUC301_FLAGS
"",Time deposits of local government and local government associations / for more than one year up to and including two years / Big banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:25:38,
1999-01,0.012,
1999-02,0.010,
1999-03,0.010,
1999-04,0.013,
1999-05,0.014,
1999-06,0.014,
1999-07,0.014,
1999-08,0.015,
1999-09,0.016,
1999-10,0.017,
1999-11,0.019,
1999-12,0.020,
2000-01,0.029,
2000-02,0.036,
2000-03,0.040,
2000-04,0.040,
2000-05,0.041,
2000-06,0.035,
2000-07,0.037,
2000-08,0.036,
2000-09,0.034,
2000-10,0.032,
2000-11,0.030,
2000-12,0.030,
2001-01,0.029,
2001-02,0.026,
2001-03,0.025,
2001-04,0.021,
2001-05,0.021,
2001-06,0.022,
2001-07,0.021,
2001-08,0.014,
2001-09,0.012,
2001-10,0.011,
2001-11,0.012,
2001-12,0.018,
2002-01,0.027,
2002-02,0.027,
2002-03,0.036,
2002-04,0.033,
2002-05,0.031,
2002-06,0.031,
2002-07,0.033,
2002-08,0.033,
2002-09,0.033,
2002-10,0.035,
2002-11,0.040,
2002-12,0.065,
2003-01,0.069,
2003-02,0.071,
2003-03,0.072,
2003-04,0.072,
2003-05,0.072,
2003-06,0.072,
2003-07,0.069,
2003-08,0.069,
2003-09,0.069,
2003-10,0.069,
2003-11,0.069,
2003-12,0.061,
2004-01,0.059,
2004-02,0.057,
2004-03,0.055,
2004-04,0.053,
2004-05,0.056,
2004-06,0.052,
2004-07,0.042,
2004-08,0.037,
2004-09,0.037,
2004-10,0.036,
2004-11,0.031,
2004-12,0.029,
2005-01,0.055,
2005-02,0.055,
2005-03,0.064,
2005-04,0.055,
2005-05,0.054,
2005-06,0.054,
2005-07,0.054,
2005-08,0.051,
2005-09,0.051,
2005-10,0.051,
2005-11,0.053,
2005-12,0.049,
2006-01,0.049,
2006-02,0.049,
2006-03,0.049,
2006-04,0.049,
2006-05,0.050,
2006-06,0.047,
2006-07,0.019,
2006-08,0.017,
2006-09,0.018,
2006-10,0.024,
2006-11,0.012,
2006-12,0.018,
2007-01,0.022,
2007-02,0.022,
2007-03,0.022,
2007-04,0.023,
2007-05,0.025,
2007-06,0.031,
2007-07,0.029,
2007-08,0.029,
2007-09,0.039,
2007-10,0.039,
2007-11,0.038,
2007-12,0.061,
2008-01,0.071,
2008-02,0.073,
2008-03,0.072,
2008-04,0.074,
2008-05,0.080,
2008-06,0.098,
2008-07,0.103,
2008-08,0.111,
2008-09,0.105,
2008-10,0.111,
2008-11,0.148,
2008-12,0.190,
2009-01,0.226,
2009-02,0.223,
2009-03,0.257,
2009-04,0.333,
2009-05,0.368,
2009-06,0.366,
2009-07,0.371,
2009-08,0.396,
2009-09,0.382,
2009-10,0.386,
2009-11,0.308,
2009-12,0.299,
2010-01,0.299,
2010-02,0.299,
2010-03,0.313,
2010-04,0.284,
2010-05,0.283,
2010-06,0.294,
2010-07,0.294,
2010-08,0.306,
2010-09,0.307,
2010-10,0.275,
2010-11,0.263,
2010-12,0.206,
2011-01,0.197,
2011-02,0.198,
2011-03,0.202,
2011-04,0.219,
2011-05,0.234,
2011-06,0.234,
2011-07,0.257,
2011-08,0.266,
2011-09,0.271,
2011-10,0.245,
2011-11,0.255,
2011-12,0.268,
2012-01,0.281,
2012-02,0.329,
2012-03,0.355,
2012-04,0.359,
2012-05,0.367,
2012-06,0.381,
2012-07,0.370,
2012-08,0.367,
2012-09,0.338,
2012-10,0.320,
2012-11,0.300,
2012-12,0.307,
2013-01,0.288,
2013-02,0.288,
2013-03,0.275,
2013-04,0.269,
2013-05,0.247,
2013-06,0.250,
2013-07,0.279,
2013-08,0.296,
2013-09,0.309,
2013-10,0.370,
2013-11,0.381,
2013-12,0.418,
2014-01,0.451,
2014-02,0.470,
2014-03,0.435,
2014-04,0.438,
2014-05,0.458,
2014-06,0.450,
2014-07,0.460,
2014-08,0.438,
2014-09,0.419,
2014-10,0.438,
2014-11,0.447,
2014-12,0.458,Provisional value
