"",BBK01.WX0033,BBK01.WX0033_FLAGS
"",Disount interest rates pursuant to section 253 (2) of the German Commercial Code including spread / residual maturity of 11.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:06,
2008-12,5.05,
2009-01,5.06,
2009-02,5.07,
2009-03,5.08,
2009-04,5.08,
2009-05,5.08,
2009-06,5.08,
2009-07,5.07,
2009-08,5.06,
2009-09,5.06,Corrected value
2009-10,5.04,
2009-11,5.03,
2009-12,5.03,
2010-01,5.02,
2010-02,5.02,
2010-03,5.01,
2010-04,5.00,
2010-05,5.00,
2010-06,5.00,
2010-07,4.99,
2010-08,4.97,
2010-09,4.96,
2010-10,4.95,
2010-11,4.94,
2010-12,4.94,
2011-01,4.94,
2011-02,4.93,
2011-03,4.93,
2011-04,4.93,
2011-05,4.93,
2011-06,4.92,
2011-07,4.92,
2011-08,4.92,
2011-09,4.92,
2011-10,4.92,
2011-11,4.93,
2011-12,4.93,
2012-01,4.93,
2012-02,4.92,
2012-03,4.92,
2012-04,4.91,
2012-05,4.90,
2012-06,4.89,
2012-07,4.88,
2012-08,4.87,
2012-09,4.86,
2012-10,4.85,
2012-11,4.84,
2012-12,4.82,
2013-01,4.81,
2013-02,4.80,
2013-03,4.78,
2013-04,4.76,
2013-05,4.73,
2013-06,4.72,
2013-07,4.70,
2013-08,4.68,
2013-09,4.67,
2013-10,4.66,
2013-11,4.65,
2013-12,4.63,
2014-01,4.62,
2014-02,4.60,
2014-03,4.58,
2014-04,4.55,
2014-05,4.53,
2014-06,4.50,
2014-07,4.46,
2014-08,4.42,
2014-09,4.39,
2014-10,4.35,
2014-11,4.30,
2014-12,4.25,
2015-01,4.20,
