"",BBK01.OEAA13L,BBK01.OEAA13L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:17:20,
2002-01,333.238,
2002-04,332.364,
2002-07,334.324,
2002-10,332.688,
2003-01,334.398,
2003-04,335.812,
2003-07,340.530,
2003-10,342.521,
2004-01,341.512,
2004-04,341.362,
2004-07,345.056,
2004-10,343.914,
2005-01,342.333,
2005-04,338.732,
2005-07,340.425,
2005-10,338.737,
2006-01,333.526,
2006-04,326.936,
2006-07,328.491,
2006-10,323.725,
2007-01,321.080,
2007-04,317.503,
2007-07,327.349,
2007-10,334.876,
2008-01,336.419,
2008-04,326.040,
2008-07,348.328,
2008-10,345.829,
2009-01,339.295,
2009-04,340.995,
2009-07,319.880,
2009-10,318.138,
2010-01,310.781,
2010-04,310.834,
2010-07,312.332,
2010-10,311.459,
2011-01,308.120,
2011-04,305.116,
2011-07,303.975,
2011-10,300.686,
2012-01,299.166,
2012-04,300.578,
2012-07,298.936,
2012-10,293.955,
2013-01,292.521,
2013-04,293.221,
2013-07,295.918,
2013-10,294.547,
2014-01,292.270,
2014-04,291.355,
2014-07,291.503,
