"",BBDE1.M.DE.Y.GUB5.A2P330000.F.V.I10.A,BBDE1.M.DE.Y.GUB5.A2P330000.F.V.I10.A_FLAGS
"",Turnover industry from abroad / At current prices / Germany / Durable goods / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:11:54,
1991-01,69.0,
1991-02,67.0,
1991-03,67.2,
1991-04,66.0,
1991-05,64.6,
1991-06,69.1,
1991-07,64.8,
1991-08,60.3,
1991-09,61.7,
1991-10,62.0,
1991-11,64.2,
1991-12,62.8,
1992-01,64.5,
1992-02,63.8,
1992-03,62.7,
1992-04,62.4,
1992-05,60.2,
1992-06,58.0,
1992-07,59.5,
1992-08,57.9,
1992-09,58.9,
1992-10,57.7,
1992-11,56.2,
1992-12,55.3,
1993-01,54.0,
1993-02,54.6,
1993-03,53.1,
1993-04,52.2,
1993-05,52.6,
1993-06,52.1,
1993-07,49.6,
1993-08,53.8,
1993-09,54.1,
1993-10,52.4,
1993-11,54.0,
1993-12,53.7,
1994-01,54.8,
1994-02,55.5,
1994-03,56.0,
1994-04,59.1,
1994-05,56.9,
1994-06,58.2,
1994-07,54.4,
1994-08,57.0,
1994-09,57.3,
1994-10,59.6,
1994-11,59.8,
1994-12,59.5,
1995-01,65.0,
1995-02,66.5,
1995-03,62.1,
1995-04,68.5,
1995-05,66.9,
1995-06,67.2,
1995-07,68.7,
1995-08,66.3,
1995-09,68.7,
1995-10,68.2,
1995-11,66.3,
1995-12,72.7,
1996-01,62.3,
1996-02,60.9,
1996-03,63.3,
1996-04,62.7,
1996-05,64.2,
1996-06,63.6,
1996-07,61.8,
1996-08,63.3,
1996-09,63.1,
1996-10,63.3,
1996-11,63.8,
1996-12,62.5,
1997-01,65.6,
1997-02,65.4,
1997-03,66.8,
1997-04,64.7,
1997-05,63.3,
1997-06,65.4,
1997-07,71.7,
1997-08,69.3,
1997-09,70.8,
1997-10,73.9,
1997-11,71.9,
1997-12,74.6,
1998-01,74.2,
1998-02,74.2,
1998-03,74.8,
1998-04,74.9,
1998-05,73.5,
1998-06,74.2,
1998-07,74.3,
1998-08,71.1,
1998-09,72.2,
1998-10,69.9,
1998-11,71.7,
1998-12,73.3,
1999-01,68.8,
1999-02,69.3,
1999-03,71.7,
1999-04,71.5,
1999-05,72.8,
1999-06,74.3,
1999-07,76.4,
1999-08,75.1,
1999-09,77.0,
1999-10,78.9,
1999-11,79.8,
1999-12,79.3,
2000-01,79.8,
2000-02,81.7,
2000-03,82.3,
2000-04,86.0,
2000-05,86.6,
2000-06,84.1,
2000-07,86.9,
2000-08,89.0,
2000-09,84.5,
2000-10,87.8,
2000-11,89.6,
2000-12,88.7,
2001-01,92.5,
2001-02,95.2,
2001-03,92.8,
2001-04,92.0,
2001-05,91.9,
2001-06,92.0,
2001-07,91.5,
2001-08,97.0,
2001-09,93.8,
2001-10,89.8,
2001-11,89.0,
2001-12,90.6,
2002-01,96.6,
2002-02,89.9,
2002-03,93.9,
2002-04,89.6,
2002-05,91.0,
2002-06,91.8,
2002-07,91.3,
2002-08,90.7,
2002-09,91.8,
2002-10,92.3,
2002-11,95.2,
2002-12,92.9,
2003-01,86.3,
2003-02,88.5,
2003-03,87.8,
2003-04,87.4,
2003-05,88.0,
2003-06,86.9,
2003-07,92.9,
2003-08,82.1,
2003-09,90.8,
2003-10,93.3,
2003-11,90.8,
2003-12,95.3,
2004-01,91.4,
2004-02,91.9,
2004-03,90.4,
2004-04,94.7,
2004-05,94.9,
2004-06,93.8,
2004-07,96.1,
2004-08,81.7,
2004-09,91.6,
2004-10,91.4,
2004-11,89.1,
2004-12,92.3,
2005-01,91.3,
2005-02,91.1,
2005-03,91.9,
2005-04,90.6,
2005-05,90.5,
2005-06,91.5,
2005-07,93.4,
2005-08,89.9,
2005-09,95.4,
2005-10,96.0,
2005-11,100.3,
2005-12,94.6,
2006-01,96.1,
2006-02,96.8,
2006-03,97.8,
2006-04,101.2,
2006-05,100.7,
2006-06,101.1,
2006-07,99.6,
2006-08,107.8,
2006-09,103.0,
2006-10,102.9,
2006-11,103.3,
2006-12,99.6,
2007-01,105.9,
2007-02,108.4,
2007-03,106.9,
2007-04,103.9,
2007-05,106.4,
2007-06,109.0,
2007-07,107.8,
2007-08,110.8,
2007-09,106.9,
2007-10,108.1,
2007-11,109.9,
2007-12,112.3,
2008-01,109.3,
2008-02,108.4,
2008-03,107.9,
2008-04,109.0,
2008-05,104.3,
2008-06,105.3,
2008-07,102.3,
2008-08,107.3,
2008-09,102.2,
2008-10,102.4,
2008-11,98.3,
2008-12,94.3,
2009-01,91.5,
2009-02,84.8,
2009-03,83.4,
2009-04,80.9,
2009-05,81.5,
2009-06,81.9,
2009-07,82.0,
2009-08,84.5,
2009-09,86.6,
2009-10,88.0,
2009-11,94.3,
2009-12,97.1,
2010-01,97.2,
2010-02,97.1,
2010-03,94.5,
2010-04,95.8,
2010-05,100.9,
2010-06,101.4,
2010-07,99.0,
2010-08,99.8,
2010-09,100.0,
2010-10,102.5,
2010-11,103.8,
2010-12,100.7,
2011-01,107.9,
2011-02,104.9,
2011-03,108.7,
2011-04,109.1,
2011-05,107.0,
2011-06,100.5,
2011-07,112.8,
2011-08,105.1,
2011-09,102.7,
2011-10,104.8,
2011-11,106.1,
2011-12,102.7,
2012-01,105.0,
2012-02,100.9,
2012-03,101.2,
2012-04,102.3,
2012-05,107.0,
2012-06,104.5,
2012-07,110.0,
2012-08,105.5,
2012-09,102.7,
2012-10,99.6,
2012-11,98.1,
2012-12,101.4,
2013-01,99.9,
2013-02,103.5,
2013-03,103.5,
2013-04,104.3,
2013-05,104.8,
2013-06,106.4,
2013-07,105.7,
2013-08,104.5,
2013-09,109.2,
2013-10,106.2,
2013-11,109.6,
2013-12,108.8,
2014-01,108.2,
2014-02,109.7,
2014-03,110.9,
2014-04,109.6,
2014-05,106.1,
2014-06,108.2,
2014-07,107.2,
2014-08,110.0,
2014-09,108.1,
2014-10,110.3,
2014-11,114.5,
2014-12,123.9,Provisional value
