"",BBK01.OUL325,BBK01.OUL325_FLAGS
"",Deposits and borrowing from foreign enterprises and households / Total / Credit cooperatives,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:27:55,
1999-01,6.063,
1999-02,6.089,
1999-03,6.096,
1999-04,6.095,
1999-05,6.065,
1999-06,6.074,
1999-07,6.037,
1999-08,6.039,
1999-09,6.043,
1999-10,6.041,
1999-11,6.069,
1999-12,6.182,
2000-01,6.191,
2000-02,6.195,
2000-03,6.196,
2000-04,6.206,
2000-05,6.169,
2000-06,6.135,
2000-07,6.133,
2000-08,6.116,
2000-09,6.111,
2000-10,6.110,
2000-11,6.120,
2000-12,6.234,
2001-01,6.220,
2001-02,6.255,
2001-03,6.272,
2001-04,6.300,
2001-05,6.291,
2001-06,6.320,
2001-07,6.342,
2001-08,6.237,
2001-09,6.252,
2001-10,6.291,
2001-11,6.348,
2001-12,6.516,
2002-01,6.429,
2002-02,6.411,
2002-03,6.354,
2002-04,6.332,
2002-05,6.279,
2002-06,6.248,
2002-07,6.221,
2002-08,6.193,
2002-09,6.177,
2002-10,6.150,
2002-11,6.053,
2002-12,6.143,
2003-01,6.081,
2003-02,6.058,
2003-03,6.009,
2003-04,5.997,
2003-05,5.702,
2003-06,5.670,
2003-07,5.861,
2003-08,5.818,
2003-09,5.784,
2003-10,5.736,
2003-11,6.035,
2003-12,6.048,
2004-01,5.887,
2004-02,5.874,
2004-03,5.874,
2004-04,5.972,
2004-05,5.925,
2004-06,5.895,
2004-07,5.843,
2004-08,5.821,
2004-09,5.793,
2004-10,5.741,
2004-11,5.715,
2004-12,5.656,
2005-01,5.636,
2005-02,5.635,
2005-03,5.616,
2005-04,5.578,
2005-05,5.519,
2005-06,5.407,
2005-07,5.340,
2005-08,5.311,
2005-09,5.236,
2005-10,5.249,
2005-11,5.236,
2005-12,5.257,
2006-01,5.253,
2006-02,5.255,
2006-03,5.121,
2006-04,5.175,
2006-05,5.170,
2006-06,5.153,
2006-07,4.894,
2006-08,4.880,
2006-09,4.844,
2006-10,4.865,
2006-11,4.867,
2006-12,4.922,
2007-01,4.951,
2007-02,4.976,
2007-03,5.009,
2007-04,5.026,
2007-05,5.037,
2007-06,5.117,
2007-07,5.103,
2007-08,5.131,
2007-09,5.117,
2007-10,5.108,
2007-11,4.786,
2007-12,4.826,
2008-01,4.864,
2008-02,4.845,
2008-03,4.896,
2008-04,5.076,
2008-05,5.077,
2008-06,5.101,
2008-07,5.154,
2008-08,5.169,
2008-09,5.208,
2008-10,5.385,
2008-11,5.465,
2008-12,5.502,
2009-01,5.515,
2009-02,5.562,
2009-03,5.571,
2009-04,5.793,
2009-05,5.776,
2009-06,5.759,
2009-07,5.732,
2009-08,5.786,
2009-09,5.760,
2009-10,5.775,
2009-11,5.875,
2009-12,5.823,
2010-01,5.847,
2010-02,5.874,
2010-03,5.932,
2010-04,6.017,
2010-05,6.029,
2010-06,6.076,
2010-07,6.136,
2010-08,6.131,
2010-09,6.101,
2010-10,6.082,
2010-11,7.822,
2010-12,6.425,
2011-01,6.509,
2011-02,6.484,
2011-03,6.587,
2011-04,6.467,
2011-05,6.384,
2011-06,6.492,
2011-07,6.334,
2011-08,6.416,
2011-09,6.397,
2011-10,6.430,
2011-11,6.509,
2011-12,6.734,
2012-01,6.714,
2012-02,6.827,
2012-03,6.821,
2012-04,6.808,
2012-05,6.804,
2012-06,6.926,
2012-07,7.071,
2012-08,7.076,
2012-09,7.225,
2012-10,7.277,
2012-11,7.354,
2012-12,6.758,
2013-01,6.924,
2013-02,7.089,
2013-03,6.717,
2013-04,6.858,
2013-05,6.401,
2013-06,6.538,
2013-07,6.672,
2013-08,6.449,
2013-09,6.622,
2013-10,6.422,
2013-11,6.362,
2013-12,6.537,
2014-01,6.359,
2014-02,6.436,
2014-03,6.508,
2014-04,6.515,
2014-05,6.664,
2014-06,6.462,
2014-07,6.400,
2014-08,6.454,
2014-09,6.423,
2014-10,6.413,
2014-11,6.417,
2014-12,6.401,Provisional value
