"",BBK01.OUH234,BBK01.OUH234_FLAGS
"",Deposits and borrowing (excl. savings deposits and bank savings bonds) / Domestic employees / Time deposits / for up to and including 1 year / Savings banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:34:02,
1968-12,0.216,
1969-01,0.233,
1969-02,0.242,
1969-03,0.240,
1969-04,0.247,
1969-05,0.256,
1969-06,0.247,
1969-07,0.253,
1969-08,0.269,
1969-09,0.267,
1969-10,0.285,
1969-11,0.290,
1969-12,0.350,
1970-01,0.391,
1970-02,0.447,
1970-03,0.470,
1970-04,0.532,
1970-05,0.578,
1970-06,0.612,
1970-07,0.681,
1970-08,0.710,
1970-09,0.683,
1970-10,0.690,
1970-11,0.682,
1970-12,0.678,
1971-01,0.698,
1971-02,0.711,
1971-03,0.711,
1971-04,0.693,
1971-05,0.674,
1971-06,0.655,
1971-07,0.700,
1971-08,0.741,
1971-09,0.766,
1971-10,0.789,
1971-11,0.782,
1971-12,0.805,
1972-01,0.829,
1972-02,0.789,
1972-03,0.758,
1972-04,0.740,
1972-05,0.735,
1972-06,0.723,
1972-07,0.743,
1972-08,0.774,
1972-09,0.784,
1972-10,0.812,
1972-11,0.875,
1972-12,0.966,
1973-01,1.037,
1973-02,1.094,
1973-03,1.149,
1973-04,1.258,
1973-05,1.431,
1973-06,1.567,
1973-07,1.855,
1973-08,2.101,
1973-09,2.194,
1973-10,2.354,
1973-11,2.453,
1973-12,2.573,
1974-01,2.943,
1974-02,3.112,
1974-03,3.202,
1974-04,3.252,
1974-05,3.300,
1974-06,3.206,
1974-07,3.271,
1974-08,3.312,
1974-09,3.267,
1974-10,3.271,
1974-11,3.248,
1974-12,3.188,
1975-01,3.193,
1975-02,3.005,
1975-03,2.575,
1975-04,1.953,
1975-05,1.609,
1975-06,1.394,
1975-07,1.257,
1975-08,1.165,
1975-09,1.007,
1975-10,0.894,
1975-11,0.824,
1975-12,0.774,
1976-01,0.723,
1976-02,0.690,
1976-03,0.640,
1976-04,0.615,
1976-05,0.595,
1976-06,0.581,
1976-07,0.601,
1976-08,0.616,
1976-09,0.606,
1976-10,0.632,
1976-11,0.641,
1976-12,0.675,
1977-01,0.726,
1977-02,0.753,
1977-03,0.751,
1977-04,0.766,
1977-05,0.784,
1977-06,0.795,
1977-07,0.841,
1977-08,0.854,
1977-09,0.850,
1977-10,0.855,
1977-11,0.880,
1977-12,0.907,
1978-01,0.920,
1978-02,0.942,
1978-03,0.931,
1978-04,0.950,
1978-05,0.967,
1978-06,0.988,
1978-07,1.063,
1978-08,1.119,
1978-09,1.135,
1978-10,1.180,
1978-11,1.229,
1978-12,1.324,
1979-01,1.442,
1979-02,1.550,
1979-03,1.575,
1979-04,1.670,
1979-05,1.806,
1979-06,1.921,
1979-07,2.176,
1979-08,2.404,
1979-09,2.559,
1979-10,2.873,
1979-11,3.318,
1979-12,3.765,
1980-01,4.276,
1980-02,4.610,
1980-03,4.935,
1980-04,5.207,
1980-05,5.422,
1980-06,5.605,
1980-07,6.028,
1980-08,6.280,
1980-09,6.339,
1980-10,6.555,
1980-11,6.867,
1980-12,7.340,
1981-01,7.988,
1981-02,8.492,
1981-03,8.919,
1981-04,9.399,
1981-05,9.784,
1981-06,9.982,
1981-07,10.631,
1981-08,10.992,
1981-09,11.042,
1981-10,11.049,
1981-11,11.099,
1981-12,11.379,
1982-01,12.077,
1982-02,12.348,
1982-03,12.348,
1982-04,12.438,
1982-05,12.408,
1982-06,12.383,
1982-07,12.730,
1982-08,12.894,
1982-09,12.690,
1982-10,12.465,
1982-11,12.214,
1982-12,11.960,
1983-01,11.857,
1983-02,11.765,
1983-03,11.322,
1983-04,11.006,
1983-05,10.683,
1983-06,10.284,
1983-07,10.326,
1983-08,10.385,
1983-09,10.251,
1983-10,10.117,
1983-11,10.077,
1983-12,10.399,
1984-01,10.725,
1984-02,10.864,
1984-03,10.804,
1984-04,10.811,
1984-05,10.880,
1984-06,10.865,
1984-07,11.033,
1984-08,11.017,
1984-09,10.945,
1984-10,10.966,
1984-11,11.005,
1984-12,10.947,
1985-01,11.419,
1985-02,11.709,
1985-03,11.793,
1985-04,11.839,
