"",BBK01.TU2076,BBK01.TU2076_FLAGS
"",Deposits / of non-banks (non-MFIs) / Foreign non-banks,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 10:35:50,
1984-12,6.223,
1985-01,5.843,
1985-02,6.242,
1985-03,5.813,
1985-04,5.920,
1985-05,6.047,
1985-06,6.276,
1985-07,6.198,
1985-08,6.361,
1985-09,7.712,
1985-10,7.382,
1985-11,7.145,
1985-12,7.712,
1986-01,7.299,
1986-02,7.167,
1986-03,7.729,
1986-04,7.417,
1986-05,7.871,
1986-06,7.699,
1986-07,7.183,
1986-08,6.988,
1986-09,7.286,
1986-10,7.375,
1986-11,7.693,
1986-12,10.129,
1987-01,9.740,
1987-02,10.039,
1987-03,10.026,
1987-04,10.098,
1987-05,9.969,
1987-06,10.601,
1987-07,10.804,
1987-08,10.478,
1987-09,11.298,
1987-10,10.830,
1987-11,11.026,
1987-12,11.108,
1988-01,11.777,
1988-02,12.076,
1988-03,11.661,
1988-04,11.784,
1988-05,11.902,
1988-06,12.368,
1988-07,13.098,
1988-08,13.338,
1988-09,13.809,
1988-10,13.856,
1988-11,14.780,
1988-12,19.121,
1989-01,21.485,
1989-02,21.282,
1989-03,21.317,
1989-04,22.528,
1989-05,23.497,
1989-06,23.451,
1989-07,23.234,
1989-08,23.242,
1989-09,22.555,
1989-10,22.364,
1989-11,22.876,
1989-12,23.026,
1990-01,22.982,
1990-02,23.117,
1990-03,22.989,
1990-04,22.881,
1990-05,26.782,
1990-06,26.900,
1990-07,27.119,
1990-08,27.657,
1990-09,28.175,
1990-10,27.936,
1990-11,27.878,
1990-12,27.212,
1991-01,28.099,
1991-02,27.759,
1991-03,28.693,
1991-04,29.006,
1991-05,29.321,
1991-06,30.348,
1991-07,29.083,
1991-08,29.679,
1991-09,31.103,
1991-10,30.683,
1991-11,30.139,
1991-12,29.803,
1992-01,31.215,
1992-02,30.540,
1992-03,31.212,
1992-04,30.549,
1992-05,31.395,
1992-06,31.965,
1992-07,31.768,
1992-08,34.127,
1992-09,33.890,
1992-10,35.063,
1992-11,35.990,
1992-12,33.233,
1993-01,35.128,
1993-02,34.612,
1993-03,33.735,
1993-04,33.971,
1993-05,34.150,
1993-06,35.961,
1993-07,35.239,
1993-08,35.004,
1993-09,34.893,
1993-10,35.476,
1993-11,36.406,
1993-12,36.485,
1994-01,37.222,
1994-02,36.467,
1994-03,37.286,
1994-04,37.840,
1994-05,37.322,
1994-06,38.821,
1994-07,37.100,
1994-08,38.002,
1994-09,38.990,
1994-10,38.082,
1994-11,39.070,
1994-12,45.412,
1995-01,46.125,
1995-02,45.883,
1995-03,44.425,
1995-04,44.116,
1995-05,46.063,
1995-06,45.565,
1995-07,45.036,
1995-08,50.110,
1995-09,49.357,
1995-10,50.204,
1995-11,51.299,
1995-12,51.545,
1996-01,54.469,
1996-02,58.200,
1996-03,60.751,
1996-04,61.381,
1996-05,63.683,
1996-06,64.816,
1996-07,64.326,
1996-08,64.313,
1996-09,66.585,
1996-10,67.488,
1996-11,69.402,
1996-12,67.203,
1997-01,70.012,
1997-02,74.218,
1997-03,74.265,
1997-04,78.988,
1997-05,79.374,
1997-06,81.127,
1997-07,80.836,
1997-08,80.543,
1997-09,73.025,
1997-10,73.467,
1997-11,72.716,
1997-12,69.756,
1998-01,74.300,
1998-02,75.377,
1998-03,75.091,
1998-04,78.006,
1998-05,76.506,
1998-06,76.983,
1998-07,73.914,
1998-08,76.011,
1998-09,73.215,
1998-10,72.635,
1998-11,72.338,
1998-12,70.587,
1999-01,65.909,
1999-02,78.977,
1999-03,75.404,
1999-04,76.758,
1999-05,75.593,
1999-06,117.048,
1999-07,104.873,
1999-08,100.550,
1999-09,109.560,
1999-10,108.546,
1999-11,113.048,
1999-12,111.114,
2000-01,112.680,
2000-02,119.073,
2000-03,117.524,
2000-04,119.654,
2000-05,115.848,
2000-06,113.754,
2000-07,113.287,
2000-08,115.535,
2000-09,117.238,
2000-10,119.839,
2000-11,118.544,
2000-12,114.184,
2001-01,110.335,
2001-02,115.657,
2001-03,166.764,
2001-04,164.241,
2001-05,170.179,
2001-06,173.542,
2001-07,168.589,
2001-08,164.898,
2001-09,176.635,
2001-10,173.423,
2001-11,173.057,
2001-12,177.639,
2002-01,175.388,
2002-02,174.460,
2002-03,169.123,
2002-04,169.742,
2002-05,167.300,
2002-06,163.587,
2002-07,161.570,
2002-08,158.497,
2002-09,159.441,
2002-10,167.246,
2002-11,167.573,
2002-12,168.682,
2003-01,151.934,
2003-02,149.283,
2003-03,148.765,
2003-04,151.402,
2003-05,149.448,
2003-06,152.625,
2003-07,159.163,
2003-08,157.063,
2003-09,156.041,
2003-10,151.496,
2003-11,147.321,
2003-12,154.974,
2004-01,151.314,
2004-02,153.825,
2004-03,163.925,
2004-04,153.606,
2004-05,150.650,
2004-06,146.132,
2004-07,148.014,
2004-08,146.041,
2004-09,146.522,
2004-10,152.343,
2004-11,152.613,
2004-12,153.082,
2005-01,159.047,
2005-02,157.580,
2005-03,157.858,
2005-04,157.932,
2005-05,163.517,
2005-06,171.458,
2005-07,168.225,
2005-08,172.153,
2005-09,175.224,
2005-10,175.183,
2005-11,177.724,
2005-12,178.757,
2006-01,179.348,
2006-02,189.404,
2006-03,186.284,
2006-04,188.197,
2006-05,186.719,
2006-06,190.077,
2006-07,189.546,
2006-08,183.889,
2006-09,189.111,
2006-10,186.239,
2006-11,180.647,
2006-12,187.057,
2007-01,128.180,
2007-02,125.416,
2007-03,128.190,
2007-04,126.954,
2007-05,132.052,
2007-06,131.279,
2007-07,129.744,
2007-08,125.693,
2007-09,125.544,
2007-10,127.455,
2007-11,130.065,
2007-12,130.110,
2008-01,133.571,
2008-02,131.574,
2008-03,135.098,
2008-04,136.762,
2008-05,134.064,
2008-06,142.055,
2008-07,138.623,
2008-08,142.485,
2008-09,156.692,
2008-10,153.319,
2008-11,147.198,
2008-12,143.214,
2009-01,141.582,
2009-02,137.397,
2009-03,130.314,
2009-04,135.152,
2009-05,126.654,
2009-06,129.187,
2009-07,129.851,
2009-08,128.880,
2009-09,133.038,
2009-10,127.761,
2009-11,130.035,
2009-12,122.137,
2010-01,123.271,
2010-02,127.219,
2010-03,125.955,
2010-04,132.851,
2010-05,144.141,
2010-06,136.766,
2010-07,137.725,
2010-08,136.683,
2010-09,135.170,
2010-10,135.125,
2010-11,135.974,
2010-12,135.320,
2011-01,133.492,
2011-02,136.426,
2011-03,134.983,
2011-04,132.293,
2011-05,132.144,
2011-06,132.235,
2011-07,127.686,
2011-08,128.457,
2011-09,132.754,
2011-10,130.698,
2011-11,130.805,
2011-12,121.150,
2012-01,122.449,
2012-02,123.417,
2012-03,120.686,
2012-04,120.959,
2012-05,118.539,
2012-06,120.206,
2012-07,124.378,
2012-08,122.625,
2012-09,131.741,
2012-10,127.960,
2012-11,127.394,
2012-12,127.127,
2013-01,126.412,
2013-02,128.112,
2013-03,132.820,
2013-04,128.229,
2013-05,128.602,
2013-06,130.943,
