"",BBK01.TXI371,BBK01.TXI371_FLAGS
"",DEPOSITS OF ENTERPRISES AND HOUSEHOLDS / WITH AGREED MATURITIES OF UP TO 1 YEAR / GERMAN CONTRIBUTION,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:29,
1980-01,65906,
1980-02,67599,
1980-03,67709,
1980-04,69248,
1980-05,70542,
1980-06,69039,
1980-07,71678,
1980-08,72397,
1980-09,69793,
1980-10,73160,
1980-11,74902,
1980-12,81792,
1981-01,79527,
1981-02,81354,
1981-03,83066,
1981-04,88504,
1981-05,90489,
1981-06,89316,
1981-07,94360,
1981-08,97122,
1981-09,97023,
1981-10,99496,
1981-11,97696,
1981-12,102211,
1982-01,101254,
1982-02,102132,
1982-03,100647,
1982-04,102330,
1982-05,103205,
1982-06,100228,
1982-07,103764,
1982-08,104473,
1982-09,102985,
1982-10,105175,
1982-11,101200,
1982-12,104647,
1983-01,100213,
1983-02,99557,
1983-03,96302,
1983-04,95345,
1983-05,94425,
1983-06,92052,
1983-07,94816,
1983-08,95978,
1983-09,95423,
1983-10,97938,
1983-11,96280,
1983-12,100392,
1984-01,97730,
1984-02,98998,
1984-03,96691,
1984-04,98722,
1984-05,99300,
1984-06,98151,
1984-07,101406,
1984-08,103952,
1984-09,102963,
1984-10,106874,
1984-11,105967,
1984-12,106731,
1985-01,105431,
1985-02,105883,
1985-03,104175,
1985-04,105911,
1985-05,106387,
1985-06,105329,
1985-07,106806,
1985-08,106847,
1985-09,104553,
1985-10,107602,
1985-11,106663,
1985-12,112468,
1986-01,113359,
1986-02,112529,
1986-03,107794,
1986-04,106009,
1986-05,105609,
1986-06,106011,
1986-07,108272,
1986-08,110426,
1986-09,108591,
1986-10,113195,
1986-11,113858,
1986-12,114158,
1987-01,116156,
1987-02,115400,
1987-03,111794,
1987-04,112396,
1987-05,112998,
1987-06,108784,
1987-07,111109,
1987-08,112155,
1987-09,109549,
1987-10,114367,
1987-11,113776,
1987-12,118395,
1988-01,117096,
1988-02,115411,
1988-03,111592,
1988-04,113239,
1988-05,112517,
1988-06,109611,
1988-07,110439,
1988-08,112885,
1988-09,114524,
1988-10,118065,
1988-11,118835,
1988-12,120563,
1989-01,119692,
1989-02,120876,
1989-03,121346,
1989-04,125190,
1989-05,124737,
1989-06,125169,
1989-07,129293,
1989-08,132578,
1989-09,133587,
1989-10,137839,
1989-11,140149,
1989-12,148118,
1990-01,152713,
1990-02,155289,
1990-03,155489,
1990-04,158374,
1990-05,161134,
1990-06,161738,
1990-07,164474,
1990-08,171761,
1990-09,174934,
1990-10,181122,
1990-11,182483,
1990-12,187836,
1991-01,194344,
1991-02,198563,
1991-03,197329,
1991-04,199367,
1991-05,202343,
1991-06,201122,
1991-07,204499,
1991-08,210041,
1991-09,210302,
1991-10,216047,
1991-11,217876,
1991-12,225761,
1992-01,233642,
1992-02,238397,
1992-03,238600,
1992-04,244016,
1992-05,247965,
1992-06,247108,
1992-07,253981,
1992-08,258487,
1992-09,264925,
1992-10,265012,
1992-11,257828,
1992-12,252629,
1993-01,261593,
1993-02,262739,
1993-03,264196,
1993-04,267368,
1993-05,269758,
1993-06,268074,
1993-07,273313,
1993-08,274146,
1993-09,271283,
1993-10,274071,
1993-11,272115,
1993-12,285074,
1994-01,291868,
1994-02,292983,
1994-03,294467,
1994-04,293912,
1994-05,291513,
1994-06,283709,
1994-07,282563,
1994-08,277934,
1994-09,271406,
1994-10,266967,
1994-11,257192,
1994-12,249044,
1995-01,248691,
1995-02,244240,
1995-03,240011,
1995-04,236055,
1995-05,233216,
1995-06,227673,
1995-07,226136,
1995-08,226937,
1995-09,223989,
1995-10,222633,
1995-11,217512,
