"",BBK01.QUV780,BBK01.QUV780_FLAGS
"",Banks in Germany: Long-term loans and advances to non- residents / Bulgaria / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:12:18,
2001-12,0.208,
2002-01,0.210,
2002-02,0.213,
2002-03,0.210,
2002-04,0.202,
2002-05,0.200,
2002-06,0.200,
2002-07,0.200,
2002-08,0.201,
2002-09,0.201,
2002-10,0.204,
2002-11,0.226,
2002-12,0.233,
2003-01,0.231,
2003-02,0.228,
2003-03,0.226,
2003-04,0.237,
2003-05,0.236,
2003-06,0.235,
2003-07,0.233,
2003-08,0.234,
2003-09,0.234,
2003-10,0.234,
2003-11,0.234,
2003-12,0.233,
2004-01,0.242,
2004-02,0.244,
2004-03,0.244,
2004-04,0.246,
2004-05,0.246,
2004-06,0.274,
2004-07,0.276,
2004-08,0.279,
2004-09,0.277,
2004-10,0.277,
2004-11,0.285,
2004-12,0.304,
2005-01,0.311,
2005-02,0.311,
2005-03,0.294,
2005-04,0.309,
2005-05,0.316,
2005-06,0.341,
2005-07,0.346,
2005-08,0.388,
2005-09,0.397,
2005-10,0.401,
2005-11,0.409,
2005-12,0.459,
2006-01,0.456,
2006-02,0.457,
2006-03,0.452,
2006-04,0.449,
2006-05,0.448,
2006-06,0.446,
2006-07,0.445,
2006-08,0.447,
2006-09,0.432,
2006-10,0.445,
2006-11,0.447,
2006-12,0.464,
2007-01,0.458,
2007-02,0.471,
2007-03,0.473,
2007-04,0.475,
2007-05,0.424,
2007-06,0.523,
2007-07,0.525,
2007-08,0.533,
2007-09,0.566,
2007-10,0.568,
2007-11,0.675,
2007-12,0.580,
2008-01,0.596,
2008-02,0.590,
2008-03,0.600,
2008-04,0.677,
2008-05,0.682,
2008-06,0.710,
2008-07,0.780,
2008-08,0.796,
2008-09,0.796,
2008-10,0.850,
2008-11,0.846,
2008-12,0.841,
2009-01,0.843,
2009-02,0.842,
2009-03,0.728,
2009-04,0.736,
2009-05,0.731,
2009-06,0.715,
2009-07,0.710,
2009-08,0.686,
2009-09,0.678,
2009-10,0.667,
2009-11,0.665,
2009-12,0.654,
2010-01,0.657,
2010-02,0.658,
2010-03,0.650,
2010-04,0.596,
2010-05,0.602,
2010-06,0.586,
2010-07,0.549,
2010-08,0.534,
2010-09,0.556,
2010-10,0.555,
2010-11,0.553,
2010-12,0.582,
2011-01,0.587,
2011-02,0.590,
2011-03,0.586,
2011-04,0.592,
2011-05,0.592,
2011-06,0.583,
2011-07,0.580,
2011-08,0.589,
2011-09,0.583,
2011-10,0.481,
2011-11,0.476,
2011-12,0.467,
2012-01,0.467,
2012-02,0.434,
2012-03,0.437,
2012-04,0.511,
2012-05,0.564,
2012-06,0.559,
2012-07,0.583,
2012-08,0.586,
2012-09,0.567,
2012-10,0.570,
2012-11,0.568,
2012-12,0.559,
2013-01,0.559,
2013-02,0.571,
2013-03,0.560,
2013-04,0.552,
2013-05,0.493,
2013-06,0.473,
2013-07,0.460,
2013-08,0.457,
2013-09,0.422,
2013-10,0.349,
2013-11,0.348,
2013-12,0.367,
2014-01,0.370,
2014-02,0.366,
2014-03,0.369,
2014-04,0.365,
2014-05,0.373,
2014-06,0.367,
2014-07,0.362,
2014-08,0.356,
2014-09,0.347,
2014-10,0.346,
2014-11,0.367,
2014-12,0.360,
