"",BBK01.CEB4X0,BBK01.CEB4X0_FLAGS
"",Loans debtor: Other financial intermediaries                  creditor: All sectors,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:21:28,
1991-01,22.9,
1991-04,25.8,
1991-07,26.0,
1991-10,26.5,
1992-01,26.3,
1992-04,28.2,
1992-07,30.5,
1992-10,32.9,
1993-01,33.1,
1993-04,35.4,
1993-07,34.7,
1993-10,36.4,
1994-01,44.4,
1994-04,45.1,
1994-07,46.6,
1994-10,47.8,
1995-01,42.9,
1995-04,44.8,
1995-07,45.1,
1995-10,49.7,
1996-01,53.1,
1996-04,55.5,
1996-07,55.9,
1996-10,64.1,
1997-01,70.1,
1997-04,75.9,
1997-07,72.9,
1997-10,82.9,
1998-01,90.0,
1998-04,103.0,
1998-07,95.2,
1998-10,98.1,
1999-01,124.3,
1999-04,139.3,
1999-07,121.3,
1999-10,128.7,
2000-01,179.8,
2000-04,201.0,
2000-07,199.0,
2000-10,250.4,
2001-01,275.1,
2001-04,273.3,
2001-07,290.2,
2001-10,285.6,
2002-01,282.9,
2002-04,300.1,
2002-07,304.9,
2002-10,316.4,
2003-01,330.9,
2003-04,334.3,
2003-07,345.7,
2003-10,325.6,
2004-01,311.8,
2004-04,308.7,
2004-07,308.1,
2004-10,293.1,
2005-01,300.6,
2005-04,307.8,
2005-07,331.0,
2005-10,332.1,
2006-01,371.9,
2006-04,391.2,
2006-07,404.6,
2006-10,386.0,
2007-01,409.4,
2007-04,426.8,
2007-07,436.2,
2007-10,409.6,
2008-01,459.0,
2008-04,472.6,
2008-07,472.1,
2008-10,496.9,
2009-01,522.6,
2009-04,542.4,
2009-07,538.9,
2009-10,565.2,
2010-01,548.2,
2010-04,597.1,
2010-07,600.5,
2010-10,612.2,
2011-01,617.8,
2011-04,660.6,
2011-07,715.3,
2011-10,689.2,
2012-01,723.3,
2012-04,764.5,
2012-07,747.3,
2012-10,725.9,
2013-01,762.3,
2013-04,815.8,
2013-07,576.8,
2013-10,537.6,
2014-01,554.3,
