"",BBK01.OUG019,BBK01.OUG019_FLAGS
"",Securities (excluding money market paper) issued by foreign banks (MFIs) / Landesbanken,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:47:21,
1986-06,0.541,
1986-07,0.561,
1986-08,0.550,
1986-09,0.643,
1986-10,0.652,
1986-11,0.651,
1986-12,0.677,
1987-01,0.621,
1987-02,0.671,
1987-03,0.703,
1987-04,0.719,
1987-05,0.814,
1987-06,0.864,
1987-07,0.917,
1987-08,0.879,
1987-09,0.823,
1987-10,0.814,
1987-11,0.802,
1987-12,0.809,
1988-01,0.810,
1988-02,0.819,
1988-03,1.008,
1988-04,0.933,
1988-05,0.874,
1988-06,0.869,
1988-07,0.931,
1988-08,1.020,
1988-09,0.983,
1988-10,0.889,
1988-11,0.895,
1988-12,0.916,
1989-01,0.983,
1989-02,0.988,
1989-03,1.016,
1989-04,0.970,
1989-05,0.972,
1989-06,0.945,
1989-07,0.878,
1989-08,0.930,
1989-09,0.970,
1989-10,0.958,
1989-11,0.972,
1989-12,0.980,
1990-01,1.043,
1990-02,1.149,
1990-03,1.233,
1990-04,1.389,
1990-05,1.570,
1990-06,1.630,
1990-07,1.618,
1990-08,1.792,
1990-09,1.761,
1990-10,1.773,
1990-11,1.876,
1990-12,2.108,
1991-01,1.995,
1991-02,2.135,
1991-03,2.264,
1991-04,2.480,
1991-05,2.586,
1991-06,2.639,
1991-07,2.591,
1991-08,2.627,
1991-09,2.687,
1991-10,2.731,
1991-11,2.787,
1991-12,2.991,
1992-01,3.233,
1992-02,3.466,
1992-03,3.567,
1992-04,3.639,
1992-05,3.697,
1992-06,3.815,
1992-07,3.772,
1992-08,3.841,
1992-09,3.956,
1992-10,4.164,
1992-11,4.698,
1992-12,4.734,
1993-01,4.496,
1993-02,4.644,
1993-03,4.580,
1993-04,4.986,
1993-05,4.870,
1993-06,4.880,
1993-07,5.030,
1993-08,4.701,
1993-09,4.742,
1993-10,4.676,
1993-11,4.682,
1993-12,5.163,
1994-01,5.387,
1994-02,5.322,
1994-03,5.273,
1994-04,5.160,
1994-05,5.225,
1994-06,5.159,
1994-07,5.087,
1994-08,5.209,
1994-09,5.199,
1994-10,5.222,
1994-11,5.406,
1994-12,5.111,
1995-01,4.989,
1995-02,4.979,
1995-03,5.026,
1995-04,5.086,
1995-05,5.367,
1995-06,5.500,
1995-07,5.549,
1995-08,5.676,
1995-09,5.671,
1995-10,5.623,
1995-11,5.794,
1995-12,6.073,
1996-01,6.491,
1996-02,6.686,
1996-03,6.675,
1996-04,7.144,
1996-05,7.024,
1996-06,6.989,
1996-07,7.105,
1996-08,7.242,
1996-09,7.390,
1996-10,7.500,
1996-11,7.662,
1996-12,8.099,
1997-01,8.089,
1997-02,8.118,
1997-03,8.137,
1997-04,8.527,
1997-05,8.938,
1997-06,9.032,
1997-07,9.242,
1997-08,9.499,
1997-09,9.619,
1997-10,9.764,
1997-11,10.028,
1997-12,10.438,
1998-01,10.560,
1998-02,10.707,
1998-03,10.884,
1998-04,10.853,
1998-05,10.827,
1998-06,10.901,
1998-07,10.785,
1998-08,11.354,
1998-09,11.247,
1998-10,11.678,
1998-11,12.519,
1998-12,12.814,
1999-01,13.787,
1999-02,13.645,
1999-03,14.337,
1999-04,14.837,
1999-05,15.393,
1999-06,16.116,
1999-07,16.563,
1999-08,16.900,
1999-09,17.081,
1999-10,17.680,
1999-11,17.863,
1999-12,17.872,
2000-01,18.194,
2000-02,18.606,
2000-03,19.238,
2000-04,18.444,
2000-05,18.428,
2000-06,18.062,
2000-07,19.158,
2000-08,19.584,
2000-09,19.716,
2000-10,20.029,
2000-11,19.931,
2000-12,19.800,
2001-01,19.958,
2001-02,20.180,
2001-03,20.617,
2001-04,21.327,
2001-05,21.351,
2001-06,22.017,
2001-07,22.047,
2001-08,21.454,
2001-09,21.878,
2001-10,21.870,
2001-11,22.033,
2001-12,21.977,
2002-01,21.956,
2002-02,22.097,
2002-03,21.695,
2002-04,21.745,
2002-05,21.649,
2002-06,22.572,
2002-07,22.753,
2002-08,22.710,
2002-09,22.101,
2002-10,21.993,
2002-11,21.967,
2002-12,21.242,
2003-01,20.448,
2003-02,20.459,
2003-03,21.219,
2003-04,20.986,
2003-05,20.896,
2003-06,22.119,
2003-07,22.356,
2003-08,22.657,
2003-09,23.719,
2003-10,24.506,
2003-11,24.273,
2003-12,23.659,
2004-01,23.505,
2004-02,24.245,
2004-03,24.387,
2004-04,24.533,
2004-05,25.746,
2004-06,26.870,
2004-07,26.748,
2004-08,26.306,
2004-09,28.911,
2004-10,29.573,
2004-11,30.574,
2004-12,31.248,
2005-01,32.548,
2005-02,33.774,
2005-03,34.291,
2005-04,34.455,
2005-05,35.197,
2005-06,36.681,
2005-07,35.814,
2005-08,36.001,
2005-09,36.714,
2005-10,37.638,
2005-11,38.132,
2005-12,38.909,
2006-01,40.790,
2006-02,42.565,
