"",BBK01.WU0006,BBK01.WU0006_FLAGS
"",Sales of domestic shares at issue prices,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-09 06:39:35,
2000-01,1294,
2000-02,1851,
2000-03,1873,
2000-04,4397,
2000-05,1557,
2000-06,2002,
2000-07,2653,
2000-08,1507,
2000-09,1388,
2000-10,1645,
2000-11,1629,
2000-12,937,
2001-01,1211,
2001-02,1841,
2001-03,1077,
2001-04,978,
2001-05,514,
2001-06,1485,
2001-07,2139,
2001-08,1109,
2001-09,1241,
2001-10,4090,
2001-11,439,
2001-12,1451,
2002-01,1538,
2002-02,665,
2002-03,1445,
2002-04,978,
2002-05,936,
2002-06,622,
2002-07,692,
2002-08,255,
2002-09,706,
2002-10,573,
2002-11,264,
2002-12,558,
2003-01,723,
2003-02,872,
2003-03,1286,
2003-04,4675,
2003-05,264,
2003-06,693,
2003-07,650,
2003-08,125,
2003-09,1286,
2003-10,744,
2003-11,5229,
2003-12,291,
2004-01,681,
2004-02,361,
2004-03,276,
2004-04,3395,
2004-05,327,
2004-06,1306,
2004-07,244,
2004-08,312,
2004-09,310,
2004-10,1642,
2004-11,271,
2004-12,1032,
2005-01,239,
2005-02,875,
2005-03,924,
2005-04,318,
2005-05,217,
2005-06,702,
2005-07,428,
2005-08,163,
2005-09,3141,
2005-10,617,
2005-11,4912,
2005-12,1230,
2006-01,144,
2006-02,203,
2006-03,334,
2006-04,1427,
2006-05,226,
2006-06,362,
2006-07,2005,
2006-08,475,
2006-09,1674,
2006-10,252,
2006-11,905,
2006-12,1054,
2007-01,1884,
2007-02,955,
2007-03,519,
2007-04,1137,
2007-05,864,
2007-06,494,
2007-07,272,
2007-08,290,
2007-09,464,
2007-10,2029,
2007-11,727,
2007-12,418,
2008-01,100,
2008-02,813,
2008-03,210,
2008-04,237,
2008-05,301,
2008-06,803,
2008-07,173,
2008-08,385,
2008-09,4961,
2008-10,1460,
2008-11,1181,
2008-12,702,
2009-01,4079,
2009-02,79,
2009-03,4137,
2009-04,613,
2009-05,109,
2009-06,7790,
2009-07,433,
2009-08,1536,
2009-09,2669,
2009-10,883,
2009-11,584,
2009-12,1050,
2010-01,1393,
2010-02,96,
2010-03,5192,
2010-04,143,
2010-05,160,
2010-06,439,
2010-07,269,
2010-08,70,
2010-09,776,
2010-10,10845,
2010-11,325,
2010-12,341,
2011-01,630,
2011-02,429,
2011-03,257,
2011-04,5559,
2011-05,5851,
2011-06,6427,
2011-07,137,
2011-08,203,
2011-09,91,
2011-10,183,
2011-11,303,
2011-12,1643,
2012-01,262,
2012-02,730,
2012-03,380,
2012-04,66,
2012-05,687,
2012-06,725,
2012-07,968,
2012-08,101,
2012-09,549,
2012-10,131,
2012-11,134,
2012-12,387,
2013-01,732,
2013-02,306,
2013-03,40,
2013-04,93,
2013-05,5560,
2013-06,1544,
2013-07,109,
2013-08,158,
2013-09,188,
2013-10,181,
2013-11,153,
2013-12,1042,
2014-01,115,
2014-02,599,
2014-03,111,
2014-04,136,
2014-05,868,
2014-06,9015,
2014-07,1770,
2014-08,291,
2014-09,4218,
2014-10,1221,
2014-11,245,
2014-12,189,
