"",BBK01.OEAF05M,BBK01.OEAF05M_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:08:27,
2002-01,26.803,
2002-04,27.274,
2002-07,27.783,
2002-10,27.990,
2003-01,28.121,
2003-04,28.014,
2003-07,28.035,
2003-10,27.870,
2004-01,28.669,
2004-04,28.746,
2004-07,28.960,
2004-10,28.127,
2005-01,27.136,
2005-04,27.335,
2005-07,26.885,
2005-10,26.812,
2006-01,26.338,
2006-04,26.795,
2006-07,27.030,
2006-10,26.112,
2007-01,25.780,
2007-04,25.237,
2007-07,25.652,
2007-10,25.463,
2008-01,24.483,
2008-04,24.461,
2008-07,23.899,
2008-10,23.871,
2009-01,24.398,
2009-04,25.390,
2009-07,25.763,
2009-10,25.966,
2010-01,24.205,
2010-04,23.928,
2010-07,23.451,
2010-10,26.427,
2011-01,25.838,
2011-04,26.083,
2011-07,25.681,
2011-10,25.810,
2012-01,25.995,
2012-04,26.523,
2012-07,26.790,
2012-10,26.896,
2013-01,26.305,
2013-04,26.794,
2013-07,26.698,
2013-10,26.972,
2014-01,27.149,
2014-04,26.747,
2014-07,27.357,
