"",BBK01.PQG356,BBK01.PQG356_FLAGS
"",Lending to domestic enterprises / Medium-term / Land banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:23:33,
1968-10,1.394,
1969-01,1.365,
1969-04,1.397,
1969-07,1.409,
1969-10,1.589,
1970-01,1.827,
1970-04,2.000,
1970-07,2.227,
1970-10,2.499,
1971-01,2.607,
1971-04,2.675,
1971-07,3.049,
1971-10,3.383,
1972-01,3.396,
1972-04,3.482,
1972-07,3.988,
1972-10,4.149,
1973-01,4.321,
1973-04,4.379,
1973-07,4.307,
1973-10,4.366,
1974-01,4.423,
1974-04,4.434,
1974-07,4.489,
1974-10,4.402,
1975-01,4.194,
1975-04,3.956,
1975-07,3.815,
1975-10,3.934,
1976-01,3.625,
1976-04,3.596,
1976-07,3.322,
1976-10,2.933,
1977-01,2.912,
1977-04,2.967,
1977-07,2.857,
1977-10,2.930,
1978-01,2.936,
1978-04,2.705,
1978-07,2.787,
1978-10,2.793,
1979-01,2.956,
1979-04,3.035,
1979-07,3.321,
1979-10,3.571,
1980-01,3.608,
1980-04,3.810,
1980-07,3.773,
1980-10,4.187,
1981-01,4.319,
1981-04,4.500,
1981-07,4.619,
1981-10,4.752,
1982-01,4.789,
1982-04,4.673,
1982-07,4.763,
1982-10,4.954,
1983-01,4.642,
1983-04,4.916,
1983-07,5.290,
1983-10,5.719,
1984-01,5.334,
1984-04,5.546,
1984-07,5.824,
1984-10,5.964,
1985-01,5.758,
1985-04,5.837,
1985-07,5.785,
1985-10,6.134,
1986-01,5.970,
1986-04,5.900,
1986-07,5.858,
1986-10,5.824,
1987-01,5.633,
1987-04,5.585,
1987-07,5.273,
1987-10,5.099,
1988-01,4.814,
1988-04,4.903,
1988-07,4.710,
1988-10,4.509,
1989-01,4.207,
1989-04,4.359,
1989-07,4.447,
1989-10,4.820,
1990-01,4.473,
1990-04,4.574,
1990-07,4.585,
1990-10,4.804,
1991-01,5.310,
1991-04,6.204,
1991-07,6.740,
1991-10,7.718,
1992-01,8.992,
1992-04,9.477,
1992-07,9.887,
1992-10,10.879,
1993-01,11.381,
1993-04,11.648,
1993-07,11.859,
1993-10,11.309,
1994-01,11.108,
1994-04,10.888,
1994-07,10.723,
1994-10,10.119,
1995-01,8.203,
1995-04,8.624,
1995-07,8.595,
1995-10,8.016,
1996-01,8.067,
1996-04,8.024,
1996-07,8.282,
1996-10,8.593,
1997-01,8.379,
1997-04,8.578,
1997-07,9.016,
1997-10,9.611,
1998-01,9.768,
1998-04,9.778,
1998-07,10.231,
1998-10,10.305,
1999-01,19.207,
1999-04,20.511,
1999-07,21.204,
1999-10,23.282,
2000-01,23.528,
2000-04,25.372,
2000-07,26.656,
2000-10,26.701,
2001-01,26.157,
2001-04,27.854,
2001-07,27.217,
2001-10,29.664,
2002-01,30.513,
2002-04,30.001,
2002-07,30.689,
2002-10,31.546,
2003-01,30.575,
2003-04,30.236,
2003-07,31.001,
2003-10,30.324,
2004-01,30.350,
2004-04,31.606,
2004-07,31.450,
2004-10,29.399,
2005-01,29.027,
2005-04,27.621,
2005-07,29.509,
2005-10,29.349,
2006-01,28.968,
2006-04,29.616,
2006-07,30.739,
2006-10,29.375,
2007-01,28.621,
2007-04,28.680,
2007-07,32.081,
2007-10,34.357,
2008-01,35.095,
2008-04,35.220,
2008-07,36.737,
2008-10,38.376,
2009-01,40.632,
2009-04,41.304,
2009-07,42.282,
2009-10,41.784,
2010-01,39.599,
2010-04,38.455,
2010-07,36.649,
2010-10,36.149,
2011-01,34.820,
2011-04,32.326,
2011-07,32.882,
2011-10,34.735,
2012-01,34.005,
2012-04,34.058,
2012-07,33.547,
2012-10,33.622,
2013-01,33.094,
2013-04,33.197,
2013-07,32.371,
2013-10,32.784,
2014-01,33.627,
2014-04,34.387,
2014-07,34.395,
2014-10,34.413,
