"",BBK01.OEAA05I,BBK01.OEAA05I_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:16:07,
2002-01,105.807,
2002-04,110.786,
2002-07,104.594,
2002-10,102.265,
2003-01,99.902,
2003-04,89.616,
2003-07,87.201,
2003-10,83.831,
2004-01,83.379,
2004-04,82.965,
2004-07,82.877,
2004-10,82.640,
2005-01,86.045,
2005-04,86.590,
2005-07,86.997,
2005-10,88.482,
2006-01,86.959,
2006-04,88.020,
2006-07,98.591,
2006-10,98.862,
2007-01,98.411,
2007-04,99.722,
2007-07,99.642,
2007-10,99.740,
2008-01,101.479,
2008-04,105.445,
2008-07,107.200,
2008-10,108.693,
2009-01,108.993,
2009-04,114.006,
2009-07,126.942,
2009-10,127.831,
2010-01,127.645,
2010-04,128.212,
2010-07,129.130,
2010-10,130.188,
2011-01,132.503,
2011-04,131.953,
2011-07,131.194,
2011-10,134.282,
2012-01,134.303,
2012-04,132.871,
2012-07,131.730,
2012-10,131.004,
2013-01,128.967,
2013-04,130.203,
2013-07,129.610,
2013-10,129.681,
2014-01,128.636,
2014-04,128.278,
2014-07,127.921,
