"",BBK01.OUK370,BBK01.OUK370_FLAGS
"",Loans to foreign enterprises and households for over one year and up to and including five years / Regional institutions of credit cooperatives,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:00:22,
1999-01,0.532,
1999-02,0.551,
1999-03,0.563,
1999-04,0.604,
1999-05,0.586,
1999-06,0.676,
1999-07,0.656,
1999-08,0.733,
1999-09,0.731,
1999-10,0.736,
1999-11,0.699,
1999-12,0.769,
2000-01,0.756,
2000-02,0.790,
2000-03,0.954,
2000-04,1.003,
2000-05,1.015,
2000-06,0.998,
2000-07,1.015,
2000-08,1.088,
2000-09,1.371,
2000-10,1.432,
2000-11,1.433,
2000-12,1.522,
2001-01,1.660,
2001-02,1.493,
2001-03,1.479,
2001-04,1.536,
2001-05,1.690,
2001-06,1.421,
2001-07,1.393,
2001-08,1.444,
2001-09,1.499,
2001-10,1.514,
2001-11,1.429,
2001-12,1.373,
2002-01,1.281,
2002-02,1.237,
2002-03,1.083,
2002-04,1.123,
2002-05,1.150,
2002-06,1.072,
2002-07,1.091,
2002-08,1.139,
2002-09,1.088,
2002-10,1.154,
2002-11,1.249,
2002-12,1.243,
2003-01,1.213,
2003-02,1.213,
2003-03,1.147,
2003-04,1.105,
2003-05,0.949,
2003-06,0.893,
2003-07,0.909,
2003-08,0.925,
2003-09,0.933,
2003-10,1.003,
2003-11,0.950,
2003-12,0.873,
2004-01,0.803,
2004-02,0.789,
2004-03,0.702,
2004-04,0.614,
2004-05,0.726,
2004-06,0.810,
2004-07,0.821,
2004-08,0.943,
2004-09,0.831,
2004-10,0.841,
2004-11,0.838,
2004-12,0.848,
2005-01,0.815,
2005-02,0.810,
2005-03,0.831,
2005-04,0.754,
2005-05,0.776,
2005-06,0.968,
2005-07,0.962,
2005-08,0.756,
2005-09,0.917,
2005-10,0.906,
2005-11,0.890,
2005-12,0.982,
2006-01,0.852,
2006-02,0.952,
2006-03,0.924,
2006-04,0.944,
2006-05,0.914,
2006-06,0.789,
2006-07,0.668,
2006-08,0.668,
2006-09,0.912,
2006-10,0.901,
2006-11,0.905,
2006-12,0.890,
2007-01,0.943,
2007-02,0.959,
2007-03,0.925,
2007-04,0.914,
2007-05,0.984,
2007-06,1.083,
2007-07,1.098,
2007-08,1.154,
2007-09,1.300,
2007-10,1.626,
2007-11,1.673,
2007-12,1.780,
2008-01,1.780,
2008-02,1.871,
2008-03,1.924,
2008-04,2.062,
2008-05,2.264,
2008-06,2.243,
2008-07,2.269,
2008-08,2.630,
2008-09,2.807,
2008-10,2.952,
2008-11,2.956,
2008-12,2.802,
2009-01,2.900,
2009-02,2.925,
2009-03,2.812,
2009-04,2.814,
2009-05,2.718,
2009-06,2.583,
2009-07,2.470,
2009-08,2.394,
2009-09,2.186,
2009-10,2.072,
2009-11,1.995,
2009-12,1.944,
2010-01,1.898,
2010-02,1.888,
2010-03,1.836,
2010-04,1.783,
2010-05,1.861,
2010-06,1.741,
2010-07,1.691,
2010-08,1.637,
2010-09,1.516,
2010-10,1.470,
2010-11,1.524,
2010-12,1.484,
2011-01,1.408,
2011-02,1.460,
2011-03,1.361,
2011-04,1.340,
2011-05,1.323,
2011-06,1.329,
2011-07,1.395,
2011-08,1.393,
2011-09,1.464,
2011-10,1.573,
2011-11,1.588,
2011-12,1.662,
2012-01,1.635,
2012-02,1.607,
2012-03,1.590,
2012-04,1.622,
2012-05,1.582,
2012-06,1.565,
2012-07,1.563,
2012-08,1.547,
2012-09,1.416,
2012-10,1.354,
2012-11,1.407,
2012-12,1.434,
2013-01,1.387,
2013-02,1.440,
2013-03,1.411,
2013-04,1.441,
2013-05,1.410,
2013-06,1.373,
2013-07,1.364,
2013-08,1.314,
2013-09,1.208,
2013-10,1.202,
2013-11,1.075,
2013-12,1.047,
2014-01,1.080,
2014-02,1.020,
2014-03,0.990,
2014-04,0.919,
2014-05,0.872,
2014-06,0.886,
2014-07,0.915,
2014-08,0.929,
2014-09,0.944,
2014-10,0.939,
2014-11,0.894,
2014-12,0.929,Provisional value
