"",BBK01.OEAA49K,BBK01.OEAA49K_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:17:12,
2002-01,18.561,
2002-04,17.545,
2002-07,17.964,
2002-10,17.511,
2003-01,17.217,
2003-04,16.714,
2003-07,16.524,
2003-10,15.325,
2004-01,15.738,
2004-04,19.215,
2004-07,19.341,
2004-10,18.349,
2005-01,16.952,
2005-04,17.716,
2005-07,18.592,
2005-10,20.441,
2006-01,22.056,
2006-04,22.425,
2006-07,25.131,
2006-10,24.916,
2007-01,25.285,
2007-04,27.818,
2007-07,29.648,
2007-10,29.972,
2008-01,32.619,
2008-04,32.540,
2008-07,37.424,
2008-10,39.523,
2009-01,40.876,
2009-04,39.304,
2009-07,38.583,
2009-10,32.755,
2010-01,32.759,
2010-04,34.874,
2010-07,36.840,
2010-10,37.128,
2011-01,35.052,
2011-04,33.966,
2011-07,39.221,
2011-10,37.427,
2012-01,35.881,
2012-04,38.139,
2012-07,37.953,
2012-10,36.781,
2013-01,36.850,
2013-04,36.263,
2013-07,34.845,
2013-10,29.851,
2014-01,29.811,
2014-04,29.993,
2014-07,30.859,
